titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Tortilla de patata (Rosi La Loca);https://images.hola.com/imagenes/cocina/recetas/20230308227815/tortilla-patata-receta-restaurante-rosi-loca-madrid/1-216-444/tortilla-rosi-loca-c.jpg;8 COMENSALES;30min;Fácil;['1500 g de Patata agria', '750 g de Aceite de oliva virgen extra', '150 g de Cebolleta', '10 Huevos camperos enteros', '7 Yemas de huevo', '15 g de Sal', 'Patata pochada previamente'];['Ponemos el aceite a calentar a fuego medio.', 'Mientras tanto, pelamos, limpiamos y cortamos las patatas en media lunas, las ponemos a pochar controlando el fuego, moviendo de vez en cuando para ir rompiendo las patatas mientras se van pochando.', 'Cortamos la cebolleta en trocitos muy pequeños, la añadimos a la patata para que se poche junto a ella.', 'Cuando le quede unos minutos a la patata, subimos el fuego para que la patata se dore y haya zonas crujientes.', 'Escurrimos la patata.', 'Ponemos en un bol los huevos enteros y las yemas. Batimos. Añadimos la patata pochada. Salamos, mezclamos bien y dejamos reposar durante 5 minutos.', 'Mientras tanto calentamos la sartén (de unos 26 cm diámetro) a fuego medio/alto con un poco de aceite.', 'Con la ayuda de una lengua, echamos la mezcla a la sartén para que se cuaje bien por los bordes, la dejamos durante medio minuto más o menos, le damos la vuelta y la cuajamos durante otro medio minuto antes de sacarla. La cortamos en triángulos y ¡a gozar!'];patatas
Patatas con ajo y flor de orégano;https://images.hola.com/imagenes/cocina/recetas/20230306227634/patatas-ajo-oregano/1-214-473/patatas-ajo-age-c.jpg;4 COMENSALES;30min;Fácil;['800 g de Patatas', '6 dientes de Ajo', '1 manojo de Orégano en flor', '3 cs de Aceite de oliva', 'Sal', 'Pimienta'];['Pelar las patatas, lavarlas y cortarlas en trozos medianos.', 'Echarlas en una cazuela puesta al fuego y cubrirlas de agua.', 'Sazonarlas con sal, agregar la mitad de las ramas de orégano y cocerlas durante 20 minutos.', 'Retirar la cazuela del fuego, colar las patatas y dejar que se enfríen un poco.', 'Pelar los ajos y trocearlos.', 'Calentar el aceite en una cazuela y sofreír los ajos 4 minutos.', 'Añadir las patatas escurridas y saltearlas entre 6 y 8 minutos, hasta que se doren ligeramente.', 'Disponer las patatas con los ajos en una fuente, espolvorear con pimienta recién molida y decorar con el resto del orégano.'];patatas
Guiso de almejas con patatas;https://images.hola.com/imagenes/cocina/recetas/20230221226846/guiso-almejas-patatas/1-207-411/almejas-patatas-age-c.jpg;4 COMENSALES;30min;Fácil;['500 g de Almejas', '300 g de Patatas', '1 Cebolla', '1 diente de Ajo', '1 Pimiento verde', '1 Tomate mediano', '1 cucharada de Perejil picado', '100 ml de Vino blanco seco', '4 cs de Aceite de oliva', 'Sal', 'Pimienta'];['Poner las almejas en remojo en agua con 1 cucharadita de sal durante 30 minutos.', 'Pelar y picar la cebolla y el ajo.', 'Retirar el tallo y las semillas al pimiento y picarlo.', 'Escaldar el tomate, pelarlo, retirar las semillas y picarlo.', 'Calentar el aceite en una sartén y rehogar 1 minuto el ajo.', 'Añadir la cebolla y el pimiento picados y rehogar 5 minutos.', 'Agregar el tomate, salpimentar y cocinar 10 minutos más.', 'Triturar y pasar por el chino.', 'Pelar las patatas, lavarlas, trocearlas y echarlas en una cazuela con el triturado y el vino blanco, añadiendo un poco de agua si fuera necesario.', 'Llevar a ebullición y cocer 20 minutos a fuego bajo. Incorporar las almejas escurridas, sazonar con sal y esperar a que se abran.', 'Decorar con el perejil picado y repartir las almejas con las patatas guisadas en los platos.', 'Tip: Añadir a la cazuela de las patatas, junto con las almejas, 100 g de gambas peladas.'];patatas
Tortitas de patata y calabacín;https://images.hola.com/imagenes/cocina/recetas/20230213226311/tortitas-patata-calabacin/1-203-211/patatacalabacin-adob-c.jpg;4 COMENSALES;25min;Fácil;['2 Calabacines medianos', '2 Patatas medianas', '2 Huevos', '3 cs de Harina', '100 g de Queso rallado', '1 pizca de Levadura química', 'Sal', 'Pimienta', 'Aceite de oliva para freir', 'Crema agria'];['Lavar y secar bien los calabacines. Rallarlos o picarlo en un procesador de alimentos. Dejar escurrir bien sobre una rejilla o colador para que quede lo más seco posible (puedes secarlo también cuidadosamente con papel de cocina)', 'Pelar las patatas y rallarlas con un grosor similar al calabacín. Quitar también la humedad sobrante.', 'En un bol poner el calabacín y la patata rallados, añadir los huevos y el queso rallado. Salpimentar al gusto. Mezclar bien.', 'Agregar dos o tres cucharadas de harina y una pizca de levadura química. Integrar todo hasta obtener una masa húmeda pero que se pueda cogerse en porciones.', 'Poner al fuego una sartén con aceite. Ir cogiendo porciones de la masa con una cuchara grande depositarlas con cuidado sobre el aceite caliente y aplanarlas ligeramente con el dorso, dándoles forma circular.', 'Cocinar por ambos lados hasta que las tortitas estén doradas.', 'Retirar sobre papel absorbente. Servir y acompañar con un poco de crema agria.'];patatas
Lubina con puré de patata y calabacín a la plancha;https://images.hola.com/imagenes/cocina/recetas/20230202225692/lubina-pure-patata-calabacin/1-198-503/lubina-patata-age-z.jpg;4 COMENSALES;45min;Fácil;['4 lomos de Lubina', '4 ud de Patata', '1 unidad de Calabacín grande', '2 cs de Mantequilla', '1 chorrito de Leche', '2 dientes de Ajo', 'Sal', 'Aceite de oliva virgen extra', 'Pimienta negra'];['Lava bien las patatas y ponlas a cocer en una olla al fuego con agua salada hirviendo hasta que estén blandas -unos 25 minutos-.', 'Lava, seca y corta el calabacín en rodajas. Pela los ajos y rállalos.', 'Pela las patatas y aplasta con un tenedor, vuelve a poner al fuego con la leche, la mantequilla, sal y pimienta.', 'Remueve bien hasta que te quede un puré homogéneo y reserva.', 'Pon una sartén al fuego y una parrilla en otro de los fuegos.', 'Salpimenta los lomos de lubina y cocina a la plancha con un poco de aceite por ambos lados y el ajo rallado.', 'En la parrilla con un poco de aceite, cocina las rodajas de calabacín vuelta y vuelta y añade un poco de sal.', 'Sirve en cada plato las rodajas de calabacín, encima el puré de patata y termina con un lomo de lubina.', 'Añade un poco de aceite y de pimienta negra recién molida.'];patatas
Patatas bravas con airfryer;https://images.hola.com/imagenes/cocina/recetas/20230117224743/patatas-bravas-airfryer/1-191-322/bravas-airfryer-c.jpg;4 COMENSALES;45min;Fácil;['2 Patatas grandes', 'Aceite de oliva (1 o 2 cucharadas)', 'Sal', 'Pimentón dulce', '1 cabeza de Ajo asada', '125 g de Yogur griego', '10 ml de Vinagre de manzana o se sidra', '1 cucharada de Aceite de oliva', 'Sal al gusto', '100 g de Tomate frito', '1 gramo de Pimentón de la Vera', '1 cucharadita de Tabasco'];['Pela, lava y corta las patatas en cubos medianos, no muy grandes.', 'Ponlas en un recipiente apto para la freidora de aire, agrega el aceite y remueve bien.', 'Añade ahora la sal y espolvorea un poco de pimentón dulce.', 'Vuelve a remover hasta que todas las patatas estén bien impregnadas.', 'Cocina a 190ºC unos 15-18 minutos.', 'Abre un par de veces durante la cocción y mueve las patatas (para que se hagan bien por todas las caras).', 'Asa 1 cabeza de ajo. Puedes hacerlo en el horno o en la misma airfryer. Si optas por esta opción: corta la parte de arriba de la cabeza de ajo, métela en papel de aluminio con un chorrito de aceite y sal por encima. Cierra bien el papel y hornea a 175 min unos 30 minutos.', 'Aprieta para sacar los dientes de ajo y tritúralos junto al resto de ingredientes.', 'Rectifica de sal y pimienta al gusto.', 'Para hacer esta salsa hemos mezclado 100 gramos de tomate frito con 1 gramo de pimentón de la Vera y 1 cucharadita de salsa Tabasco. Mezcla bien y ya lo tienes.'];patatas
Salmón con judías y patata;https://images.hola.com/imagenes/cocina/recetas/20230109224240/salmon-con-judias-patata/1-187-349/salmon-judias-adobe-z.jpg;4 COMENSALES;35min;Fácil;['400 g de Judías verdes', '3 ud de Patata', '400 g de Salmón limpio, sin piel ni espinas, cortado en dados', '1 unidad de Cebolleta', 'Sal', 'Pimienta', 'Aceite de oliva virgen extra'];['Quita las hebras de las judías verdes y córtalas en trozos,', 'Lava y seca las patatas.', 'Llena dos ollas con agua y sal, pon al fuego y espera a que hiervan.', 'Añade en una las judías verdes y deja que cuezan unos 12 minutos. Escurre.', 'Incorpora las patatas en la otra y cocina hasta que estén blandas (unos 25 minutos). Escurre, deja enfriar, pela y trocea.', 'Lava bien la cebolleta y córtala en juliana.', 'Salpimenta el salmón y cocínalo a la plancha con unas gotas de aceite.', 'Introduce en el táper las patatas y las judías cocidas, el salmón y la cebolleta.', 'Espera a que esté todo frío para ponerle la tapa y meterlo en la nevera.'];patatas
Ñoquis de patata o gnocchi a la carbonara;https://images.hola.com/imagenes/cocina/recetas/20221128221823/noquis-de-patata-o-gnocchi-a-la-carbonara/1-170-817/noquis-de-patata-o-gnocchi-a-la-carbonara-c.jpg;4 COMENSALES;1h 0min;Medio;['500 g de Patatas', '150 g de Harina de trigo', '1 Huevo', '1 pizca de Sal', '100 g de Beicon', '5 Huevos (2 enteros y 3 yemas)', '100 g de Queso parmesano', 'Sal', 'Pimienta negra', '4 cs de Agua de la cocción de los ñoquis'];['Coloca las patatas lavadas en un cazo con agua fresca abundante y acerca al fuego.', 'Cuece durante 25 o 30 minutos, hasta que las patatas estén bien hechas. Lo mejor para comprobarlo es pincharlas con un palillo. Cuando la patata no oponga ninguna resistencia al palillo, es que está perfectamente cocida.', 'Aún calientes, pélalas con cuidado de no quemarte y machácalas. Puedes hacerlo con un tenedor o un prensa patatas, pero nunca con batidora.', 'Añade la harina a la patata y comienza a mezclar para formar la masa. Añade el huevo, la pizca de sal y sigue amasando hasta obtener una masa uniforme.', 'Coloca la masa de tus ñoquis sobre la encimera, ligeramente enharinada y amasa un minuto más.', 'Divide en tres o cuatro porciones la masa y ve haciéndolas rodar sobre la encimera para formar un clilindro largo y finito, como de un centímetro o centímetro y medio de diámetro, más o menos.', 'Corta cada cilindro en trocitos pequeños, como de dos centímetros de largo. Si quieres darles su característica forma estriada, hazlos rodar sobre los dientes de un tenedor. Ahora bien, si los ñoquis te gustan y crees que los vas a preparar con frecuencia, te compensará invertir en una tablita de madera especial para ñoquis, es muy económica y te facilitará mucho esta tarea.', 'Acerca una cazuela al fuego con abundante agua. Cuando rompa a hervir, añade sal, baja un poco el fuego e incorpora los ñoquis. Deja hervir hasta que suban a la superficie y floten. En ese momento, recógelos con una espumadera. Reserva el agua, que usarás una poca para la salsa.', 'Parte en dados el bacón o la panceta ahumada.', 'Saltea en una sartén hasta que estén bien hechos. No es necesario poner aceite, con la grasa que irán soltando es suficiente. Cuando esté bien hecho, saca con una espumadera a un plato aparte con papel de cocina, para retirar el exceso de grasa.', 'Bate los huevos y las yemas hasta conseguir una mezcla espumosa.', 'Ralla el queso parmesano y añádelo. Pon a punto de sal y pimienta.', 'Coloca los ñoquis en una cazuela o en un wok junto con el bacón o panceta y acerca al fuego, a temperatura media.', 'Añade la mezcla de huevo y queso y mueve rápidamente. Añade cuatro cucharadas o medio cacito del agua de cocción de los ñoquis y sigue removiendo rápidamente. Debes obtener una salsa cremosa y bien integrada, pero sin que el huevo cuaje.', 'En cuanto la salsa esté ligada, aparta del fuego y sirve inmediatamente. Termina el plato con un poco más de pimienta negra y, si quieres, un poco más de parmesano rallado.'];patatas
Ñoquis con mantequilla y salvia o gnocchis burro e salvia;https://images.hola.com/imagenes/cocina/recetas/20221128221822/noquis-con-mantequilla-y-salvia-o-gnocchis-burro-e-salvia/1-170-815/noquis-con-mantequilla-y-salvia-o-gnocchis-burro-e-salvia-c.jpg;4 COMENSALES;1h 0min;Medio;['500 g de Patatas', '150 g de Harina de trigo', '1 Huevo', '1 pizca de Sal', '2 cs de Mantequilla', '12 hojas de Salvia fresca', 'Queso parmesano al gusto', 'Sal', 'Pimienta negra'];['Coloca las patatas lavadas en un cazo con agua fresca abundante y acerca al fuego.', 'Cuece durante 25 o 30 minutos, hasta que las patatas estén bien hechas. Lo mejor para comprobarlo es pincharlas con un palillo. Cuando la patata no oponga ninguna resistencia al palillo, es que está perfectamente cocida.', 'Aún calientes, pélalas con cuidado de no quemarte y machácalas. Puedes hacerlo con un tenedor, un pasapurés o un prensapatatas, pero nunca con batidora, o corres el riesgo de obtener un puré muy chicloso.', 'Añade la harina a la patata y comienza a mezclar para formar la masa. Añade el huevo, la pizca de sal y sigue amasando hasta obtener una masa uniforme.', 'Coloca la masa de tus ñoquis sobre la encimera, ligeramente enharinada y amasa un minuto más.', 'Divide en tres o cuatro porciones la masa y ve haciéndolas rodar sobre la encimera para formar un clilindro largo y finito, como de un centímetro o centímetro y medio de diámetro, más o menos.', 'Corta cada cilindro en trocitos pequeños, como de dos centímetros de largo. Si quieres darles su característica forma estriada, hazlos rodar sobre los dientes de un tenedor. Ahora bien, si los ñoquis te gustan y crees que los vas a preparar con frecuencia, te compensará invertir en una tablita de madera especial para ñoquis, es muy económica y te facilitará mucho esta tarea.', 'Acerca una cazuela al fuego con abundante agua. Cuando rompa a hervir, añade sal, baja un poco el fuego e incorpora los ñoquis. Deja hervir hasta que suban a la superficie y floten. En ese momento, recógelos con una espumadera.', 'Lava las hojas de salvia y sécalas ligeramente. Pica bien menudas dos tercios, el resto, elige las más bonitas, resérvalas enteras.', 'Por otro lado, ralla el queso parmesano y resérvalo.', 'Acerca un cazo amplio al fuego con la mantequilla y la salvia picada. Cuando la mantequilla se haya derretido, añade las hojas enteras de salvia y mantén a fuego medio. Cuando veas que la salvia comienza a tostarse un poquito, incorpora los ñoquis y mueve el conjunto rápidamente para que se mezcle todo el conjunto.', 'Apaga el fuego y añade el queso parmesano rallado, sal y pimienta negra al gusto. Deja reposar un segundo con el calor, moviendo un poco la cazuela, y sirve inmediatamente.'];patatas
Guiso de patatas, calabaza y pollo al curry;https://images.hola.com/imagenes/cocina/recetas/20221123221462/guiso-patatas-calabaza-pollo-curry/1-168-328/patatas-curry-age-z.jpg;4 COMENSALES;35min;Fácil;['500 g de Patata', '500 g de Calabaza', '2 ud de Pechuga de pollo', '1 cucharada de Curry', '1 litro de Caldo de pollo', '2 dientes de Ajo', '1 unidad de Cebolla', '1 hoja de Laurel', 'Aceite de oliva', 'Sal', 'Pimienta blanca', 'Perejil fresco'];['Trocear las pechugas de pollo en dados.', 'Pelar y cortar en dados tanto las patatas como la calabaza.', 'Pelar y picar los ajos y la cebolla.', 'Salpimentar el pollo, dorar en una cazuela con aceite caliente, sacar y reservar.', 'Pochar en ese mismo aceite la cebolla y los ajos a fuego bajo durante 10 minutos.', 'Incoporar el curry y rehogar todo otro minuto.', 'Añadir las patatas y la calabaza y rehogar durante un par de minutos.', 'Mojar con el caldo y añadir la hoja de laurel', 'Cocer fuego medio lento hasta que la patata y la calabaza estén en su punto -alrededor de 25 minutos-.', 'A mitad de cocción, añadir el pollo y terminar de cocinar.', 'Servir el guiso con perejil fresco picado.'];patatas
