titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Gofres de calabacín con huevo poché y cherrys;https://images.hola.com/imagenes/cocina/recetas/20230323228699/gofres-calabacin-huevo-poche-cherry/1-224-153/espinacas-queso-adobe-z.jpg;4 COMENSALES;35min;Fácil;['2 ud de Calabacín', '100 g de Harina', '6 ud de Huevo', '1 cucharada de Levadura en polvo', '40 g de Queso rallado', '12 ud de Tomates cherry', 'Aceite de oliva virgen extra', 'Sal', 'Vinagre', 'Espinacas'];['Lava, seca y ralla los calabacines. Echa en un bol con un poco de sal y deja que escurran unos minutos.', 'Aprieta con las manos para quitarle más agua.', 'Añade en un bol 2 huevos, el calabacín y sal y mezcla bien para añadir la harina, la levadura y el queso.', 'Mezcla bien hasta que todo esté integrado.', 'Pinta la gofrera con un poco de aceite y ve echando la masa para que se haga.', 'Pon un cazo con agua a fuego medio, sin que llegue a hervir y añade una gota de vinagre.', 'Casca el huevo en un bol e introduce en el agua, deja que se cocine durante 4 minutos -puedes envolverlo en papel film y así te garantizas que no se rompa-.', 'Escurre los huevos y sírvelos por encima de los gofres.', 'Acompaña con los tomates cherry y las hojas de espinaca.'];huevos
Papa 'bonita' con huevo poché y torreznos;https://images.hola.com/imagenes/cocina/recetas/20230321228552/papa-bonita-huevo-poche-torreznos-restaurante-melvin-berasategui/1-223-60/revolconas-berasategui-c.jpg;1 PORCIONES;50min;Medio;"[""200 g de Patatas (variedad 'papa bonita' canaria)"", '1 hoja de Laurel', '1 bola de Pimienta', 'Tocineta ahumada', '35 g de Cebolla', '25 g de Pimiento verde', '25 g de Pimiento rojo', '0.5 diente de Ajo', '7 g de Pimentón de la Vera', '1.5 g de Pimentón picante', '35 g de Caldo de cochinillo', 'Panceta ahumada', '1 Huevo', 'Panko', 'Aceite para freír', '1 Huevo', '200 g de Aceite de girasol', '20 g de Pimentón picante de la Vera', 'Patatas cocidas y chafadas al principio', 'Aliño preparado previamente', 'Aceite de los torreznos (que habremos reservado al freírlos)', 'Sal', 'Pimienta', 'Brotes de guisante']";"['Cocer la papa con el laurel y la pimienta. Cuando esté cocinada pelar y chafar (machacar) con un tenedor.', 'Cortar 8-10 lonchitas finas rectangulares de la tocineta (sin piel) de unos 3cm de largo. Cocinar al fuego en una sartén y dejar que vayan soltando grasas y tomen una textura crujiente.', 'Sacar los torreznos, reservarlos. Colar el aceite por otro lado y reservar.', 'En una sartén, cocinar la cebolla, añadimos luego los pimientos, que vayan pochando también. Continuamos con el ajo y el pimentón (sin que se queme). Le añadimos el caldo de cochinillo, reducimos y trituráremos. Colaremos y reservaremos.', 'Poner agua en una olla y cuando llegue el punto de ebullición, retiramos del fuego y añadimos el huevo. Tapamos la olla y lo dejamos 2 minutos.', 'Un truco a la hora de pochar el huevo es echar un poquito de vinagre en la olla con agua, para que la clara no se desparrame.', ""Una vez pasados los dos minutos ya tendremos el huevo listo. Lo sacamos con cuidado, lo 'rebozamos' con panko (pan rallado japones) y los freímos en abundante aceite, retiramos con cuidado (con ayuda de un colador) y reservamos."", 'Mezclar y emulsionar todos los ingredientes hasta conseguir una mayonesa.', 'Pondremos un poco del aliño en una sartén. Añadimos la patata chafada. Salpimentamos.  Calentamos y la vamos trabando todo con cuidado, sumando más salsa (aliño) y el aceite de la cocción de los torreznos hasta conseguir una textura similar a la de las patatas revolconas.', 'En primer lugar, disponemos en la base las patatas revolconas. A continuación vamos disponiendo los torreznos por encima. Sumamos tres o cuatro puntos de mayonesa de pimentón (con ayuda de un biberón será más sencillo).', 'Por último sumamos el huevo poché rebozado en panko. Sírvete para ello de una cuchara grande en lugar de coger el huevo con las manos (su interior es líquido y debemos manejarlo con cuidado para que no se rompa). Decorar con unos brotes de guisante.', ""Una servido el plato, romperemos el huevos y dejaremos que la yema líquida 'resbale' por el resto de ingredientes.""]";huevos
Ponche de huevo;https://images.hola.com/imagenes/cocina/recetas/20230321228561/ponche-de-huevo/1-223-122/ponche-huevo-age-z.jpg;4 COMENSALES;15min;Fácil;['600 ml de Leche', '80 g de Azúcar blanca', '2 ud de Yemas de huevo', '2 ud de Huevo', '1 unidad de Vaina de vainilla', '1 pizca de Canela molida', '1 pizca de Nuez moscada', '1 chorrito de Brandy'];['Separa las yemas de las claras y monta a punto de nieve estas últimas con 3 cucharadas de azúcar.', 'Echa la leche en un cazo y pon al fuego para hervir con la vainilla raspada, la canela y la nuez moscada.', 'Bate las 4 yemas de huevo con el resto de azúcar hasta blanquear.', 'Cuando la leche hierva cuela y junta con la mezcla de yemas y azúcar.', 'Vuelve a poner a fuego lento y remueve hasta que espese.', 'Añade el brandy, mezclar y puedes servirlos caliente o dejar enfriar.', 'Decora con la clara montada a punto de nieve.'];huevos
Montado doble con anchoa, salmorejo de pimiento y huevo;https://images.hola.com/imagenes/cocina/recetas/20230321228537/montado-doble-anchoa-salmorejo-pimiento-huevo/1-222-941/huevo-tomate-adobe-z.jpg;4 COMENSALES;25min;Fácil;['8 rebanadas de Pan rústico', '4 ud de Huevo', '16 ud de Anchoas en aceite', '2 ud de Tomate asado en conserva', '100 g de Pimiento rojo', '1 trozo de Pan del día anterior', '1 diente de Ajo', 'Sal', 'Aceite de oliva virgen extra', 'Vinagre', 'Pimienta negra'];['Comenzamos con el salmorejo y para ello, hacemos una cruz en la parte baja de los tomates, los echamos en agua hirviendo y los sacamos a los 40 segundos. Pelamos con cuidado y quitamos las semillas.', 'Quitamos las semillas de los pimientos asados también.', 'Remojamos el pan del día anterior en agua.', 'Trituramos el tomate, el pimiento, el diente de ajo, el aceite, el vinagre y sal.', 'Tiene que quedarnos una textura bien fina -podemos colar para lograrlo pero con un robot sale perfecto-.', 'Untamos las rebanadas de pan con el salmorejo de pimiento.', 'Colocamos 2 anchoas encima de cada rebanada y unimos de dos en dos.', 'Freímos los huevos con un poco de aceite y los colocamos sobre la doble rebanada de pan.', 'Echa en el huevo una pizca de sal y otra de pimienta negra recién molida.'];huevos
Pincho de anchoa con mayonesa, huevo duro y aceituna;https://images.hola.com/imagenes/cocina/recetas/20230321228529/pincho-anchoa-mayonesa-huevo-aceituna/1-222-861/mayonesa-anchoa-age-z.jpg;4 COMENSALES;15min;Fácil;['4 rebanadas de Baguette', '8 filetes de Anchoas en aceite', '2 ud de Huevo', '1 chorrito de Zumo de limón', 'Aceite de girasol', '4 ud de Aceitunas verdes sin hueso'];['Pon un cazo con agua al fuego, espera a que hierva y añade 1 huevo. Deja 10 minutos, espera a que se enfríe y pélalo.', 'Casca el otro huevo en el vaso de la batidora y añade el zumo de limón y un poco de aceite de girasol.', 'Bate mientras agregas otro poco de aceite y se emulsione bien.', 'Extiende una cucharada de mahonesa sobre las rebanadas de pan previamente tostadas.', 'Coloca encima 2 anchoas por rebanada de pan y ralla un poco de huevo cocido.', 'Corona con una aceituna verde deshuesada.'];huevos
Tortilla de patata;https://images.hola.com/imagenes/cocina/recetas/20230306227650/tortilla-de-patata/1-214-617/tortilla-adobe-c.jpg;6 COMENSALES;30min;Fácil;['4 ud de Patata', '6 ud de Huevos', 'Aceite de oliva virgen extra', 'Sal', '1 unidad de Cebolla opcional'];"['Pelamos y cortamos las patatas en pequeñas rodajas finas y las metemos en un cuenco con agua para que suelten el almidón durante un mínimo de 5 minutos. Las escurrimos bien y las salamos.', 'Calentamos abundante aceite de oliva virgen extra -esto es imprescidible para que sepa como tiene que saber- en una sartén y freímos las patatas a fuego alto los primeros 4 minutos, después bajamos el fuego, tapamos la sartén y dejamos que se cocinen hasta que estén tiernas (15 minutos aproximadamente).', 'Removemos de vez en cuando para que se cocinen por todos los lados por igual.', 'Escurrimos las patatas con un colador para eliminar el exceso de aceite.', 'Batimos los huevos, salamos, incorporamos las patatas y dejamos que se empapen un par de minutos.', 'Echamos en una sartén un chorrito de aceite y cuando esté caliente volcamos la mezcla y cocinamos más o menos hecha según el gusto de cada uno. Ayúdate con un plato o una tapa para darle la vuelta, a menos que seas capaz de voltearla al aire sin que se te caiga, que es todo un arte.', 'Lo ideal es que por dentro no la cuajemos en exceso para que quede jugosa. Apagamos el fuego, y déjala en la sartén 3-4 minutos para que termine de hacerse con el calor residual.', 'Ya la tendrías lista tanto para tomar tanto en caliente, como en frío.', ""Si eres de 'la liga pro cebolla en la tortilla', pela, pica y pocha 1 unidad hasta que esté casi dorada en otra sartén con aceite. Añádela a la mezcla de patata y huevo y termina la receta como indicamos.""]";huevos
Tortilla de 'mac and cheese';https://images.hola.com/imagenes/cocina/recetas/20230223227016/tortilla-mac-and-cheese/1-208-550/mac-cheese-age-z.jpg;4 COMENSALES;35min;Fácil;['300 g de Pasta', '200 g de Queso cheddar', '50 g de Mantequilla', '250 ml de Leche', '50 g de Harina', 'Sal', 'Pimienta', '5 ud de Huevo', '1 chorrito de Nata', 'Hierbas aromáticas', 'Aceite de oliva'];"['Cuece la pasta en una olla con agua hirviendo y sal el tiempo que marque el fabricante en el envase.', 'Derrite la mantequilla en una olla al fuego.', 'Incorpora la mantequilla y rehógala.', 'Agrega la leche poco a poco sin dejar de remover para que no se formen grumos.', 'Salpimenta, cocina durante unos 10 minutos, agrega el queso rallado y remueve hasta que se integre bien.', 'Mezcla la pasta con la salsa anterior.', 'Bate los huevos en un bol y añade una pizca de sal, pimienta, hierbas al gusto y un poco de nata. Remueve todo.', 'Echa una gota de aceite en una sartén y vuelca la mezcla anterior. Cuaja y dale la vuelta para que se cuaje por el otro lado.', ""Saca de la sartén y sirve tu tortilla de 'mac and cheese'.""]";huevos
'Tortipizza' de espaguetis;https://images.hola.com/imagenes/cocina/recetas/20230223227007/tortipizza-de-espaguetis/1-208-501/torti-pizza-adobe-z.jpg;4 COMENSALES;35min;Fácil;['200 g de Espaguetis con tomate', '1 unidad de Pimiento rojo', '1 unidad de Guindilla', '4 cs de Salsa de tomate', '100 g de Queso mozzarella rallado', '5 ud de Huevo', 'Sal', 'Orégano', 'Aceite de oliva'];['Lava, seca, quita el rabito y las semillas del pimiento rojo y póchalo hasta que esté blando en una sartén con aceite.', 'Escurre y mézclalo en un bol con los espaguetis y agrega la salsa de tomate y un poco de mozzarella rallada.', 'Bate los huevos en otro bol, salpimenta y añade a la mezcla anterior.', 'Precalienta el horno a 180 grados.', 'Engrasa con un pelin de aceite un molde redondo, vuelca la mezcla y cubre con las rodajas de tomate, el resto de mozzarella rallada y orégano.', 'Mete en el horno durante 20-25 minutos y gratina al final para que se dore el queso ligeramente.'];huevos
Tortilla francesa de coditos de pasta con tomate;https://images.hola.com/imagenes/cocina/recetas/20230223227004/tortilla-francesa-con-coditos-pasta-tomate/1-208-500/coditos-age-z.jpg;4 COMENSALES;20min;Fácil;['250 g de Coditos de pasta con tomate', '1 unidad de Cebolleta', '1 diente de Ajo', '4 ud de Huevo', 'Mezcla de hierbas aromáticas', 'Sal', 'Pimienta', 'Aceite de oliva', 'Tomate'];['Limpia la cebolleta y pícala muy finita. Pela y pica también el diente de ajo.', 'En un bol mezcla los coditos con tomate con las hierbas aromáticas que más te gusten.', 'Bate los huevos con un poco de sal y de pimienta.', 'Echa un poco de aceite en una sartén y pocha el ajo y la cebolla pero no dejes que se doren.', 'Añádelos al bol con la pasta y mezcla bien.', 'Echa un pelín de aceite en una sartén grande y añade el huevo batido.', 'Deja que se cuaje 2 minutos y añade la mezcla de pasta.', 'Dobla el huevo formando una media luna y espera un par de minutos más.', 'Sirve la tortilla de pasta con unas rodajas de tomate fresco.'];huevos
Tortilla de macarrones con jamón y verduras;https://images.hola.com/imagenes/cocina/recetas/20230223226997/tortilla-macarrones-jamon-verduras/1-208-483/macarrones-jamon-adobe-z.jpg;4 COMENSALES;30min;Fácil;['150 g de Macarrones cocidos', '1 unidad de Cebolla', '1 unidad de Pimiento verde', '1 unidad de Pimiento verde', '5 ud de Huevo', '100 g de Jamón serrano', 'Aceite de oliva', 'Sal', 'Pimienta'];['Pela y pica en daditos la cebolla.', 'Lava, seca y corta el calabacín en medias lunas.', 'Lava, seca, corta el rabito, quita las semillas del pimiento verde y pícalo en daditos también.', 'Echa aceite en una sartén y pocha la cebolla con el pimiento 4 minutos.', 'Salpimenta, añade el calabacín y pocha 4-5 minutos más. Escurre con un colador.', 'Bate los huevos en un bol y añade los macarrones cocidos, la verdura y las lonchas de jamón cortadas en trozos.', 'Aprovecha un poco del aceite de pochar las verduras, añade a la sartén y vuelca la mezcla anterior.', 'Cuaja 2-3 minutos, da la vuelta y cuaja por el otro lado 2-3 minutos más.', 'Ya tienes la tortilla lista para servir, mejor caliente, aunque fría también está rica.'];huevos
