titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Bisque de langosta;https://images.hola.com/imagenes/cocina/recetas/20230213226289/bisque-de-langosta/1-203-55/bisque-langosta-age-z.jpg;4 COMENSALES;55min;Fácil;['3 ud de Langosta cocida', '1 unidad de Cebolla', '1 unidad de Zanahoria', '1 unidad de Puerro', '2 cs de Tomate concentrado', '1 chorrito de Coñac', '1 chorrito de Vino blanco', '1 brik 1/4 litro de Nata para cocinar', 'Mantequilla', 'Sal', 'Pimienta', 'Eneldo'];['Pela las langostas, reserva la carne de los cuerpos y trocea las cáscaras y las cabezas.', 'Pela la zanahoria y la cebolla y pícalas.', 'Limpia el puerro y pícalo también.', 'En una cazuela grande derrite 2 cucharadas de mantequilla a fuego medio y sofríe la cebolla, la zanahoria y el puerro con un poco de sal y de pimienta.', 'Incorpora el tomate concentrado, las cabezas y cáscaras de la langosta y continúa cocinando unos minutos más.', 'Echa el brandy y el vino y deja que se evapore el alcohol.', 'Cubre con agua, tapa y deja cocer durante unos 25-30 minutos.', 'Prueba de sal y pimienta y rectifica si hace falta.', 'Tritura el resultado con la batidora o el robot de cocina y cuela.', 'Pon el resultado nuevamente al fuego, añade casi toda la nata y mezcla bien.', 'Cocina los cuerpos de la langosta ligeramente a la plancha y corta en medallones.', 'Sirve en cada plato el bisque y pon los medallones en el centro de cada plato.', 'Añade unas gotas de nata y un poco de eneldo.'];sopas
Sopa de verduras de invierno;https://images.hola.com/imagenes/cocina/recetas/20230202225701/sopa-verduras-invierno/1-198-617/sopa-verduras-adobe-z.jpg;4 COMENSALES;40min;Fácil;['1 unidad de Puerro', '1 unidad de Cebolla', '1 unidad de Patata', '2 ud de Zanahoria', '300 g de Col', '1 trozo de Apionabo', 'Pimienta blanca', 'Aceite de oliva', 'Sal', 'Perejil fresco'];['Pela las zanahorias, la patata, el apionabo y la cebolla y trocéalos.', 'Quita la primera capa del puerro y los extremos y pícalo. Trocea también la col.', 'Pon una cazuela al fuego, echa un poco de aceite y añade todos los ingredientes anteriores.', 'Salpimenta y rehoga durante unos minutos.', 'Cubre con agua y deja hervir durante unos 25 minutos.', 'Prueba de sal y pimienta y rectifica si es necesario.', 'Sirve esta sopa bien calentita en boles o platos hondos y añade un poco de perejil picado.'];sopas
Sopa de salmón;https://images.hola.com/imagenes/cocina/recetas/20230131225548/sopa-salmon/1-197-457/sopa-salmon-age-z.jpg;4 COMENSALES;40min;Fácil;['350 g de Salmón en trozos sin piel ni espinas', '3 ud de Patata', '2 ud de Zanahoria', '1 unidad de Cebolla', '600 ml de Agua', '400 ml de Nata', 'Aceite de oliva', 'Sal', 'Pimienta', 'Eneldo'];['Pela las patatas,las zanahorias y la cebolla trocéalas.', 'Echa un poco de aceite en una cazuela y rehoga unos minutos la cebolla.', 'Añade la patata y la zanahoria, salpimenta y sigue rehogando 5 minutos más.', 'Incorpora el agua y un poco de eneldo y deja que cueza unos 15 minutos a fuego medio.', 'Echa el salmón y cuece otros 5 minutos.', 'Agrega la nata, mezcla bien un par de minutos y retira del fuego.', 'Prueba de sal y rectifica si hace falta.'];sopas
Sopa de setas con hojaldre;https://images.hola.com/imagenes/cocina/recetas/20230123225095/sopa-setas-con-hojaldre/1-193-681/sopa-setas-age-z.jpg;4 COMENSALES;50min;Medio;['500 g de Setas variadas: champiñones, portobellos, shiitakes, boletus...', '1 Puerro', '2 Dientes de ajo', 'Aceite de oliva virgen extra', '1 nuez de Mantequilla', '800 ml de Caldo de verduras', '100 ml de Nata para cocinar', 'Sal', 'Pimienta negra', '1 rama de Tomillo fresco', '3 ramas de Cilantro fresco', '3 ramas de Perejil fresco', '1 lámina de Masa de hojaldre', '1 Huevo'];['Para hacer esta crema de setas con hojaldre, comenzarmos por limpiar el puerro, retirando la raíz, la parte más verde del extremo así como sus capas exteriores. Cuando ya tengas solo su corazón más blanquito, pícalo en aros. Pela los ajos y pícalos en láminas.', 'Acerca una cazuela al fuego con la mantequilla y un chorro de aceite de oliva e incorpora las verduras. Pocha a fuego suave durante 10 minutos y pon a punto de sal y pimienta negra. Aparta este sofrito al vaso de la batidora y tritura perfectamente.', 'Vuelve a acercar la cazuela al fuego con un hilito más aceite. A temperatura media, saltea las setas y pon un poco de sal. Pasados 4 o 5 minutos, añade el sofrito triturado, que ayudará a dar cuerpo a esta sopa y cocina un minuto más.', 'Cubre con el caldo de verduras y cocina durante 10 o 15 minutos. Casi al final, añade el perejil, el cilantro y las hojitas de tomillo muy bien picados. Riega con la nata y cocina un minuto más.', 'Sirve la sopa de setas en soperas individuales y cubre cada una con una porción de masa de hojaldre. Asegúrate que los extremos se quedan bien pegados al borde de la sopera y recorta el resto.', 'Haz pequeñas incisiones con la punta de un cuchillo sobre la masa de hojaldre, sin llegar a cortar, tan solo como si dibujaras una cuadrícula por encima, para que al hincharse un poco en el horno, adquiera una bonita forma.', 'Pinta con huevo batido y mete las soperas en el horno, que ya debe estar precalentado a 200°C, sobre la bandeja, para que después puedas sacarlas fácilmente, todas a la vez. Cocina durante 10 o 12 minutos, o hasta que veas que el hojaldre ha subido y tiene un colar tostado y bonito.', 'Sirve inmediatamente.'];sopas
Sopa minestrone de espárragos, calabacín y habitas;https://images.hola.com/imagenes/cocina/recetas/20230118224768/sopa-minestrone-esparragos/1-191-473/esparragos-adobe-z.jpg;4 COMENSALES;0min;Fácil;['12 ud de Espárragos verdes', '1 unidad de Calabacín', '1 unidad de Patata', '1 tallo de Apio', '2 ud de Chalota', '100 g de Habitas', '1 litro de Caldo de verduras', '100 g de Conchas de pasta', 'Aceite de oliva virgen extra', 'Sal', 'Pimienta', '2 cs de Albahaca fresca', '1 diente de Ajo', '1 cucharada de Piñones', '80 g de Queso parmesano', 'Sal'];"['Pela y pica el ajo y échalo en el vaso de la batidora con los piñones, la albahaca y el queso rallado. Ve echando el aceite poco a poco sin dejar de triturar. Reserva.', 'Pela y trocea la patata en daditos; quita las hebras al tallo de apio y pícalo.', 'Pela los espárragos, elimina la parte de atrás y trocéalos.', 'Pela y trocea la patata en daditos; quita las hebras al tallo de apio y pícalo; pela las chalotas y corta en juliana.', 'Lava y corta el calabacín en rodajas finas.', 'Escurre las habitas de la conserva.', 'Caliente un poco de aceite de oliva en una cazuela y pocha la chalota durante 3 minutos.', 'Agrega el apio, la patata, el calabacín y los espárragos, salpimenta, tapa y deja que hierva unos 10 minutos.', 'Incorpora la pasta y cuece unos 8 minutos; 2 minutos antes de finalizar la cocción, echa las habitas.', 'Prueba de sal y pimienta y rectifica si es necesario.', 'Sirve y acompaña con un poco de salsa pesto.', 'También puede rallar por encima queso y después gratinar unos minutos.']";sopas
Sopa de judías verdes y otros vegetales;https://images.hola.com/imagenes/cocina/recetas/20230111224375/sopa-judias-verdes-otros-vegetales/1-188-384/verduras-adobe-depurativa-z.jpg;4 COMENSALES;45min;Fácil;['300 g de Judías verdes redondas', '2 ud de Puerro', '2 ud de Zanahoria', '1 rama de Apio', '8 ud de Minimazorcas de maíz', '100 g de Brócoli en ramitos', '1 diente de Ajo', 'Chile rojo fresco (opcional)', 'Aceite de oliva', 'Sal', 'Sal'];['Limpia el puerro y córtalo en rodajas.', 'Lava, seca, quita las semillas y el rabo del pimiento rojo y córtalo en tiras finas.', 'Pela las zanahorias y el ajo y pícalos. Parte por la mitad las mazorquitas de maíz.', 'Pon una cazuela al fuego, echa poco de aceite y sal y cuando esté caliente echa el ajo junto con el puerro y el ajo.', 'Saltea 3 minutos a fuego medio.', 'Agrega las judías verdes, la zanahoria, el pimiento rojo y las mazorquitas y saltea 3 minutos más.', 'Incorpora el brócoli -y si te gusta unas tiras de guindilla-, saltea unos minutos y cubre con agua.', 'Añade el apio, sube la intensidad del fuego y cuando rompa a hervir, tapa, baja la intensidad y deja cocinar unos 30 minutos.', 'Prueba de sal, rectifica si es necesario y sirve la sopa muy caliente.'];sopas
Sopa de la huerta;https://images.hola.com/imagenes/cocina/recetas/20230111224368/sopa-de-la-huerta/1-188-344/cebolla-ajo-adobe-z.jpg;4 COMENSALES;1h 15min;Fácil;['1 litro de Agua', '1 unidad de Cebolleta', '2 ud de Chalota', '0.5 unidad de Cebolla morada', '2 dientes de Ajo', '1 unidad de Nabo', '2 ud de Zanahoria', '1 unidad de Puerro', '1 unidad de Patata', 'Sal', 'Eneldo'];['Pela los ajos, las chalotas, la cebolla morada, una de las zanahorias y la patata y pícalos en daditos. Reserva.', 'Limpia el puerro y la cebolleta y corta en trozos medianos. Pela el nabo y la otra zanahoria y trocéalos también.', 'Echa el agua en una olla, pon al fuego y cuando hierva, incorpora la parte blanca del puerro, el nabo, la cebolleta', 'Echa el agua en una olla, pon al fuego y cuando hierva, incorpora el ajo, la parte blanca del puerro, el nabo, la cebolleta y la zanahoria.', 'Añade un poco de sal y deja que cueza durante unos 40 minutos a fuego suave.', 'Cuela el caldo y prueba de sal.', 'Vuelve a poner el caldo al fuego y añade la cebolla morada, la chalota, la parte verde del puerro, la patata y la zanahoria que habíamos reservado.', 'Deja que cueza y espera hasta que los vegetales estén hechos pero sin pasarse.', 'Añade el eneldo fresco y ya tienes lista la sopa para servirla en cuencos o en platos hondos.', '¡No dejes que se enfríe!'];sopas
Sopa de fideos al estilo Kung Fu Panda;https://images.hola.com/imagenes/cocina/recetas/20230110224348/sopa-fideos-estilo-kung-fu-panda/1-188-26/fideos-kung-fu-z.jpg;4 COMENSALES;30min;Fácil;['3 dientes de Ajo', '2 ud de Cebolla', '1 trozo de Jengibre fresco', '2 pastillas de Caldo de verduras', '2 ud de Chiles ojo de pájaro o guindillas', '2 l de Agua', '200 g de Fideos chinos de arroz', '1 unidad de Calabacín', '2 ud de Zanahoria', '2 ud de Cebolleta', '1 unidad de Col china', 'Cilantro fresco', '8 ud de Setas shiitake', '125 g de Brotes de soja', '1 unidad de Lima', 'Sal', 'Pimienta negra', 'Salsa de soja opcional'];['Pon a hidratar las setas con agua. Calienta agua en una olla, disuelve las pastillas de caldo de verduras y añade el agua de hidratar las setas.', 'Pon en una cacerola los dientes de ajo, 1 cebolla cortada en trozos, el jengibre cortado en rodajas finas, las 2 pastillas de caldo y los chiles o guindillas. A continuación, vierte el agua y lleva a ebullición. También puedes añadir salsa de soja al gusto.', 'En otra olla, cuece los fideos de arroz en agua hirviendo y repártelos en 4 cuencos individuales.', 'Corta el calabacín, las zanahorias y las 2 cebollas restantes en rodajas finas. Pica las cebolletas, la col y el cilantro.', 'Dispón en los boles las rodajas de calabacín y zanahoria, así como la col, el cilantro, la cebolleta, las setas shiitake y los brotes de soja.', 'Vierte el caldo bien caliente y exprime un cuarto de lima sobre cada cuenco. Salpimenta al gusto.'];sopas
Crema de castañas y oporto con beicon y dátiles;https://images.hola.com/imagenes/cocina/recetas/20221229223773/crema-de-castanas-y-oporto-con-beicon-y-datiles/1-184-124/crema-de-castanas-y-oporto-con-beicon-y-datiles-c.jpg;4 COMENSALES;1h 0min;Fácil;['500 g de Castañas', '1 Puerro', '4 Chalotas', '3 Dientes de ajo', '200 ml de Vino de Oporto', '600 ml de Caldo de verduras', '150 ml de Nata para cocinar', 'Sal', 'Pimienta negra', 'Aceite de oliva virgen extra', '1 ramita de Tomillo fresco'];['Para hacer eta crema de castañas y oporto con beicon y dátiles, comenzaremos por preparar las castañas. Para ello, pela con la ayuda de un cuchillo puntilla la primera cáscara. Hazles un corte e incorpóralas a un cazo con agua hirviendo. Cuece durante cinco minutos y de aquí, pásalas a un bol con agua y hielo para cortar rápidamente la cocción. Gracias al choque de temperaturas, ahora, te resultará mucho más sencillo pelarlas esa segunda piel mucho más adherida a la carne de la castaña. Reserva.', 'Limpia el puerro retirando las raíces, el otro extremo verde y leñoso y las capas superiores. Una vez que tengas el corazón más blanquito y tierno, pica en aritos. Por otro lado, pela las chalotas y pícalas menudas. Pela también el ajo y pícalo en rodajas.', 'Acerca una cazuela al fuego con un chorrito de aceite de oliva virgen extra y cocina a fuego muy suave las verduras, hasta que estén bien pochadas, lo que les llevará 10 o 12 minutos.', 'Pon a punto de sal y pimienta negra y añade las castañas. Rehógalas durante cinco minutos junto a las verduras.', 'Ahora añade el vino de Oporto y acerca una cerilla para flambearlo. Hazlo con cuidado y siempre con la campana extractora apagada. Cuando la llama se apague por si sola, incorpora el caldo y sube el fuego hasta que comience a hervir.', 'Baja el fuego, y deja cocer durante 20 o 30 minutos, hasta que las castañas estén bien tiernas. Añade la nata y cuece cinco minutos más.', 'Retira del fuego y tritura bien, hasta obtener una crema muy fina. Prueba y pon a punto de sal y pimienta si fuera necesario.', 'Pica en láminas el beicon y pásalo por la plancha hasta está que esté bien hecho. Retira a un papel absorbente para retirar el exceso de grasa.', 'Ahora, tritura en la batidora o robot de cocina los dátiles sin hueso. Mezcla con el beicon.', 'Sirve tu crema de castañas y oporto y adorna por encima con un poco de la mezcla de dátiles y beicon. Para poner una nota verde, añade unas hojitas de tomillo fresco, sin los tallos. Sirve inmediatamente.'];sopas
Sopa cremosa de vieiras;https://images.hola.com/imagenes/cocina/recetas/20221220223209/sopa-cremosa-vieiras/1-180-391/sopa-vieiras-age-z.jpg;4 COMENSALES;40min;Fácil;['1 unidad de Patata', '1 unidad de Puerro', '1 unidad de Zanahoria', '2 dientes de Ajo', '1 litro de Caldo de pescado', '2 cs de Harina', '0.5 vaso de Leche', '4 cs de Mantequilla', '16 ud de Vieiras solo la parte blanca', 'Aceite de oliva virgen extra', 'Sal', 'Pimienta negra', 'Perejil fresco'];['Pela los ajos, la patata y la zanahoria y trocéalas.', 'Quita la primera capa del puerro y los extremos y córtalo en rodajas.', 'Echa aceite en una cazuela y rehoga unos minutos suavemente los ajos, la patata, la zanahoria y el puerro. Salpimenta.', 'Derrite la mantequilla en otra cazuela grande a fuego medio, agrega la harina y rehogar.', 'Añade lentamente, y sin dejar de remover, el caldo hasta que esté completamente incorporado.', 'Agrega la leche y mezcla bien y echa ahora la mezcla de verduras.', 'Deja que hierva unos minutos hasta que estén blandas y tritura con la batidora.', 'Salpimenta las vieiras y cocínalas a la plancha vuelta y vuelta.', 'Sirve la sopa en platos hondos o en cuencos, acompaña con las vieiras, un toque de pimienta negra y perejil fresco.'];sopas
