titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Ensalada de garbanzos, aguacate, tomate y huevo;https://images.hola.com/imagenes/cocina/recetas/20230313228102/ensalada-garbanzos-aguacate-tomate-huevo/1-219-232/ensalada-huevo-adobe-z.jpg;4 COMENSALES;20min;Fácil;['400 g de Garbanzos en conserva', '4 ud de Huevo', '2 ud de Aguacate', '1 unidad de Pimiento verde', '2 ud de Tomate', '4 ud de Tomates secos', '1 puñado de Pipas de calabaza', '1 puñado de Hojas variadas', '1 puñadito de Menta', 'Aceite de oliva virgen extra', 'Vinagre', 'Sal', 'Chile en polvo'];['Saca los garbanzos del bote, pasa por agua y escurre bien.', 'Pela el aguacate, quita el hueso y corta la pulpa en rodajas.', 'Lava, seca y corta los tomates frescos en gajos.', 'Pica en tiras los tomates secos y el pimiento verde.', 'Cocina a la plancha con un poco de aceite los huevos.', 'Monta la ensalada en cada plato poniendo en la base unas cuantas hojas verdes y unos pocos garbanzos.', 'Añade el aguacate, el pimiento verde, las hojas de menta y los dos tipos de tomate.', 'Aliña con un poco de sal, vinagre y aceite.', 'Incorpora el huevo en el centro y añade por encima una pizca de chile en polvo.'];ensaladas
Ensalada de gambas con mandarina;https://images.hola.com/imagenes/cocina/recetas/20230125225200/ensalada-gambas-mandarina/1-194-593/mandarina-gambas-adobe-z.jpg;4 COMENSALES;15min;Fácil;['200 g de Gambas', '3 ud de Mandarina', '1 unidad de Cebolla morada', '1 unidad de Tomate', 'Hojas de lechuga limpias', 'Sal', 'Aceite de oliva virgen extra', 'Pimienta negra'];"['Lava, seca, pela el tomate y córtalo en gajos.', 'Pela la cebolla morada y córtala en juliana.', ""Pela las mandarinas y corta los gajos de 2 de ellas 'a lo vivo', esto es sin dejar nada de la membrana."", 'Con la otra mandarina haz zumo y prepara una vinagreta con él, aceite de oliva virgen extra, sal y pimienta.', 'Pelas las gambas, deja las colas y cocínalas a la plancha con un poco de aceite, sal y pimienta.', 'Monta la ensalada con las hojas de lechuga que hayas elegido, el tomate, los gajos de mandarina, la cebolla morada y las gambas.', 'Adereza con la vinagreta.']";ensaladas
Ensalada 'arcoiris' de tomate con aceite de hierbas;https://images.hola.com/imagenes/cocina/recetas/20230116224629/ensalada-arcoiris-tomate-aceite-hierbas/1-190-254/ensalada-tomates-age-z.jpg;4 COMENSALES;20min;Fácil;['2 ud de Tomates rojo', '2 ud de Tomates kumato', '6 ud de Tomates cherry rojos', '6 ud de Tomates cherry amarillos', '2 ud de Tomates verdes', '50 g de Hierbas aromáticas frescas', '1 chorrito de Agua', '100 g de Aceite de oliva suave', '1 chorrito de Agua', '50 g de Hierbas aromáticas frescas', '1 unidad de Cebolleta', 'Sal', 'Flores comestibles', 'Hierbas frescas'];['Lava y seca todos los tomates.', 'Quítales el rabito y corta en láminas no muy gruesas.', 'Colócalos por tamaños y por colores en una bandeja.', 'Limpia la cebolleta, córtala en rodajas y añádela por encima de los tomates.', 'Tritura en la batidora el aceite con las hierbas, un chorrito de agua y sal.', 'Sirve la ensalada con brotes y flores y acompaña con el aceite dentro de un bol para que cada comensal se la aliñe al gusto.'];ensaladas
Ensalada de canónigos con pera y granada;https://images.hola.com/imagenes/cocina/recetas/20230109224234/ensalada-canonigos-pera/1-187-304/ensalada-pera-age-c.jpg;4 COMENSALES;20min;Fácil;['150 g de Canónigos', '2 Peras limoneras', '1 Granada', '12 Castañas', '0.5 Cebolla morada', '8 cs de Aceite de oliva virgen extra variedad Picual', '2 cs de Vinagre de Jerez', 'Sal gruesa', 'Pimienta negra y rosa'];['Asar las castañas (en sartén u horno). Pelar y reservar.', 'Extraer los granos a la granada retirando todas las pieles blancas y reservarlos.', 'Lavar y secar los canónigos.', 'Lavar las peras y cortarlas en láminas de 5 mm en sentido longitudinal.', 'Pelar y picar la cebolla.', 'Machacar en un mortero las pimientas y la sal.', 'Repartir en platos hondos los canónigos, las castañas, los granos de granada y las láminas de pera.', 'Espolvorear con el majado del mortero, rociar con aceite y vinagre y mezclar.'];ensaladas
Ensalada de quinoa con col, cebolleta, zanahoria y aliño de soja, limón y frutos secos;https://images.hola.com/imagenes/cocina/recetas/20230109224256/ensalada-quinoa-verduras-alino-soja-frutos-secos/1-187-427/ensalada-quinoa-age-z.jpg;4 COMENSALES;10min;Fácil;['4 vasitos de Quinoa cocida', '1 unidad de Pimiento rojo', '2 ud de Zanahoria', '0.5 unidad de Lombarda', '1 puñado de Frutos secos al gusto', '1 lata de Maíz', '1 unidad de Cebolleta', '1 puñado de Cilantro', '4 cs de Salsa de soja', '1 cucharada de Zumo de limón'];['Lava, seca y pica la lombarda y la cebolleta en tiras.', 'Lava, seca, quita el rabo y las semillas y corta el pimiento rojo en tiras.', 'Pela las zanahorias y con un rallador, rállalas en tiras finas.', 'Pica los frutos secos.', 'Mezcla en un bol la quinoa, la lombarda, el pimiento, la zanahoria, el maíz, la cebolleta y los frutos secos.', 'En un cuenco a parte, mezcla la salsa de soja y el zumo de limón. Lo puedes añadir o llevar en otro recipiente hermético.', 'Vuelca la ensalada en un táper o recipiente para llevar, tapa y conserva en la nevera un par de días como mucho.'];ensaladas
Tartaletas de ensalada de cangrejo con pepino;https://images.hola.com/imagenes/cocina/recetas/20221221223284/tartaletas-ensalada-cangrejo-pepino/1-180-872/ensalada-cangrejo-adobe-z.jpg;4 COMENSALES;15min;Fácil;['2 ud de Pepino', '8 ud de Tartaletas', '150 g de Carne de cangrejo', '1 rodaja de Piña', '1 trozo de Pimiento rojo', '4 cc de Mayonesa', 'Perejil fresco'];['Lava, seca y pela los pepinos con un pelador haciendo unas tiras de 2 cm de ancho.', 'Pica uno de los pepinos -el otro lo puedes reservar para otra elaboración- y la piña en daditos muy pequeños y echa todo en un cuenco.', 'Añade la carne de cangrejo y la mayonesa y mezcla bien.', 'Lava y seca el trozo de pimiento rojo y corta en forma de estrellitas pequeñas.', 'Rellena las tartaletas con la ensaladilla de cangrejo.', 'Pincha las tiras de pepino en un palillo dándoles forma de árbol y encima la estrellita de pimiento.', 'Clava en el centro de cada tartaleta y decora con perejil fresco.'];ensaladas
Verduras variadas con granada y salsa pesto con menta;https://images.hola.com/imagenes/cocina/recetas/20221207222394/verduras-con-granada-salsa-pesto-menta/1-174-702/verduras-age-z.jpg;4 COMENSALES;30min;Fácil;['250 g de Judías verdes', '200 g de Guisantes', '200 g de Espárragos trigueros', '1 unidad de Calabacín', '1 unidad de Granada', 'Salsa pesto', 'Aceite de oliva virgen extra', 'Menta'];['Pon 3 ollas con agua y sal en el fuego y espera a que hiervan.', 'Quita la parte de atrás de los espárragos trigueros.', 'Añade los guisantes en una de las ollas y deja hervir 4 minutos, sin son pequeños, y 6 si son de tamaño más grande.', 'Incorpora las judías verdes en otra de las ollas y deja cocer unos 8-10 minutos.', 'Echa los espárragos trigueros en la tercera olla y espera a que hiervan unos 8 minutos.', 'Pela la granada y extrae sus granos.', 'Tritura la salsa pesto con un poco de aceite y unas hojas de menta fresca.', 'Lava, seca y con un pelador corta el calabacín en tiras a lo largo. Cocínalas ligeramente con un pelín de aceite y sal en una sartén.', 'Mezcla los guisantes, las judías, los espárragos y las tiras de calabacín y añade la granada.', 'Agrega la salsa de pesto con menta y ya tienes el plato listo para disfrutar.'];ensaladas
Ensalada de escarola con granada y nueces;https://images.hola.com/imagenes/cocina/recetas/20221205222349/ensalada-escarola-granada-nueces/1-174-313/ensalada-escarola-adobe-z.jpg;4 COMENSALES;15min;Fácil;['1 unidad de Escarola', '2 ud de Granada', '1 puñado de Nueces', '1 puñado de Menta fresca', 'Sal en escamas', 'Vinagre', 'Aceite de oliva virgen extra', 'Pétalos de rosas frescas'];['Lava, separa las hojas de la escarola y trocéalas.', 'Pela las granadas y saca todos los granos sin dejar ninguna piel amarilla.', 'Echa en una ensaladera la escarola, la granada, las nueces y los pétalos de rosa.', 'Adereza con sal, vinagre y aceite de oliva virgen extra.', 'Sirve esta ensalada en los platos como entrante o como guarnición.'];ensaladas
Ensalada navideña con remolacha, frutas y queso;https://images.hola.com/imagenes/cocina/recetas/20221204222263/ensalada-navidena-remolacha-frutas-queso/1-173-753/ensalada-navidad-adobe-z.jpg;4 COMENSALES;15min;Fácil;['1 bolsa de Mezcla de lechugas', '2 ud de Zanahoria', '2 ud de Remolacha en conserva', '1 unidad de Naranja', '1 unidad de Granada', '1 unidad de Manzana roja', '1 puñado de Nueces pecanas', '6 lonchas de Queso', '5 cs de Aceite de oliva virgen extra', '1 cucharada de Vinagre', '1 pizca de Sal', '1 cucharada de Miel'];['Pela y desgrana la granada sin dejar ninguna piel amarilla.', 'Pela la naranja y corta en rodajas sin nada de piel.', 'Lava, seca, descorazona la manzana y corta en cuartos y luego en láminas.', 'Pela las zanahorias y corta en rodajas finas.', 'Con un molde en forma de estrella, corta el queso y la remolacha.', 'Trocea ligeramente las nueces e incorpora todos los ingredientes en un bol.', 'Sirve en los platos y acompaña con la vinagreta dentro de un cuenco (aceite, vinagre, miel y sal).'];ensaladas
Vasito de ensalada con jamón de Teruel crocante;https://images.hola.com/imagenes/cocina/recetas/20221129221930/vasito-ensalada-jamon-teruel/1-171-483/ensal-teruel-age-c.jpg;4 COMENSALES;30min;Fácil;['1 Tomate de 200 gramos', '1 Pimiento verde', '1 Cebolla', '100 g de Jamón de Teruel', '2 Huevos', '1 cc de Pimentón de la Vera', '6 cs de Aceite de oliva virgen extra', '2 cs de Vinagre de Jerez', 'Sal', 'Pimienta'];['Precalentar el horno a 180º.', 'Disponer las lonchas de jamón en una bandeja forrada con papel sulfurizado.', 'Cubrir con otra hoja de papel, colocar un peso encima (otra bandeja, por ejemplo) y meter en el horno 15 min a 180º.', 'Retirar del horno y dejar enfriar del todo.', 'Cocer los huevos 11 minutos en agua salada. Pelarlos, cortarlos por la mitad, reservar las claras para otra preparación y desmenuzar las yemas.', 'Pelar la cebolla y cortarla en juliana.', 'Retirar el tallo y las semillas al pimiento y cortarlo en tiras.', 'Lavar el tomate y cortarlo en trozos pequeños.', 'Poner en una ensaladera el tomate troceado, las tiras de pimiento, la yema de huevo desmenuzada y la juliana de cebolla.', 'Salpimentar, rociar con el aceite y el vinagre, mezclar y reservar.', 'Repartir la ensalada en vasitos, decorar con el crujiente de jamón y espolvorear pimentón.'];ensaladas
