titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Pollo cremoso con espinacas;https://images.hola.com/imagenes/cocina/recetas/20230313228086/pollo-cremoso-espinacas/1-219-124/pollo-cremoso-c.jpg;2 COMENSALES;40min;Fácil;['2 Pechuga de pollo limpias', '1 Cebolla', '3 cs de Queso rallado', '200 g de Espinacas', '150 ml de Leche evaporada o nata ligera para cocinar', '150 ml de Agua', '1 pizca de Pimienta negra molida', 'Aceite de oliva virgen extra', '2 Tomates secos', 'Sal al gusto'];['Lava las espinacas, córtalas en tiras y resérvalas.', 'En una sartén pon un chorrito de aceite de oliva. Cuando esté caliente añade la cebolla picada y sofríela apenas un par de minutos. Coloca el pollo en la sartén y, a fuego medio, ve dorándolo. Cocina unos 8-10 minutos. Luego retíralo de la sartén y reserva.', 'En esa misma sartén (sin limpiar, con su aceite) vierte la nata líquida, el queso rallado y el agua. Revuelve todo. Añade las espinacas, verás que poco a poco van reduciendo su volumen. Puedes añadir una pizca de sal a la salsa.', 'Tras unos 3 o 4 minutos, vuelve a meter el pollo en la sartén y deja que se cocine en la salsa durante 20 minutos a fuego suave.', 'Añade también los tomates secos bien picados.', 'Comprueba que la salsa tenga el espesor que te gusta. En caso de que sientas que queda demasiado espesa, puedes ir añadiendo un poco más de agua. Cuando transcurran los 20 minutos, apaga el fuego y sirve.'];pollo
'Tajine' de pollo;https://images.hola.com/imagenes/cocina/recetas/20230201225644/tajine-pollo-microondas/1-198-175/tajine-pollo-tarro-c.jpg;4 PORCIONES;20min;Fácil;['2 Pechugas de pollo', '1 Cebolla', '160 g de Aceitunas negras', '1 Limón confitado grande o dos pequeños', '200 g de Pasta para sopas', '0.5 cucharadita de Comino molido', '0.5 cucharadita de Jengibre molido', '0.5 cucharadita de Cúrcuma molida', '1 Limón', '400 ml de Agua', '200 g de Garbanzos en conserva', '4 Tarros herméticos para microondas de 500ml'];['Pelar la cebolla y cortarla en finas láminas.', 'Trocear las pechugas de pollo en dados y mezclarlos con las especias, la ralladura y el zumo de limón, el confitado cortado en dados, la cebolla, los garbanzos y las aceitunas. Reservar.', 'Repartir 50 gramos de pasta. Un cuarto de la preparación anterior y 100 ml de agua en cada tarro.', 'Limpiar bien los bordes y cerrarlos con las grapas.', 'Cocer cada tarro 6 minutos a 750 W (potencia estimada)'];pollo
Wok de pollo 'thai';https://images.hola.com/imagenes/cocina/recetas/20230116224671/wok-pollo-thai/1-190-736/wok-pollo-age-c.jpg;4 COMENSALES;30min;Fácil;['500 g de Pechuga de pollo', '3 dientes de Ajo', '1 Pimiento rojo', '1 Pimiento amarillo', '150 g de Tirabeques', '2 Chiles rojos', '4 hojas de Lima', '0.5 cucharadita de Jengibre molido', '2 cs de Salsa de soja baja en sodio', '2 cs de Aceite de sésamo', 'Sal', 'Pimienta', 'Brotes de guisante para decorar', 'Arroz jazmín para acompañar'];['Pelar y cortar en láminas los ajos.', 'Retirar los tallos a los pimientos, lavarlos y cortarlos en aros.', 'Lavar los tirabeques.', 'Cortar el pollo en dados de 2,5 cm de lado, salpimentarlos, dorarlos en un wok con el aceite y reservarlos aparte.', 'En el mismo aceite dorar 4 min el ajo, los tirabeques, los chiles y los aros de pimiento.', 'Incorporar los dados de pollo con las hojas de lima y la salsa de soja, espolvorear el jengibre y saltear 2 minutos más.', 'Agregar los brotes de guisante y retirar del fuego.', 'Servir los trozos de pollo en los platos con las verduras y acompañar con arroz jazmín.'];pollo
Brochetas de pollo con salteado de verduras;https://images.hola.com/imagenes/cocina/recetas/20230109224250/brochetas-pollo-salteado-verduras/1-187-382/pollo-verduras-age-z.jpg;4 COMENSALES;40min;Fácil;['2 ud de Pechuga de pollo', '2 ud de Cebolla morada', '2 ud de Patata', '2 ud de Zanahoria', '1 unidad de Tomate', '1 unidad de Calabacín', 'Albahaca', 'Semillas de sésamo blanco', 'Salsa de soja', 'Pimentón', 'Chile en polvo', 'Zumo de lima', 'Aceite de oliva', 'Sal'];"['Corta la pechuga de pollo en dados y marina con salsa de soja, copos de chile, zumo de lima y pimentón.', ""Pela la cebolla morada; una la cortas en juliana y la otra en 'brunoise' -daditos pequeños-."", 'Lava, seca y corta en daditos tanto el calabacín como el tomate.', 'Pela las zanahorias y las patatas, corta en cuadraditos y ponlas a cocer 15 minutos en una olla al fuego con agua hirviendo y sal.', 'Echa aceite en una sartén y rehoga la cebolla cortada en daditos y el calabacín durante unos 4-5 minutos.', 'Salpimenta y añade la zanahoria, la patata y el tomate y rehoga unos minutos más.', 'Pica la albahaca y añádela a las verduras.', 'Ensarta en unos palos de brocheta los dados de pollo escurridos y la cebolla cortada en juliana.', 'Cocina el pollo a la plancha o a la brasa por ambos lados y al final añade unas semillas de sésamo.', ""Cuando esté todo frío, mete en una tartera o en una 'bento box' las verduras y las brochetas, tapa y conserva en la nevera hasta que lo vayas a comer. Se recomienda darle unos minutos de micro antes.""]";pollo
Paté de higaditos de pollo con confitura de tomate;https://images.hola.com/imagenes/cocina/recetas/20221205222327/pate-higaditos-pollo-confitura-tomate/1-174-148/foie-adobe-z.jpg;6 COMENSALES;15min;Fácil;['400 g de Higaditos de pollo bien limpios', '1 unidad de Cebolleta', '100 g de Mantequilla', '4 cs de Nata para cocinar', '2 cs de Brandy', '1 pizca de Clavo en polvo', '1 pizca de Pimienta negra', '1 pizca de Sal', 'Pan', 'Confitura de tomate'];['Lava bien, quita los extremos y pica finita la cebolleta.', 'Echa un poco de mantequilla en una sartén y pocha lentamente la cebolleta.', 'Cuando esté transparente, incorpora los higaditos de pollo, salpimenta y agrega el clavo, la sal y la pimienta.', 'Cocina pero deja el interior rosado.', 'Tritura todo junto a la nata, el brandy y el resto de mantequilla hasta obtener una textura cremosa.', 'Sirve el paté sobre unas tostas de pan tostado y encima pon un poco de confitura de tomate.'];pollo
'Coq au vin' con vegetales;https://images.hola.com/imagenes/cocina/recetas/20221107220447/coq-au-vin-con-vegetales/1-161-227/picanton-horno-adobe-c.jpg;4 PORCIONES;1h 30min;Fácil;['2 ud de Picantón', '1 vaso de Vino tinto', '1 unidad de Cebolla', '3 ud de Zanahoria', '2 ud de Patata', '1 unidad de Cebolla', '2 dientes de Ajo', '1 vaso de Caldo de ave', 'Romero', 'Sal', 'Pimienta', 'Aceite de oliva virgen'];['Pelamos y troceamos la patata, la zanahoria, el ajo y la cebolla.', 'Echamos aceite en una cazuela grande y doramos los picantones previamente salpimentados.', 'Agregamos la patata, la zanahoria, el ajo y la cebolla.', 'Incorporamos el vino tinto y esperamos a que reduzca.', 'Echamos el caldo y cuando hierva, ponemos el romero, sal y pimienta.', 'Pasamos todo a una fuente horno y lo metemos a 180 grados durante unos 60 minutos.', 'Sacamos con cuidado de no quemarnos y ya los tenemos listos para llevar a la mesa ¡y disfrutarlos!'];pollo
Muslitos de picantón al chilindrón;https://images.hola.com/imagenes/cocina/recetas/20221107220440/muslitos-picanton-chilindron/1-161-193/muslitos-age-c.jpg;4 COMENSALES;55min;Fácil;['12 ud de Muslos de pollo picantón', '1 unidad de Cebolla', '1 unidad de Pimiento rojo', '3 ud de Tomates maduros', '3 dientes de Ajo', '1 vasito de Vino blanco', 'Aceite de oliva virgen extra', 'Sal', 'Pimienta', 'Perejil fresco'];['Pelamos la cebolla, los tomates y los ajos y los picamos.', 'Lavamos, secamos y picamos los pimientos.', 'Salpimentamos los muslitos de pollo y los doramos con aceite en una cazuela al fuego. Retiramos y reservamos.', 'Pochamos la cebolla y el ajo con cuidado de que no se queme.', 'Echamos el pimiento rojo y seguimos pochando para añadir el tomate y cocinar a fuego suave durante unos 8-10 minutos.', 'Agregamos el vino blanco y los muslos de picantón y dejamos que se cocine todo junto a fuego bajo durante unos 8-10 minutos más removiendo de vez en cuando para que no se pegue. Incluso, puedes poner un poco de agua.', 'Servimos con perejil fresco picado.'];pollo
'Massaman curry' de pollo;https://images.hola.com/imagenes/cocina/recetas/20221025219743/massaman-curry-pollo/1-156-478/massaman-curry-adobe-z.jpg;4 COMENSALES;50min;Fácil;['500 g de Pollo troceado', '1 unidad de Patata', '2 ud de Zanahoria', '1 unidad de Cebolla morada', '2 dientes de Ajo', '500 ml de Leche de coco', '200 ml de Caldo de pollo', '3 cs de Salsa de tamarindo', '1 cucharada de Pasta de curry rojo', '4 cs de Cacahuetes tostados', '1 cucharada de Azúcar de palma', '3 cs de Salsa de pescado', '1 pizca de Canela molida', '1 pizca de Cardamomo', '2 ud de Anís estrellado', '1 trozo de Chile', '1 pizca de Comino molido', '1 pizca de Cúrcuma', '1 pizca de Nuez moscada fresco', '1 pizca de Sal', '1 pizca de Pimienta negra', 'Aceite de oliva', 'Cilantro fresco', 'Lima'];['Lava, seca y pon la patata a cocer 20 minutos. Escurre, pela y trocea. Reserva.', 'Pela y pica las zanahorias, la cebolla y el ajo. Pica el chile.', 'Salpimenta los trozos de pollo, dora en una cazuela con aceite,retira y reserva.', 'Rehoga en la cazuela la pasta de curry para que suelte su aroma.', 'Agrega y pocha el ajo, la cebolla y la zanahoria con el chile.', 'Añade el pollo y la leche de coco y hierve a fuego lento durante unos minutos.', 'Incorpora la salsa de pescado, la salsa de tamarindo, todas las especias, el azúcar y sal y remueve muy bien.', 'Cocina a fuego medio durante unos 15-20 minutos.', 'Pela, trocea y añade la patata cocida, los cacahuetes tostados, un poco de cilantro fresco y unas rodajas de lima.'];pollo
Boniato relleno de pollo y queso con verduras;https://images.hola.com/imagenes/cocina/recetas/20221020219390/recetas-otono-boniato/1-154-179/boniatos-pollo-age-c.jpg;4 COMENSALES;1h 0min;Fácil;['4 Boniatos grandes', '300 g de Pechuga de pollo', '100 g de Judías verdes redondas', '0.5 Calabacín', '1 Pimiento amarillo', '0.5 Pimiento rojo', '100 g de Queso feta', '1 cucharada de Perejil picado', '2 cs de Aceite de oliva', 'Sal', 'Pimienta', 'Palomitas al gusto', 'Hojas de perejil para decorar'];['Precalentar el horno a 180º.', 'Lavar los boniatos con su piel, pincharlos varias veces con un tenedor, colocarlos en una fuente refractaria y asarlos en el horno 40 minutos a 180º.', 'Hacer a cada una un corte profundo sin separarlas en 2 del todo y hornearlas 5 min más.', 'Cortar en dados la pechuga de pollo y saltearlos 5 minutos a fuego vivo en una sartén con el aceite. Retirar de la sartén y reservar en una ensaladera.', 'Desmenuzar el queso feta. Retirar el tallo y las semillas a los pimientos y cortarlos en daditos. Desechar las puntas de las judías verdes y trocearlas.', 'Quitar las puntas al calabacín y cortarlo en daditos.', 'Cocer las judías y los daditos de calabacín y pimiento en una cazuela con agua salada durante 5 minutos.', 'Escurrir, añadir a la ensaladera del pollo con el queso feta desmenuzado y el perejil picado, salpimentar y mezclar.', 'Rellenar las boniatos con el contenido de la ensaladera, agregar unas palomitas (hechas previamente en microondas o sartén) y decorar con unas hojas de perejil.'];pollo
Pollo especiado con salsa peri peri y patatas gajo;https://images.hola.com/imagenes/cocina/recetas/20221003218286/pollo-especiado-con-salsa-peri-peri-y-patatas-gajo/1-146-263/pollo-especiado-con-salsa-peri-peri-y-patatas-gajo-c.jpg;4 COMENSALES;1h 0min;Fácil;['8 Contramuslos de pollo', '2 Dientes de ajo', '1 Pimiento rojo italiano', '1 Chile rojo', '2 Limones', 'Sal', 'Pimienta negra', '1 cucharada de Vinagre de vino blanco', 'Pimentón picante', '125 ml de Aceite de oliva', '3 Patatas hermosas', 'Sal', 'Pimienta negra', '1 pizca de Pimentón dulce', 'Ajo en polvo', 'Cebolla en polvo', 'Hierbas provenzales', 'Aceite de oliva virgen extra'];['Para hacer este pollo especiado con salsa peri peri y patatas gajo, comenzaremos con protagonista del plato, que es la salsa. Para ello, lavamos el pimiento rojo italiano, le retiramos el tallo y las semillas y partimos en trozos grandes su carne. Partimos en trozos también el chile. Si quieres que la receta no sea tan picante, desecha las semillas. Pela los ajos y pártelos en dos o tres trozos.', 'Pon el pimiento, el chile y el ajo troceados en el vaso de la batidora. Exprime los limones con cuidado de que no caigan pepitas y añade el zumo al vaso de la batidora.', 'Comienza a triturar y, cuando ya esté reducido a un puré, añade sal, el vinagre de vino blanco, el pimentón y el aceite de oliva. Sigue triturando para que se mezcle todo bien.', 'Salpimienta los contramuslos de pollo colócalos en una bandeja apta para el horno. Píntalos con la salsa por todos los lados e introduce en el horno, que ya debe estar precalentado a 200°C.', 'Cocina el pollo durante 45 minutos más o menos. A media cocción, saca el pollo y vuelve a pintar con un poco más de salsa.', 'Vamos ahora a preparar las patatas gajo. Lávalas bien y, sin pelar, pártelas en gajos.', 'Coloca en un bol el ajo y la cebolla en polvo, las hierbas provenzales, el pimentón dulce y riega con aceite de oliva. Añade sal y pimienta negra e introduce las patatas. Muévelas bien para que queden todas impregnadas.', 'Ponlas en una fuente de horno y métela también junto al pollo. Cocina durante 25 o 30 minutos.', 'Sirve el pollo peri peri junto con las patatas gajo y sirve la salsa que haya sobrado en un bol o salsera aparte.'];pollo
