titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Crema ligera de acelgas;https://images.hola.com/imagenes/cocina/recetas/20230113224549/crema-ligera-de-acelgas/1-189-554/crema-adobe-z.jpg;;25min;Fácil;['1 kilogramo de Acelgas', '2 ud de Cebolla', '1 litro de Caldo de verduras', '0.5 vaso de Bebida vegetal', 'Sal', 'Aceite de oliva virgen extra', 'Pimienta blanca', 'Pan'];['Precalienta el horno a 200 grados.', 'Corta las rebanadas de pan en dados no muy pequeños.', 'Colócalos en una bandeja de horno con papel y hornea entre 5 y 10 minutos según veas que se van dorando.', 'Pela y pica la cebolla en trozos medianos.', 'Lava bien las acelgas y trocéalas.', 'Echa un pelín de aceite en una cazuela y rehoga unos minutos la cebolla y las acelgas. Salpimenta.', 'Echa el caldo de verduras y la bebida vegetal y tapa.', 'Cuece por espacio de 15 minutos.', 'Tritura con una batidora y sirve en platos hondos.', 'Acompaña la crema con los daditos de pan horneados.'];cremas
Vasitos con crema de pimiento rojo;https://images.hola.com/imagenes/cocina/recetas/20221226223583/vasitos-crema-pimiento-rojo/1-182-752/cremita-pimto-age-z.jpg;4 COMENSALES;40min;Fácil;['300 g de Pimiento rojo morrón en conserva', '1 unidad de Cebolla', '1 unidad de Patata', '1 litro de Caldo de verduras', '2 dientes de Ajo', 'Sal', 'Pimienta negra', 'Aceite de oliva', 'Cebollino'];['Pela la patata y la cebolla y trocéalas.', 'Pela los dientes de ajo y pícalos.', 'Echa aceite en una olla y rehoga la patata, la cebolla y el ajo durante unos minutos.', 'Quita las semillas de los pimientos, trocea e incorpora a la olla para rehogar algunos minutos más.', 'Cubre con el caldo de verduras y deja cocer unos 25 minutos.', 'Tritura con la batidora hasta que te quede una crema completamente lisa.', 'Sirve la crema de pimiento en unos vasitos y decora con cebollino picado.'];cremas
Crema de coliflor con 'foie', caviar y jamón;https://images.hola.com/imagenes/cocina/recetas/20221220223203/crema-coliflor-con-foie-caviar-jamon/1-180-368/coliflor-foie-age-z.jpg;4 COMENSALES;40min;Fácil;['1 unidad de Coliflor', '1 unidad de Patata', '1 unidad de Cebolla', '1 litro de Agua', 'Aceite de oliva', 'Sal', 'Pimienta negra', 'Foie micuit en dados', '4 lonchas de Jamón ibérico', '4 cc de Caviar', 'Sal en escamas'];"['Quitar el tallo de la coliflor y separar en arbolitos.', 'Pelar y trocear la patata y la cebolla.', 'Calentar un chorro de aceite de oliva en una  cazuela y pochar la cebolla, la patata y la colifor con sal y pimienta, removiendo constantemente durante 5-7 minutos hasta que se cocinen un poco.', 'Incorporar el litro de agua y cocer durante unos 25-30 minutos.', 'Triturar hasta que nos quede una crema muy fina. Colar si la queremos aún más fina todavía.', 'Pasar las lonchas de jamón vuelta y vuelta por una sartén.', ""Servir la crema de coliflor y acompañar con el 'micuit' de 'foie', el jamón y el caviar."", 'Echar unas escamas de sal y un poco de pimienta recién molida.']";cremas
Crema de espárragos trigueros con salmón;https://images.hola.com/imagenes/cocina/recetas/20221220223200/crema-esparragos-trigueros-con-salmon/1-180-355/esparragos-salmon-age-z.jpg;4 COMENSALES;40min;Fácil;['350 g de Espárragos trigueros', '1 unidad de Cebolla', '2 ud de Patata', '150 g de Salmón ahumado en taquitos', '300 g de Agua', '200 g de Leche', 'Sal', 'Pimienta blanca'];['Pela y trocea la cebolla y las patatas.', 'Elimina la parte más dura de los espárragos y trocea el resto.', 'Echa los espárragos en el vaso de la thermomix y añade 30 gramos de aceite. Programa 3 minutos, temperatura varoma, giro a la izquierda, velocidad cuchara. Saca y reserva.', 'Agrega la patata y la cebolla y programa 3 segundos, velocidad 5 y, a continuación, 3 minutos, temperatura varoma, velocidad 1.', 'Incorpora 400 gramos de agua y 200 de leche. Programa 25 minutos, 90º, velocidad cuchara.', 'Añade sal y pimienta y tritura todo en velocidad progresiva 5-9 durante 50 segundos.', 'Saca la crema y sirve directamente o deja enfriar.', 'Echa los taquitos de salmón ahumado.'];cremas
Crema de marisco con salmón, bacalao y gambas;https://images.hola.com/imagenes/cocina/recetas/20221215222869/crema-marisco-salmon-gambas-bacalao/1-177-910/crema-gambas-adobe-z.jpg;4 COMENSALES;35min;Fácil;['300 g de Gambas', '200 g de Salmón fresco cortado en daditos', '200 g de Bacalao fresco cortado en daditos', '1 unidad de Puerro', '1 unidad de Cebolleta', '3 cs de Tomate frito', '1 chorrito de Brandy', 'Agua', 'Sal', 'Pimienta negra', 'Aceite de oliva virgen extra'];['Pela las gambas y reserva los cuerpos. Pica el puerro y la cebolleta.', 'Echa aceite en una cazuela y rehoga las cabezas y las cáscaras de las gambas.', 'Añade el brandy y flambea para que se evapore el alcohol.', 'Incorpora el puerro y la cebolleta, salpimenta y pocha hasta que estén blanditos. Echa el tomate y cocina unos minutos más.', 'Cubre con agua y deja hervir unos 15 minutos.', 'Tritura con la batidora y pasa por el chino. Prueba de sal y pimienta y rectifica si hiciera falta.', 'Cocina las gambas a la plancha con un pelín de aceite.', 'Sirve la crema con los daditos de salmón y de bacalao y añade las gambas pinchadas en un palito.', 'Termina con un toque de pimienta recién molida.'];cremas
Puré de apionabo con manzana verde y avellanas;https://images.hola.com/imagenes/cocina/recetas/20221207222406/pure-apionabo-manzana-verde-avellanas/1-174-785/celeriac-age-z.jpg;4 COMENSALES;40min;Fácil;['0.5 kilogramo de Apionabo', '1 unidad de Patata', '1 litro de Agua', '1 unidad de Manzana verde ácida', '1 unidad de Cebolleta', '1 puñado de Avellanas tostadas', 'Aceite de oliva virgen extra', 'Sal', 'Pimienta negra'];['Pela y limpia la patata y el apionabo y trocea los dos en dados.', 'Limpia la cebolleta y pícala.', 'Pon una olla al fuego, añade un poco de aceite y rehoga unos minutos la patata, el apionabo y la cebolleta. Salpimenta.', 'Cubre con agua o caldo de verduras y deja que cueza durante unos 20-25 minutos.', 'Lava, seca y corta la manzana en daditos.', 'Tritura las verduras hasta obtener una textura fina pero no muy líquida si lo que buscas es poner este plato como guarnición.', 'Sirve el puré con la manzana, las avellanas tostadas y unos toques de pimienta negra recién molida.'];cremas
'Vichysoisse' navideña con puerro y calabacín;https://images.hola.com/imagenes/cocina/recetas/20221202222198/vichysoisse-navidad-puerro-calabacin/1-173-245/vichi-adobe-z.jpg;4 COMENSALES;50min;Fácil;['4 ud de Puerro', '2 ud de Calabacín', '3 ud de Patata', '1 litro de Caldo de verduras', '200 ml de Nata para cocinar', 'Aceite de oliva virgen extra', 'Sal', 'Pimienta', 'Pan de molde', 'Cebollino'];"['Quita la parte delantera y trasera de los puerros  y la primera capa y trocea el resto.', 'Pela los calabacines y las patatas y trocea también.', 'Echa un poco de aceite en una cazuela y rehoga el puerro, la patata y el calabacín. Salpimenta.', 'Incorpora el caldo de verduras y cuece durante unos 30 minutos.', 'Tritura, cuela, añade la nata y mezcla todo bien.', 'Tuesta las rebanadas de pan de molde y córtalas con un molde de forma de estrella.', ""Sirve la 'vichysoisse' y decora con las estrellas y unos atadillos de cebollino.""]";cremas
Crema de romanesco con pistacho y rúcula;https://images.hola.com/imagenes/cocina/recetas/20221107220508/crema-romanesco-pistacho/1-161-728/crema-romanescu-c.jpg;4 PORCIONES;30min;Fácil;['1 Romanesco (1,5 kg aprox)', '145 g de Mantequilla', '40 g de Aceite de oliva virgen extra (variedad Arbequina)', '400 g de Leche fresca', '300 g de Rúcula', '80 g de Pistachos frescos', '40 g de Aceite de oliva virgen extra (variedad Picual)', 'Pimienta negra molida', 'Sal'];['En una cacerola, hervir 3 l de agua con 30 g de sal.', 'Cuando alcance el punto de ebullición, añadir los florones troceados de romanesco.', 'Cocer todo a fuego medio durante 13-15 minutos, dependiendo del tamaño de los florones, hasta que estén tiernos.', 'Escurrirlos y desechar el agua de cocción.', 'Poner el romanesco cocido en un robot de cocina o vaso triturador.', 'Añadir la leche, la mantequilla, el AOVE Arbequina y los pistachos.', 'Triturar todo a velocidad máxima durante al menos 10 minutos. Es importante respetar el tiempo de triturado para obtener una crema superfina con mucho aire. Rectificar de sal.', 'Triturar otro par de minutos.', 'Servir en un cuenco o plato sopero.', 'Regar con un chorrito de AOVE, con pistachos y con pimienta negra recién molida.', 'Acompañar de unas hojas de rúcula frescas aliñadas con sal en escamas y con AOVE picual. Esta crema se puede tomar fría, caliente o tibia.'];cremas
Crema de calabaza y calabacín con palomitas al pimentón;https://images.hola.com/imagenes/cocina/recetas/20221014219049/crema-calabaza-calabacin-palomitas-pimenton/1-151-955/palomitas-age-c.jpg;4 COMENSALES;40min;Fácil;['500 g de Calabaza', '1 unidad de Cebolla', '1 unidad de Calabacín', '75 g de Palomitas', '1 litro de Caldo de verduras', 'Pimentón', 'Sal', 'Aceite de oliva virgen extra', 'Pimienta', 'Perejil fresco'];['Pela, quita las semillas y trocea la calabaza.', 'Pela el calabacín y la cebolla y trocéalos también.', 'Echa un poco de aceite en una cazuela, pon al fuego y rehoga unos minutos la calabaza, la cebolla y el calabacín.', 'Salpimenta e incorpora el caldo de verduras, tapa y deja cocer durante unos 25 minutos o hasta que veas que todos los vegetales están blandos.', 'Haz las palomitas si están sin hacer y espolvorea por encima un poco de sal y de pimentón.', 'Tritura bien las verduras con el caldo y sirve la crema en cuencos o en platos hondos.', 'Incorpora las palomitas y un poco de perejil muy picadito.'];cremas
Crema de brócoli con cebolla frita y bresaola;https://images.hola.com/imagenes/cocina/recetas/20220607211281/crema-brocoli-cebolla-frita-bresaola/1-98-383/brocoli-bresaola-adobe-z.jpg;4 COMENSALES;35min;Fácil;['300 g de Brócoli', '2 ud de Patata', '2 ud de Puerro', '1 litro de Caldo de verduras', '4 cs de Cebolla frita', '4 lonchas de Bresaola', '1 chorrito de Nata para cocinar', 'Pimienta blanca', 'Aceite de oliva virgen extra', 'Perejil rizado', 'Sal'];['Pelamos las patatas y las cortamos en trozos.', 'Quitamos los extremos de los puerros y la primera capa y los picamos en rodajas.', 'Separamos los ramitos del brócoli.', 'En una cazuela echamos un poco de aceite y rehogamos ligeramente la patata y el puerro.', 'Añadimos el brócoli, una pizca de sal y otra de pimienta y cubrimos con el caldo.', 'Dejamos cocer hasta que todo esté blandito -unos 20/25 minutos-.', 'Retiramos del fuego, trituramos y colamos el resultado.', 'Servimos la crema con un poco de nata, cebolla crujiente, la bresaola y perejil rizado.'];cremas
