titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Brochetas de almejas a la plancha;https://images.hola.com/imagenes/cocina/recetas/20200708171730/brochetas-almejas-parrilla/0-845-154/brochetas-almenjas-barbacoa-c.jpg;4 COMENSALES;35min;Fácil;['1 Kg de Almejas japonesas', '1 cucharadita de Cebollino fresco picado', '1 cucharadita de Cilantro fresco picado', '1 pizca de Sal', '2 cc de Zumo de limón', 'Aceite de oliva virgen extra'];['Ponemos las almejas a remojo en agua y unas gotas de vinagre durante 10 minutos. Las lavamos bien y dejamos que escurran.', 'Calentamos en una olla grande un poco de aceite de oliva. Agregamos las almejas y las cocinamos hasta que estén abiertas. Retiramos y dejamos que se enfríen.', 'Ensartamos las almejas y rociamos con aceite de oliva. Las cocinamos en la barbacoa o parrilla apenas un par de minutos por cada lado.', 'Rociamos con el zumo de limón y espolvoreamos el cilantro y el cebollino fresco picado.'];mariscos
Brochetas de gambas y verduras;https://images.hola.com/imagenes/cocina/recetas/20200708171728/brochetas-gambas-verduras/0-845-151/brochetas-gambas-verduras-c.jpg;4 PORCIONES;35min;Fácil;['16 ud de Gambas peladas', '1 unidad de Calabacín', '0.5 unidad de Pimiento rojo', '0.5 unidad de Pimiento amarillo', '1 unidad de Limón', 'Sal', 'Aceite de oliva virgen extra'];['Lavamos bien los calabacines, los despuntamos y cortamos en finas láminas que, a su vez, irán cortadas por la mitad. Lavamos y pelamos en pequeños cuadrados nuestro pimiento rojo y amarillo.', 'Pelamos las gambas, sin retirar los extremos.', 'Montamos las brochetas alternando las gambas con tres rodajas de verduras hasta completarlas.', 'Rociamos las brochetas en agua para que no se nos quemen en la parrilla. Echamos un poco de sal y rociamos con un poco de aceite de oliva.', 'Asamos las brochetas a la barbacoa o en una parrilla, un par de minutos por cada lado. Al servir, rociamos con el zumo de un limón o las acompañamos de ese mismo limón cortado en rodajas.'];mariscos
Calamares a la romana;https://images.hola.com/imagenes/cocina/recetas/20200707171660/calamares-a-la-romana/0-844-745/calamares-romana-age-z.jpg;4 COMENSALES;15min;Fácil;['2 ud de Calamares', '150 g de Harina de trigo', '1 cucharadita de Levadura en polvo', '1 unidad de Huevo', 'Agua', 'Sal', 'Aceite de oliva'];['Limpia bien los calamares, seca con papel de cocina y corta en anillas.', 'Batimos el huevo en un bol y agregamos la levadura, la harina y un poco de sal. Mezclamos bien con una varilla para obtener una pasta sin grumos ni muy espesa ni muy líquida.', 'Calentamos abundante aceite en una sartén.', 'Pasamos las anillas de calamar por nuestra pasta y doramos en el aceite.', 'Sacamos sobre papel absorbente y servimos con unas rodajas de limón nuestros calamares a la romana.'];mariscos
Gambones con soja y miel;https://images.hola.com/imagenes/cocina/recetas/20200707171631/gambones-soja-miel-arroz/0-844-557/gambones-soja-miel-c.jpg;4 COMENSALES;45min;Fácil;['200 g de Arroz basmati', '250 g de Gambones', 'Miel', 'Salsa de soja', '240 g de Arroz basmati', '100 g de Espinacas', '2 ud de Pepinos', 'Aceite de girasol', 'Algas para decorar', '1 unidad de Aguacate', '4 ud de Rabanitos', 'Semillas de sésamo', 'Zumo de limón'];['Cocer el arroz en un litro de agua hirviendo. Escurrir y reservar.', 'Pelar los gambones y extraer la tripa central. Enjuagar y secar.', 'En un recipiente poner cuatro cucharadas de salsa de soja, cuatro de miel y remover.', 'Añadir los gambones y macerar durante 10 minutos.', 'Añadir dos cucharadas de aceite en una sartén antiadherente y saltear los gambones a fuego alto.', 'Lavar las espinacas y saltear también.', 'Presentar una porción de arroz en un plato.', 'Añadir los gambones encima del arroz, las espinacas y los demás ingredientes troceados al gusto.', 'Decorar con un trocito de alga marina, semillas de sésamo y ¡listo para servir!', 'También puedes aderezar el plato con zumo de limón.'];mariscos
Salmorejo ligero con gamba roja;https://images.hola.com/imagenes/cocina/recetas/20200623170799/salmorejo-gamba-roja/0-839-685/salmorejo-gamba-roja-z.jpg;4 COMENSALES;25min;Fácil;['1 kilogramo de Tomates', '1 unidad de Pimiento rojo asado', '1 vaso de Aceite de oliva virgen extra', '1 diente de Ajo', '1 chorrito de Vinagre de vino blanco', '1 vaso de Agua', '8 ud de Gambas rojas', 'Sal', 'Pimienta blanca', 'Pimiento en tiras para decorar', 'Cebollino'];['Pela los tomates, pícalos y échalos en el vaso de la batidora o licuadora.', 'Añade el pimiento asado sin rabo, piel ni pepitas.', 'Agrega el agua, el aceite de oliva, el vinagre y sal y tritura bien.', 'Puedes colar para que quede una textura muy fina y meter en la nevera a enfriar un par de horas.', 'Pela las gambas dejando la cola y cocínalas a la plancha con una gota de aceite, sal y pimienta.', 'Sirve en salmorejo ligero en cuencos o platos hondos y acompaña con las gambas rojas y unas tiras de pimiento (crudo o asado).', 'Decora con unas ramas de cebollino y un chorrito de aceite de oliva virgen extra.'];mariscos
Salmorejo con langostinos;https://images.hola.com/imagenes/cocina/recetas/20200623170805/salmorejo-con-langostinos/0-839-724/salmorejo-langostinos-adobe-z.jpg;4 COMENSALES;20min;Fácil;['5 ud de Tomates maduros', '3 rebanadas de Pan', '1 diente de Ajo', '8 ud de Langostinos', '1 vaso de Aceite de oliva virgen extra', '1 chorrito de Vinagre de Jerez', 'Sal', 'Cebollino'];['Cuece los langostinos en agua con sal hirviendo 3 minutos, saca, deja enfriar y pélalos. Reserva.', 'Pela y quita el corazón al ajo para que el salmorejo no repita y remoja el pan con agua y un poco de vinagre.', 'Pela los tomates, pícalos y échalos en el vaso de la batidora, licuadora o robot.', 'Añade el ajo, el pan remojado y un poco de sal.', 'Tritura y emulsiona con el aceite de oliva virgen extra y pasa por el chino para que quede un salmorejo fino.', 'Añade los langostinos y mete en la nevera durante 2 horas para tomarlo bien fresquito.', 'Decora con un poco de cebollino picado.'];mariscos
Cruasancitos de langostinos con salsa de yogur;https://images.hola.com/imagenes/cocina/recetas/20200617170378/cruasancitos-langostinos-hojaldre/0-837-340/cruasancitos-c.jpg;6 COMENSALES;40min;Medio;['2 Lámina de hojaldre', '200 g de Langostinos', '1 Puerro', '1 Huevo', '1 cucharada de Semillas de amapola y de sésamo', 'Sal', 'Pimienta', '250 ml de Yogur griego', '1 cucharada de Cilantro picado', '2 cs de Aceite de oliva', 'Zumo de lima (de media lima)', 'Sal'];"['Echar en un cuenco el yogur con el zumo de lima, el cilantro, el aceite y una pizca de sal, mezclar todo bien y reservarlo en el frigorífico.', 'Retirar la cabeza a los langostinos, pelarlos respetando la cola y sazonarlos con sal y pimienta.', 'Retirar las puntas y la última capa al puerro y cortarlo en juliana.', 'Extender las láminas de hojaldre sobre la mesa de trabajo y cortarlas en rectángulos de 12 x 4 cm.', 'Precalentar el horno a 210º.', 'Batir el huevo con una pizca de sal.', ""Envolver dos langostinos y unas tiras de puerro con las bandas de hojaldre dejando que sobresalgan por los lados las colas de los langostinos como si fueran los 'cuernos' de los cruasanes."", 'Pincelarlos con huevo batido y espolvorearlos con las semillas de amapola y de sésamo.', 'Colocarlos en una bandeja de horno sobre papel sulfurizado y meterlos al horno a 210º entre 10 y 12 min, hasta que se doren.', 'Disponer los minicruasanes en una fuente y acompañarlos con la salsa de yogur y cilantro.']";mariscos
Berberechos marinados con salsa 'thai';https://images.hola.com/imagenes/cocina/recetas/20200617170371/berberechos-marinados-salsa-thai/0-837-272/berberechos-adobe-z.jpg;4 COMENSALES;50min;Fácil;['1 kilogramo de Berberechos frescos', '1 unidad de Lima', '0.5 vasito de Vinagre de arroz', '1 unidad de Cebolla morada', '100 g de Pak choi o acelgas (las hojas)', '50 g de Azúcar blanca', '50 g de Azúcar moreno', '100 ml de Vinagre de arroz', '100 ml de Agua', '2 dientes de Ajo', '2 ud de Chile rojo', '1 cucharadita de Sal'];"['Lava bien los  berberechos y ábrelos en una cazuela al vapor.', 'Pela y pica en juliana la cebolla.', 'Lava, seca y corta también en tiras las hojas de pak choi o acelga.', 'Incorpora los berberechos en una bandeja y añade la cebolla y las hojas en tiras.', 'Añade el vinagre, el zumo de 1 lima y una pizca de sal y mete en la nevera durante 30 minutos.', 'Pela los ajos y lava y seca los chiles.', 'Échalos en el mortero y maja bien hasta obtener una pasta (si quieres que pique menos, elimina al máximo las pepitas de los chiles antes de majar).', 'En un cazo pon el agua, el azúcar, el vinagre de arroz y la sal y remueve, a fuego medio, para que se disuelvan bien.', 'Añade la pasta de ajo y chile y espera a que hierva.', 'Deja que se enfríe.', 'Escurre los berberechos del líquido de maceración.', 'Colócalos en una  bandeja o en cada plato de presentación.', ""Cubre bien con la salsa 'thai' y acompaña con un poco de cebolla y del pak choi que introducimos en la marinada.""]";mariscos
Langostinos fritos crujientes;https://images.hola.com/imagenes/cocina/recetas/20200611169938/langostinos-crujientes-patatas/0-834-919/langostinos-fritos-c.jpg;6 COMENSALES;25min;Fácil;['300 g de Langostinos', '300 g de Patatas', 'Aceite de oliva', '1 unidad de Huevo', 'Pan rallado', 'Sal', 'Pimienta negra', 'Aceite de oliva', 'Vinagre', 'Crema agria'];['Pelar las patatas y cortarlas en bastones.', 'Freír las patatas a fuego medio alto durante 8 minutos. Escurrir y reservar.', 'Pelar los langostinos dejando la cola.', 'Salpimentar los langostinos.', 'Pasar los langostinos por huevo batido.', 'Acto seguido pasar los langostinos por pan rallado.', 'Freír los langostinos en abundante aceite a fuego alto durante 4 minutos.', 'Escurrir los langostinos en papel absorbente.', 'Presentar los langostinos en una fuente o bandeja, acompañar con patatas fritas, vinagre y un recipiente pequeño con crema agria. Añadir pimienta negra recién molida.'];mariscos
Brocheta de gambas a la brasa con salsa tártara;https://images.hola.com/imagenes/cocina/recetas/20200610169814/brocheta-gambas-brasa-salsa-tartara/0-834-244/brocheta-gambas-brasa-c.jpg;4 COMENSALES;30min;Fácil;['20 ud de Gambas', '1 unidad de Lima', '3 dientes de Ajo', '1 ramillete de Perejil', 'Sal', 'Aceite de oliva virgen extra', '10 ud de Brochetas', '1 unidad de Cebolleta pequeña', '200 g de Mayonesa', '1 unidad de Huevo cocido', '2 cs de Pepinillos', '1 cucharada de Alcaparras', '1 cucharada de Mostaza antigua', '1 ramillete de Perejil', 'Sal', 'Pimienta negra'];['Picamos muy finamente la cebolleta, pepinillos, alcaparras, perejil, mostaza, huevo cocido y los añadimos a un bol.', 'Incorporamos la mayonesa y removemos hasta integrar todos los ingredientes. Salpimentamos al gusto y reservamos en el frigorífico hasta la hora de servir.', 'Ensartamos 5 gambas en los palos de brochetas.', 'Aliñamos con aceite y sal las brochetas.', 'Cuando tengamos las brasas a un punto medio ponemos las gambas y cocinamos un par de minutos presionando con media lima sobre las brochetas un par de veces. Es un elemento que se cocina bastante rápido por lo que si vamos a poner mas cosas en la barbacoa es mejor elaborarlas en último lugar.', 'Servimos acompañadas de la salsa tártara.'];mariscos
