titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Café con nata y galletas Oreo;https://images.hola.com/imagenes/cocina/recetas/20230303227517/cafe-nata-galletas-oreo/1-213-225/cafe-oreo-adob-c.jpg;2 PORCIONES;15min;Fácil;['Café soluble', 'Leche', 'Nata montada', 'Azúcar', 'Galletas Oreo'];"['Añade en el vaso del batido leche caliente hasta la mitad o un poco más. Suma una o dos cucharadas de café soluble, media cucharadita de azúcar y remueve bien.', ""Una forma de conseguir la espuma de leche para 'coronar' el café es calentar un poquito de leche en el microondas, verterla en un tarrito, cerrar bien, agitar y agitar con fuerza."", 'Agregar esa espuma de leche al café que ya teníamos en el vaso.', 'A continuación, sumar por encima nata montada, de forma que prácticamente sobresalga del vaso.', 'Triturar algunas de las galletas Oreo hasta convertirlas en polvo.', 'Espolvorear por encima de la nata con ese polvo de galleta y decorar con dos galletas enteras como se ve en la imagen.', 'Disponer un par de pajitas bonitas... ¡y listo!']";dulces
'Brownie' de chocolate con nueces de Brasil;https://images.hola.com/imagenes/cocina/recetas/20230221226827/brownie-con-nueces-brasil/1-207-203/brownie-brasil-age-z.jpg;4 COMENSALES;40min;Fácil;['200 g de Harina', '100 g de Mantequilla', '150 g de Azúcar blanca', '5 g de Levadura en polvo', '3 ud de Huevo', '50 g de Cacao en polvo', '50 g de Chocolate para postres', '75 g de Nueces de Brasil', '1 pizca de Sal'];['Derrite el chocolate con la mantequilla en el microondas vigilando que no se queme.', 'En un cuenco bate el azúcar con los huevos.', 'Agrega el chocolate y la harina con la levadura, el cacao y la sal pasados por un tamiz.', 'Incorpora las nueces de Brasil troceadas.', 'Engrasa y enharina un molde cuadrado o rectangular y vuelca la masa.', 'Introduce en el horno durante unos 25-30 minutos a 180ºC sin dejar de vigilarlo.', 'Saca con cuidado, deja enfriar y desmolda tu brownie para disfutarlo.'];dulces
Galletas sablé de chocolate;https://images.hola.com/imagenes/cocina/recetas/20230202225717/galletas-sable-chocolate/1-198-809/galletas-sable-adobe-z.jpg;20 PORCIONES;20min;Fácil;['150 g de Harina de trigo', '100 g de Azúcar moreno', '120 g de Mantequilla en pomada', '100 g de Cacao en polvo', '0.5 cucharadita de Bicarbonato', '1 pizca de Sal', 'Azúcar glas'];['Bate la mantequilla con el azúcar moreno hasta obtener una mezcla cremosa.', 'Echa en un cuenco la harina, el bicarbonato, la sal y el cacao en polvo.', 'Incorpora la mezcla de mantequilla y azúcar, añade el cacao e integra bien.', 'Saca la masa y trabájala con las manos ligeramente para compactar.', 'Haz un rulo con la masa, la envolvemos en papel film y deja reposar en la nevera unas 2-3 horas.', 'Precalienta el horno a 180 grados.', 'Saca la masa de la nevera, quita el plástico y corta en rodajas de 1,5 cm.', 'Colócalas en una bandeja de horno cubierta con papel o con un silpat.', 'Hornea entre 10 y 12 minutos, saca con cuidado y deja reposar unos minutos.', 'Pasa las galletas a una fuente y espolvorea con azúcar glas.'];dulces
Galletas navideñas con bebida limón y jengibre;https://images.hola.com/imagenes/cocina/recetas/20221216222968/galletas-navidad-bebida-limon-jengibre/1-178-663/galletas-granini-z.jpg;;5h 0min;Fácil;['10 ud de Dátiles carnosos', '5 cs de Aceite de coco derretido', '1 cucharada de Mantequilla de almendras', '1.5 cucharadita de Jengibre seco en polvo', '3.5 cc de Mezcla de especias canela, jengibre, clavo y nuez moscada', '130 g de Harina de almendras', '140 g de Harina de espelta o de avena', '1 cucharadita de Bebida orgánica Granini Origin sabor limón y jengibre', '1 pizca de Sal'];['En un bol, añade los dátiles deshuesados y troceados. Haz una pasta.', 'Añade el aceite de coco, las especies, el granini Origin de limón y jengibre, la sal y la mantequilla de almendras y mézclalo todo.', 'Agrega las 2 harinas. Mezcla de nuevo hasta que se forme una gran bola, que se aguante sola y no se quede pegada a tus manos.', 'Ponla en otro bol y guárdala en la nevera durante al menos 5 horas.', '1 hora antes de preparar las galletas, saca el bol con la masa de la nevera para que coja temperatura ambiente.', 'Prepara tu zona de trabajo con un poco de harina y amasa la masa con un rodillo dejando un grosor de entre 3 y 5 mm.', 'Corta la masa con los moldes de galletas y ¡saca tu lado más creativo!', 'Precalienta el horno a 160 grados y prepara una bandeja con papel de hornear. Coloca las galletas encima y hornea durante 8-9 minutos o hasta que estén doradas.', 'Déjalas enfriar y ¡disfrútalas!'];dulces
El turrón de los tres ingredientes...;https://images.hola.com/imagenes/cocina/recetas/20221213222767/turron-tres-ingredientes-sin-azucar/1-177-206/turron-sin-culpa-z.jpg;;20min;Fácil;['60 g de Arroz inflado', '200 g de Chocolate sin azúcar 70%', '199 g de Pistachos crudos'];['En un bol, ponemos el chocolate y lo llevamos al microondas durante un minuto, luego lo metemos en tandas de 15 segundos para que no se nos queme.', 'Cuando ya lo tenemos derretido, echamos en un bol, el arroz inflado, los pistachos y el chocolate, mezclando bien los tres ingredientes para que queden integrados.', 'A continuación, lo pasamos a un molde, y decoramos con pistachos triturados.', 'Para finalizar, llevamos el turrón a la nevera durante 15/20 minutos.'];dulces
Turrón de galletas Oreo;https://images.hola.com/imagenes/cocina/recetas/20221212222647/turron-galletas-oreo/1-176-506/turron-oreo-adobe-z.jpg;;10min;Fácil;['400 g de Chocolate blanco', '100 g de Leche evaporada', '10 ud de Galletas Oreo', '6 ud de Galletas Oreo mini'];['Trocea el chocolate y échalo en un cazo.', 'Añade la leche evaporada y pon al fuego.', 'Tritura 10 galletas Oreo y reserva las de tamaño mini.', 'Agrega las galletas trituradas al cazo y mezcla bien.', 'Forra con papel de horno un táper rectangular y vuelca la mezcla anterior.', 'Tapa con el papel que sobresale y deja enfriar al menos 4 horas en la  nevera.', 'Saca de la nevera, desmolda y decora con las galletas Oreo de tamaño mini.'];dulces
Turrón duro;https://images.hola.com/imagenes/cocina/recetas/20221212222642/turron-duro/1-176-494/turron-duro-adobe-z.jpg;;25min;Fácil;['500 g de Almendra entera Marcona cruda', '200 g de Azúcar blanca', '230 g de Miel', '2 ud de Claras de huevo', '4 ud de Obleas'];['Calentar la miel en un cazo al fuego hasta que quede completamente líquida.', 'Añadir el azúcar sin dejar de remover hasta que logremos una textura similar a la del caramelo. Apartar.', 'Batir las claras hasta que espesen y añadir a la mezcla anterior.', 'Tostar las almendras en una sartén y agregarlas a la mezcla.', 'Poner dos obleas en la base de dos moldes -rectangulares o redondos- y cubrir cada uno con la mitad de la pasta.', 'Colocar encima las otras dos obleas y dejar reposar a temperatura ambiente hasta que se enfríe y se endurezca.'];dulces
Turrón blando;https://images.hola.com/imagenes/cocina/recetas/20221212222638/turron-blando/1-176-481/jijona-adobe-c.jpg;;25min;Fácil;['350 g de Almendra entera', '400 g de Miel', '100 g de Avellanas', '400 g de Azúcar blanca', '5 ud de Claras de huevo'];"['Tostar las almendras y las avellanas peladas y machacarlas hasta formar una pasta.', 'Aparte, hervir la miel y el azúcar, dejar que se enfríe un poco y agregar el resultado a la pasta.', 'Montar las claras y mezclarlas poco a poco con la pasta hasta que la masa tenga una consistencia adecuada (no añadir todas las claras si no es necesario, teniendo cuidado de que no quede demasiado blanda).', 'Darle a la pasta forma de barra/s y envolverla/s en papel para que se seque, cambiándolo cuando esté muy empapado.', 'Conservar en un lugar aireado y fresco, pero no en la nevera', 'La dificultad de la elaboración radica en echar las claras, porque es un paso en el que hay que tener especial cuidado. Si se desea un turrón más blando, se ponen más claras; si se quiere más duro basta aumentar la cantidad de frutos secos, miel y azúcar. La cantidad de azúcar también puede variar según el gusto.']";dulces
Pastel de ruibarbo;https://images.hola.com/imagenes/cocina/recetas/20221125221660/pastel-de-ruibarbo/1-169-731/bizcocho-ruibarbo-age-z.jpg;6 COMENSALES;1h 0min;Fácil;['300 g de Ruibarbo', '200 g de Harina integral', '100 g de Harina de almendras', '2 ud de Huevo', '1 unidad de Yogur', '125 g de Mantequilla', '200 g de Azúcar moreno', '1 cucharadita de Extracto de vainilla', '1 cucharada de Levadura en polvo', '1 cucharadita de Canela molida', 'Almendra laminada', 'Azúcar glas'];['Encender el horno a 180 ºC.', 'Engrasar y enharinar un molde redondo desmontable.', 'Poner todos los ingredientes en el vaso de la batidora, salvo el ruibarbo y las almendras, y triturar hasta obtener una crema lisa.', 'Lavar, secar y trocear el ruibarbo en daditos.', 'Volcar la masa en el molde y colocar por encima las almendras laminadas y los trocitos de ruibarbo.', 'Introduce en el horno durante unos 40 minutos, sacar y dejar templar.', 'Desmoldar el pastel y espolvorear con azúcar glas.'];dulces
Sándwiches de galleta rellenos de crema de chocolate y almendra;https://images.hola.com/imagenes/cocina/recetas/20221122221422/sandwiches-galleta-rellenos-crema-choco-almendras/1-168-56/galletas-crema-age-c.jpg;6 COMENSALES;35min;Fácil;['400 g de Harina', '100 g de Azúcar blanca', '175 g de Mantequilla', '2 ud de Huevo', '1 cucharadita de Levadura en polvo', '2 cs de Leche', '150 g de Almendra entera', '30 g de Miel', '100 ml de Leche', '250 g de Chocolate para postres'];['Bate la mantequilla con el azúcar en un bol hasta obtener una crema.', 'Agrega los huevos y la leche y mezcla.', 'Incorpora la harina y la levadura pasadas por un tamiz.', 'Amasa durante unos minutos.', 'Precalienta el horno a 200ºC.', 'Echa un poco de harina en la mesa de trabajo y estira la masa con un rodillo dejando un grosor de unos 2 mm.', 'Corta la masa con un cortapastas rectangular para que te queden uniformes y coloca las galletas en la placa de horno forrada con papel sulfurizado.', 'Hornea durante unos 10 minutos, saca del horno y deja enfriar.', 'Tritura las almendras con la batidora hasta obtener una pasta.', 'Funde la leche con el chocolate y la miel en un cazo a fuego muy suave.', 'Retira del fuego y junta con la pasta de almendras.', 'Deja que se enfríe e introduce en la nevera para que adquiera cierta consistencia.', 'Unta la mitad de las galletas con la crema de chocolate y almendra y tapa con la otra mitad.'];dulces
