titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Dados de atún con lentejas, champis, cebolla y zanahoria;https://images.hola.com/imagenes/cocina/recetas/20230313228074/dados-atun-lentejas-champis-cebolla-zanahoria/1-219-35/atun-lentejas-age-z.jpg;4 COMENSALES;35min;Fácil;['600 g de Atún limpio en tacos', '300 g de Lentejas en conserva', '1 unidad de Cebolleta', '2 ud de Zanahoria', '200 g de Champiñones', '1 vaso de Caldo de verduras', '1 cucharadita de Comino molido', 'Sal', 'Pimienta', 'Aceite de oliva virgen extra'];['Pela y pica la cebolleta y las zanahorias.', 'Limpia bien los champiñones y trocéalos.', 'Echa un poco de aceite en una sartén y pocha la cebolleta y la zanahoria.', 'Incorpora el champiñon, salpimenta y rehoga unos minutos.', 'Añade el vaso de caldo, el comino y las lentejas y deja cocer a fuego medio unos 15 minutos -si ves que espesa demasiado puedes poner un poco de agua-.', 'Salpimenta los dados de atún y cocínalos en otra sartén a la plancha con un pelin de aceite.', 'Sirve en la base de cada plato las lentejas y pon encima los dados de atún.', '¡No dejes que se enfríe!'];legumbres
Lentejas guisadas con berenjena y calabaza;https://images.hola.com/imagenes/cocina/recetas/20230209226120/lentejas-berenjenas/1-201-805/lentejas-especiadas-age-c.jpg;6 COMENSALES;1h 15min;Fácil;['200 g de Lentejas naranjas', '300 g de Calabaza', '1 Berenjena', '2 Tomates', '1 Cebolla', '1 Chile rojo', '1 cucharadita de Azúcar moreno', '4 hojas de Curry', '1 cucharada de Semillas de mostaza', '1 cucharadita de Comino molido', '1 cucharadita de Cúrcuma', '4 cs de Aceite de oliva', 'Sal', 'Pimienta'];['Poner las lentejas en remojo en agua fría 6 h como mínimo.', 'Pelar la calabaza, retirar las semillas y cortarla en dados.', 'Retirar el tallo y la base a la berenjena, lavarla y cortarla en dados del mismo tamaño.', 'Pelar y picar la cebolla.', 'Pelar los tomates, retirar las semillas, cortar la pulpa en dados y reservarlos.', 'Poner la cebolla picada y los dados de calabaza y berenjena en una cazuela grande con 2 cucharadas de aceite y rehogarlos 10 minutos.', 'Añadir las lentejas escurridas, el chile y el azúcar moreno, cubrir de agua, salpimentar, llevar a ebullición y cocer 40 min a fuego bajo.', 'Calentar en una sartén el aceite restante. Dorar 1 min las hojas de curry y las semillas de mostaza, echarlas a la cazuela con la cúrcuma y los cominos y cocinar 20 min más a fuego bajo.', 'Añadir los dados de tomate, mezclar y retirar del fuego.'];legumbres
Alubias con codorniz;https://images.hola.com/imagenes/cocina/recetas/20230209226119/alubias-codorniz/1-201-802/alubias-codorniz-age-c.jpg;;40min;Fácil;['800 ml de Alubias blancas en conserva', '3 Codornices', '1 loncha de Jamón serrano gruesa', '1 Cebolla', '2 dientes de Ajo', '1 rama de Apio', '2 Zanahorias', '1 cucharadita de Pimentón', '4 cs de Aceite de oliva', 'Sal', 'Pimienta', 'guindillas en vinagre para acompañar'];['Pelar los ajos y cortarlos en láminas. Pelar la cebolla y picarla.', 'Pelar las zanahorias y cortarlas en rodajas.', 'Recortar los hilos al apio y cortarlo en daditos.', 'Cortar en dados la loncha de jamón.', 'Cortar en cuartos las codornices, salpimentarlas y dorarlas en una sartén con el aceite a fuego vivo.', 'Retirar las codornices, ponerlas en una cazuela y reservarlas.', 'En la misma sartén, dorar el ajo con la cebolla 4 minutos.', 'Añadir el apio, la zanahoria y los dados de jamón y sofreír 5 minutos.', 'Escurrir las alubias, incorporarlas a la cazuela de las codornices con el contenido de la sartén, salpimentar, espolvorear con el pimentón, mezclar, cubrir de agua y llevar a ebullición. Cocer a fuego bajo 10 minutos y retirar del calor.', 'Repartir en platos hondos las alubias guisadas con las codornices, acompañarlas con unas guindillas en vinagre y servirlas.'];legumbres
Potaje de alubias blancas con verduras;https://images.hola.com/imagenes/cocina/recetas/20230209226118/potaje-alubias-blancas-verduras/1-201-800/alubias-verduras-age-c.jpg;6 COMENSALES;1h 10min;Fácil;['500 g de Alubias blancas', '1 Cebolla', '2 Zanahorias', '1 Pimiento rojo', '250 g de Patatas', '5 dientes de Ajo', '2 hojas de Laurel', '2 cs de Perejil picado', '3 cs de Aceite de oliva', 'Sal', '12 granos de Pimienta negra'];['Poner en remojo en agua fría las alubias la noche anterior.', 'Al  día siguiente pelar la cebolla y partirla por la mitad. Picar media y dejar entera la otra media.', 'Escurrir las alubias y ponerlas en una cazuela con la media cebolla, las hojas de laurel, los granos de pimienta y los ajos con su piel y llevar a ebullición.', 'Cocer a fuego bajo durante 40 minutos.', 'Pelar las zanahorias y cortarlas en rodajas.', 'Retirar las semillas al pimiento y cortarlo en tiras.', 'Pelar las patatas y cortarlas en trozos pequeños.', 'Calentar el aceite en una sartén y rehogar la cebolla picada durante 5 minutos.', 'Añadir las patatas troceadas, las tiras de pimiento rojo y las rodajas de zanahoria y sofreír 3 minutos.', 'Incorporarlo a la cazuela de las alubias, sazonar con sal y cocinar 15 minutos más.', 'Espolvorear con el perejil picado, mezclar bien y repartir el potaje en unos cuencos individuales.'];legumbres
Crema de remolacha amarilla con garbanzos;https://images.hola.com/imagenes/cocina/recetas/20230209226122/crema-remolacha-amarilla-garbanzos/1-201-806/crema-garbanzos-age-c.jpg;4 PORCIONES;50min;Fácil;['400 g de Remolacha amarilla', '200 g de Patata', '1 Cebolla', '1 diente de Ajo', '200 g de Garbanzos cocidos en conserva', '6 Rabanitos', '1 cucharada de Comino molido', '1 cucharada de Ajo molido', '400 ml de Caldo de verduras', '20 g de Mantequilla', '2 cs de Aceite de oliva', 'Sal', 'Pimienta', '4 cs de Nata'];['Pelar las patatas y las remolachas y cortarlas en dados.', 'Pelar y picar la cebolla y el ajo.', 'Calentar el aceite y la mantequilla en una cazuela y rehogar 5 minutos la cebolla y el ajo.', 'Añadir las patatas y las remolachas, salpimentar y sofreír 3 minutos.', 'Bañar con el caldo de verduras, llevar a ebullición y cocer 30 minutos a fuego bajo.', 'Triturar hasta obtener una crema fina y mantener al calor.', 'Precalentar el horno a 190º. Cortar los rabanitos en láminas.', 'Escurrir los garbanzos y ponerlos en un cuenco con el ajo, los cominos molidos y sal.', 'Colocarlos bien separados en una bandeja de horno sobre papel sulfurizado. Hornearlos a 190º 12-15 minutos, hasta que se doren.', 'Echar la crema en cuencos individuales, acompañar con los garbanzos asados y los rabanitos y decorar con la nata.', 'Tip: Si se desea acentuar el color naranja de la crema, añadir a la cazuela en los últimos 5 minutos de cocción 50 g de queso Cheddar.'];legumbres
Garbanzos fritos con acelga roja y aros de cebolla crujiente;https://images.hola.com/imagenes/cocina/recetas/20230206225898/garbanzos-fritos-acelga-aros-cebolla/1-199-969/garbanzos-cebolla-age-c.jpg;6 COMENSALES;30min;Fácil;['400 g de Garbanzos cocidos en conserva', '2 Zanahorias', '1 Cebolleta', '50 g de Mango deshidratado', '2 Pepinillos en vinagre', '40 g de Acelgas (hojas de acelga roja)', '1 cucharada de Zatar', '4 cs de Aceite de oliva', 'Sal', 'Pimienta', '1 Cebolla', '2 Huevos', '60 g de Harina', '1 cucharada de Perejil picado', '200 ml de Aceite de oliva para freír', 'Sal', 'Pimienta'];['Pelar la cebolleta y cortarla en juliana.', 'Trocear el mango deshidratado.', 'Pelar las zanahorias, cortarlas en dados y cocerlas 15 minutos en agua con sal.', 'Escurrirlas y reservarlas.', 'Trocear los pepinillos.', 'Calentar el aceite en una cazuela y rehogar 5 minutos la juliana de cebolleta.', 'Añadir los garbanzos escurridos, los dados de zanahoria, el mango y los pepinillos troceados y el zatar, salpimentar y sofreír 3 minutos a fuego fuerte.', 'Añadir la acelga roja, mezclar y retirar del fuego.', 'Batir los huevos en un cuenco con una pizca de sal y de pimienta.', 'Añadir el perejil picado y mezclar.', 'Poner la harina en un plato hondo.', 'Cortar la cebolla en aros.', 'Pasarlos por harina y huevo batido y freírlos en una sartén con el aceite bien caliente.', 'Escurrirlos sobre papel absorbente.', 'Repartir en los platos los garbanzos salteados con las verduras y la fruta y acompañar con los aros de cebolla bien crujientes.', 'Tip: Añadir al final junto con las acelgas rojas unas aceitunas negras y unas bolitas de mozarela'];legumbres
Garbanzos guisados con pollo y verduras al estilo hindú;https://images.hola.com/imagenes/cocina/recetas/20230118224828/garbanzos-curry-estilo-hindu/1-191-895/garbanzos-curry-age-c.jpg;4 COMENSALES;30min;Fácil;['400 ml de Garbanzos cocidos en conserva', '0.5 Pimiento verde', '0.5 Pimiento rojo', '1 Cebolla', '1 diente de Ajo', '2 Zanahorias', '1 cucharadita de Jengibre rallado', '0.5 cucharadita de Comino molido', '0.5 cucharadita de Pimentón dulce', '2 cs de Garam masala', '1 cucharada de Perejil picado', '250 ml de Caldo de ave', '400 ml de Leche de coco', 'Zumo de medio limón', '2 cs de Aceite de oliva', 'Sal', 'Pimienta', '300 g de Pechuga de pollo'];['Pelar y picar la cebolla y el ajo.', 'Pelar las zanahorias, lavarlas y cortarlas en rodajas finas.', 'Retirar el tallo y las semillas a los pimientos y trocearlos.', 'Cortar la pechuga de pollo en tiras y dorarlas en una cazuela con el aceite. Retirar del fuego y reservar.', 'En el mismo aceite rehogar 5 min el ajo y la cebolla con el jengibre.', 'Añadir el garam masala, el pimentón, los cominos, el caldo y la leche de coco y salar.', 'Mezclar e incorporar los garbanzos escurridos, la zanahoria y los pimientos, llevar a ebullición y cocer 10 min a fuego bajo.', 'Agregar las tiras de pollo y el zumo de limón y cocinar 3 min más.', 'Disponer en platos hondos los garbanzos con el pollo y las verduras, sazonar con pimienta molida ligeramente y esparcir el perejil.'];legumbres
Garbanzos con albóndigas;https://images.hola.com/imagenes/cocina/recetas/20230118224827/garbanzos-albondigas/1-191-892/garbanzos-albond-age-c.jpg;4 COMENSALES;1h 0min;Fácil;['400 ml de Garbanzos cocidos en conserva', '300 g de Carne picada de ternera', '100 g de Carne picada de cerdo', '8 rebanadas de Pan del día anterior', '1 Cebolla', '2 Tomates', '2 dientes de Ajo', '1 Huevo', '30 g de Pan rallado', '20 g de Harina', '2 cs de Romero (hojitas picadas)', '500 ml de Caldo de verduras', '100 ml de Aceite de oliva para freír', 'Sal', 'Pimienta', 'Romero para decorar'];['Pelar y picar 1 diente de ajo y echarlo en una ensaladera con las carnes picadas, el romero picado, el huevo, el pan rallado y una pizca de sal y de pimienta recién molida.', 'Mezclar con un tenedor y formar bolas pequeñas con las manos enharinadas.', 'Freírlas en una sartén con el aceite caliente hasta que se doren.', 'Escurrirlas y reservarlas.', 'Freír las rebanadas de pan por sus dos caras en el mismo aceite, escurrirlas y reservarlas.', 'Colar el aceite.', 'Pelar y picar el ajo restante y la cebolla.', 'Escaldar los tomates, pelarlos, retirar las semillas y cortar la pulpa en daditos.', 'Calentar 2 cucharadas del aceite colado en una cazuela y rehogar 5 minutos el ajo y la cebolla picados.', 'Añadir los dados de tomate, salpimentar y sofreír 15 min a fuego medio.', 'Agregar los garbanzos escurridos y el caldo, llevar a ebullición y cocer 5 min a fuego bajo.', 'Incorporar las albóndigas y cocinar 10 minutos más.', 'Colocar 2 rebanadas de pan frito en cada plato hondo, verter encima los garbanzos con las albóndigas, decorar con una ramita de romero y servir bien caliente.'];legumbres
Pasta de lentejas naranjas con zanahoria, tomate y cacahuetes;https://images.hola.com/imagenes/cocina/recetas/20230109224244/pasta-lentejas-naranjas-zanahoria-cacahuete/1-187-362/pasta-lentejas-age-z.jpg;4 COMENSALES;25min;Fácil;['400 g de Macarrones de lentejas rojas', '200 g de Zanahoria rallada', '12 ud de Tomates cherry amarillos', '1 puñado de Cacahuetes', '3 cs de Tomate frito', 'Aceite de oliva virgen extra', 'Sal', 'Germinados'];['Pon una olla con agua y sal en el fuego y cuando hierva, añade los macarrones de lentejas y cuece el tiempo que indique el fabricante en el envase.', 'Lava, seca y corta por la mitad los tomates cherry.', 'Echa un poco de aceite en una sartén y pocha unos minutos los tomates y la zanahoria rallada.', 'Añade la pasta con un poco de su agua de cocción y el tomate frito y cocina todo junto 2-3 minutos.', 'Espolvorea los cacahuetes muy picaditos y añade unos germinados.', 'Cuando estén fríos, mete los macarrones en un táper y mete en la nevera hasta que te lo vayas a llevar.'];legumbres
Paté de judías y champiñones;https://images.hola.com/imagenes/cocina/recetas/20221205222323/pate-judias-champinones/1-174-139/judias-champis-adobe-z.jpg;6 COMENSALES;15min;Fácil;['250 g de Judías en conserva', '200 g de Champiñones', '1 unidad de Cebolla', '3 cs de Aceite de oliva virgen extra', 'Sal', 'Pimienta blanca', 'Tomillo', 'Pan tostado'];['Pelamos y picamos la cebolla.', 'Echamos aceite en una sartén y rehogamos la cebolla y los champiñones. Salpimentamos y echamos unas hojitas de tomillo.', 'Trituramos todo el contenido de la sartén con las judías y añadimos un pelín de agua.', 'Probamos de sal y pimienta por si hiciera falta rectificar.', 'Servimos el paté en un bol o en un tarrito, decoramos con tomillo y acompañamos con unas tostaditas de pan.'];legumbres
Timbal de bacalao con vinagreta de perejil;https://images.hola.com/imagenes/cocina/recetas/20221202222186/timbal-bacalao-vinagreta-perejil/1-173-173/timbal-bacalao-age-c.jpg;4 COMENSALES;30min;Fácil;['400 g de Migas de bacalao en salazón', '400 g de Alubias blancas cocidas en conserva', '1 Pimiento rojo grande', '2 Cebolletas', 'Perejil para decorar', '2 cs de Perejil muy picado', '100 ml de Aceite de oliva virgen extra hojiblanca', 'Zumo de medio limón', 'Sal'];['Mezclar todos los ingredientes en la batidora.', 'Poner las migas de bacalao en remojo en agua fría durante al menos 6 h.', 'Lavar el pimiento, retirar el tallo y las semillas y cortarlo en dados pequeños.', 'Pelar la cebolleta y cortarla en daditos del mismo tamaño.', 'Escurrir bien las alubias en un colador al chorro de agua fría, ponerlas en una ensaladera con los daditos de pimiento y los de cebolleta, mezclarlos y reservarlo en el frigorífico.', 'Escurrir y secar el bacalao y desmenuzarlo con los dedos.', 'Colocar en el centro de cada plato un aro de pastelería de 8 cm de diámetro y rellenarlo con la mezcla de la ensaladera hasta la mitad de su altura.', 'Repartir por encima el bacalao desmenuzado y rociarlo con la vinagreta preparada. Retirar los aros con cuidado.', 'Decorar con unas ramitas de perejil y acompañar con el resto de la ensalada y de la vinagreta.'];legumbres
Mejillones picantitos con garbanzos;https://images.hola.com/imagenes/cocina/recetas/20221128221836/mejillones-gazbanzos/1-170-864/garbanzos-arguinano-c.jpg;4 COMENSALES;1h 0min;Fácil;['1 Kg de Mejillones cocidos al vapor (con su jugo)', '400 g de Garbanzos', '1 Puerro', '1 Pimiento verde', '2 Dientes de ajo', '1 Cebolleta', '250 ml de Salsa de tomate', 'Aceite de oliva virgen extra', '1 hoja de Laurel', 'Perejil', '1 Guindilla cayena', 'Sal'];['La víspera, pon los garbanzos a remojo en un bol con abundante agua.', 'Calienta una olla rápida con abundante agua. Escurre los garbanzos y agrégalos junto con el laurel.', 'Limpia el puerro (retirándole la parte inferior, la superior y 1 o 2 capas de hojas y enjuagándolo), córtalo en tres e introdúcelo en una bolsa para cocer legumbres.', 'Retira el tallo y las semillas del pimiento verde, trocéalo y añádelo. Cierra la bolsa e introdúcela en la olla.', 'Sazona, cierra la olla y cuece los garbanzos durante 12-15 minutos.', 'Retira la bolsa con el puerro y el pimiento, ponlos en un vaso batidor y tritúralos con una batidora eléctrica.', 'Reserva por separado los garbanzos y las hortalizas trituradas.', 'Calienta 3 cucharadas de aceite en una cazuela amplia y baja.', 'Pela los ajos, pícalos finamente y agrégalos. Corta la cebolleta en daditos y añádela junto con la guindilla. Rehoga las hortalizas durante 6-8 minutos.', 'Retira la guindilla.', 'Incorpora a la cazuela el triturado de pimiento y puerro, la salsa de tomate y el jugo (colado) de los mejillones y cocina la mezcla durante 5 minutos.', 'Introduce los garbanzos en la cazuela, espolvoréalos con un poco de perejil picado y cocínalos en la salsa durante 5 minutos.', 'Retira las conchas de los mejillones (deja 8 con una concha y resérvalos), agrégalos a la cazuela, mezcla y pon a punto de sal.', 'Sirve los mejillones con garbanzos en 4 platos y adorna cada uno con 2 de los mejillones reservados y unas hojas de perejil.'];legumbres
Cocido madrileño ('Casa Carola');https://images.hola.com/imagenes/cocina/recetas/20221102220206/cocido-madrileno-restaurante-casa-carola-receta/1-159-522/cocido-carola-c.jpg;4 COMENSALES;2h 30min;Fácil;['500 g de Garbanzos de Valseca (Segovia)', '200 g de Tocino ibérico', '600 g de Morcillo de ternera', '4 Puntas de jamón', '0.5 Gallina', '4 Hueso de caña (tuétano)', '4 Muslitos de pollo', '2 Chorizos de sarta', '2 Morcillas de cebolla', '0.5 Repollo', '2 Zanahorias', '2 Puerros', '2 Patatas hermosas', '500 g de Fideos finos cabellín', '100 g de Piparras', '100 g de Cebolletas', 'Salsa de tomate natural con cominos'];['Poner los garbanzos a remojo, con sal, la noche anterior.', 'En una cacerola con agua abundante se ponen a cocer la gallina, el morcillo y el tocino. Añade también los huesos de caña.', 'Transcurrida una hora, se añaden las puntas de jamón.', 'Media hora más tarde echamos los garbanzos.', 'Media hora después, añadimos el chorizo pinchado y los muslitos de pollo, añadiendo, por último, 20 minutos después, las morcillas para terminar.', 'En olla aparte cocer el repollo, con las zanahorias, los puerros y las patatas y servirlos con los garbanzos y la carne.', 'Para hacer la sopa, se cuecen los fideos finos (según indicaciones del fabricante) inmediatamente antes de hervirla.'];legumbres
Calabazas rellenas de cuscús, garbanzos y pasas;https://images.hola.com/imagenes/cocina/recetas/20221024219647/calabazas-rellenas-cuscus-garbanzos-pasas/1-155-830/rellena-kale-adobe-z.jpg;4 COMENSALES;40min;Fácil;['2 ud de Calabaza violín', '400 g de Garbanzos cocidos', '200 g de Cuscús', '1 unidad de Cebolla', '100 g de Pasas', '1 puñado de Kale', 'Queso en polvo', 'Sal', 'Pimienta', 'Aceite de oliva virgen extra', 'Naranja'];['Hidrata el cuscús con agua caliente según las indicaciones del envase.', 'Precalienta el horno a 180° C.', 'Lava y seca las calabazas para sacarles la pulpa. Una parte resérvala para otras elaboraciones y el resto pícala.', 'Pela y pica la cebolla y corta el kale en tiras.', 'Echa aceite en una sartén y rehoga la cebolla con la calabaza y las tiras de kale. Salpimenta.', 'Mezcla el cuscús con los garbanzos, las pasas y el contenido de la sartén. Añade unas gotas de zumo de naranja.', 'Rellena las calabazas con la mezcla anterior y colócalas en una bandeja de horno.', 'Hornea durante 15-20 minutos a 180 grados.', 'Saca con cuidado del horno, espolvorea un poco de queso, decora con unas cuñitas de naranja ¡y listo!'];legumbres
Crema vegetal de alubias y champiñón;https://images.hola.com/imagenes/cocina/recetas/20221003218365/crema-vegetal-alubias-champi/1-146-852/crema-alubias-age-z.jpg;4 COMENSALES;45min;Fácil;['200 g de Alubias puestas en remojo la noche anterior', '1 unidad de Patata', '1 unidad de Cebolla', '100 g de Champiñones', '1 diente de Ajo', 'Agua', 'Sal', 'Pimienta', 'Aceite de oliva virgen extra', 'Tomillo'];['Pela la cebolla, el ajo y la patata.', 'Limpia los champiñones y trocéalos.', 'Echa en la olla exprés la cebolla, el ajo, la patata y los champiñones todo troceado.', 'Añade las alubias, echa sal, pimienta, aceite de oliva, cubre con agua y tapa la olla.', 'Pon a fuego alto hasta que suba la olla y luego baja al mínimo y deja que se cocinen 35-40 minutos.', 'Espera a que se enfríe para poder abrir la olla.', 'Tritura bien y pasa por un chino para que nos quede una textura fina.', 'Prueba de sal y pimienta, rectifica si es necesario y sirve la crema.', 'Añade unas hojitas de tomillo.'];legumbres
Saquitos de pasta filo con lentejas, espinacas y queso;https://images.hola.com/imagenes/cocina/recetas/20221003218336/pasta-filo-con-lentejas-y-espinacas/1-146-630/saquitos-de-pasta-filo-con-lentejas-c.jpg;8 PORCIONES;45min;Medio;['8 Obleas de pasta filo', '1 Cebolla dulce', '500 g de Lentejas cocidas y escurridas', '700 g de Espinacas frescas', '200 g de Queso de cabra', 'Aceite de oliva virgen extra', 'Pimienta blanca', 'Sal', '200 g de Queso batido', '1 Yogur natural', '1 Cucharada rasa de Mostaza antigua', 'Pimienta blanca', 'Sal'];['Picar la cebolla en trozos muy finos.', 'Calentar una sartén con 4 cucharadas de aceite de oliva. Cocinar la cebolla hasta que se ablande y se dore ligeramente.', 'Añadir las espinacas y seguir cocinado. En pocos minutos reducirán su volumen.', 'Incorporar las lentejas, salpimientar y mezclar a conciencia. Cocinar durante 5 minutos, añadir el queso de cabra desmenuzado y pimienta blanca al gusto. Remover, apagar el fuego y dejar que se temple.', 'Precalentar el horno a 180º.', 'Extender las obleas de pasta filo, rellenar con la masa y hacer paquetes.', 'Colocar los paquetes en una bandeja de horno y cocinar hasta que la superficie esté dorada.', 'Batir todos los ingredientes con unas varillas hasta obtener una mezcla homogénea. Probar y rectificar el punto de sal y pimienta.'];legumbres
Crema de garbanzos y calabacín;https://images.hola.com/imagenes/cocina/recetas/20220926217867/crema-garbanzos-calabacin/1-143-259/garban-calabacin-adobe-z.jpg;;10min;Fácil;['1 unidad de Calabacín', '200 g de Garbanzos cocidos', '2 cc de Pasta tahini', '1 diente de Ajo', '0.5 unidad de Limón', '1 pizca de Comino molido', 'Sal', 'Semillas de sésamo', 'Perejil fresco', 'Aceite de oliva virgen extra'];['Lava, seca y trocea el calabacín. Pela el diente de ajo.', 'Echa en el vaso de la batidora los garbanzos cocidos muy bien escurridos y los trozos de calabacín.', 'Añade unas hojas de perejil fresco, el diente de ajo, el tahini y el zumo de limón.', 'Por último, incorpora un chorrito de aceite de oliva virgen extra y sal y tritura bien.', 'Sirve este paté y añade un hilo de aceite y unas semillas de sésamo.'];legumbres
Paté de lentejas naranjas y pimiento al curry;https://images.hola.com/imagenes/cocina/recetas/20220926217865/pate-lentejas-pimiento-naranja-curry/1-143-241/lentejas-naranj-adobe-z.jpg;;55min;Fácil;['2 ud de Pimiento amarillo', '1 unidad de Cebolla', '200 g de Lentejas naranjas cocidas', '1 chorrito de Aceite de oliva virgen extra', '1 pizca de Curry', '1 pizca de Comino', '1 pizca de Cúrcuma', '1 pizca de Sal'];['Precalentamos el horno a 200ºC.', 'Engrasamos ligeramente con aceite una fuente grande.', 'Ponemos los pimientos lavados y secos y la cebolla pelada.', 'Echamos un poco más de aceite.', 'Asamos a media altura durante unos 25-35 minutos, dándoles la vuelta con unas pinzas a mitad de la cocción.', 'Terminamos de asar.', 'Sacamos y dejamos enfriar para pelar los pimientos y quitarles el rabo y las semillas.', 'Trituramos los pimientos con la cebolla, las lentejas naranja, las especias y un poco de sal.', 'Servimos el paté con unas regañás de pan.'];legumbres
