titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
'Paquetitos' de lomo cerdo con bacón al horno;https://images.hola.com/imagenes/cocina/recetas/20230314228174/paquetitos-lomo-cerdo-bacon/1-219-870/delicias-lomo-age-c.jpg;4 COMENSALES;40min;Medio;['8 filetes de Lomo de cerdo de 1,5 cm de grosor', '200 g de Bacón en lonchas finas', '2 Cebolletas', '2 dientes de Ajo', '2 cs de Salvia (hojas frescas)', '1 vaso de Caldo de carne', '0.5 vaso de Vino blanco', '2 cs de Aceite de oliva virgen extra', 'Sal', 'Pimienta', '150 g de Canónigos', '8 cs de Aceite de oliva virgen extra', '2 cs de Vinagre de vino', 'Sal'];['Cortar los filetes por la mitad a lo largo.', 'Quitar la piel a las lonchas de bacón y cortarlas por la mitad a lo ancho.', 'Lavar y secar las hojas de salvia.', 'Pelar y picar los ajos y las cebolletas.', 'Salpimentar los medios filetes de lomo.', 'Colocar dos medias lonchas de beicon unidas por su lado más largo sobre la mesa y poner encima en perpendicular medio filete.', 'Cubrirlo con hojas de salvia y 1 c.s. de ajo y cebolleta picados y envolverlo encerrando las verduras.', 'Seguir haciendo paquetitos hasta tener 16.', 'Dorar los paquetitos en una sartén con el aceite 1 min por cada lado, escurrirlos y ponerlos en una fuente.', 'Rociarlos con el vino y el caldo, sazonarlos con pimienta y meterlos 12-15 minutos al horno, precalentado a 190°.', 'Lavar los canónigos, secarlos y aliñarlos en una ensaladera con el aceite, el vinagre y sal.', 'Repartir los paquetitos en los platos y acompañarlos con los canónigos aliñados.'];carnes
Redondo de cerdo relleno;https://images.hola.com/imagenes/cocina/recetas/20230314228170/redondo-cerdo-relleno/1-219-856/redondo-relleno-age-c.jpg;6 COMENSALES;2h 0min;Medio;['1 kilogramo de Lomo de cerdo fresco en una pieza', '2 Puerros', '2 ramas de Apio', '2 Cebollas', '2 Zanahorias', '200 g de Orejones', '250 ml de Caldo de jamón', '6 ramitas de Tomillo', '3 cs de Aceite de oliva', 'Sal', 'Pimienta'];['Pedir en la carnicería que hagan un corte al lomo en sentido horizontal sin llegar a separarlo en dos trozos.', 'Retirar las puntas y la primera capa a los puerros y picarlos.', 'Pelar y trocear las cebollas.', 'Retirar los hilos a las ramas de apio y cortarlas en daditos.', 'Pelar las zanahorias y cortarlas en rodajas.', 'Trocear los orejones.', 'Precalentar el horno a 190°.', 'Extender el lomo de cerdo sobre la mesa de trabajo y sazonarlo con sal y pimienta recién molida por sus dos lados.', 'Repartir los orejones y los puerros por encima, enrollar la carne y atarla con hilo de bramante para que no se salga el relleno.', 'Colocar en el fondo de una fuente de horno las zanahorias, las cebollas y los daditos de apio y disponer encima el lomo relleno.', 'Rociarlo con el aceite, bañarlo con el caldo y meterlo al horno 15 minutos a 190°.', 'Bajar la temperatura a 160° y asarlo durante 1 h y 30 min, añadiendo un poco más de caldo si fuera necesario.', 'Sacarlo del horno, poner las ramas de tomillo en la fuente, cubrirlo con papel de aluminio y dejar que repose durante 10 min.', 'Cortar el lomo en filetes de 1,5 cm, repartirlos en los platos y acompañar con las verduras.'];carnes
Cordero asado al estilo del norte de África;https://images.hola.com/imagenes/cocina/recetas/20230314228171/cordero-asado-especias/1-219-861/cordero-lentejas-age-c.jpg;4 COMENSALES;3h 30min;Medio;['2 Paletilla de cordero lechal', '300 g de Lentejas pardinas', '250 g de Tomates cherry', '1 Cebolla', '1 Berenjena', '3 dientes de Ajo', '4 cs de Harissa', '2 cc de Ras el hanout', 'Ralladura de limón (de medio limón)', 'Zumo de limón (de medio limón)', '2 cs de Perejil picado', '4 cs de Aceite de oliva', 'Sal', 'Pimienta', '1 Limón y yogur para acompañar'];['Salpimentar las paletillas, untarlas con la harissa y ponerlas en una fuente.', 'Cubrirlas con papel film y reservarlas toda la noche en el frigorífico junto con las lentejas puestas en remojo en agua fría.', 'Al día siguiente, sacar la fuente de la carne y dejar que se temple.', 'Precalentar el horno a 140°.', 'Retirar las puntas a la berenjena y cortarla en daditos.', 'Pelar y picar la cebolla y los ajos.', 'Calentar el aceite en una cazuela grande y dorar a fuego vivo las paletillas.', 'Retirarlas y reservarlas. Bajar el fuego y rehogar 3 minutos los ajos, la cebolla y la berenjena.', 'Añadir las lentejas escurridas, la ralladura y el zumo de limón y el ras el hanout, cubrir de agua y mezclar.', 'Colocar encima la carne, tapar y cocinar 2 h y 30 min en el horno, añadiendo un poco más de agua si fuera necesario.', 'Lavar los tomatitos, ponerlos en la cazuela con el perejil picado y hornear 30 minutos más con la cazuela destapada.', 'Repartir en los platos la carne con las lentejas y las verduras y acompañar con el yogur y unas cuñas de limón.', 'Consejo: Pedir en la carnicería que deshuesen las paletillas y corten su carne en trozos grandes para facilitar el emplatado.'];carnes
Salteado de lentejas con verdura, beicon y huevo;https://images.hola.com/imagenes/cocina/recetas/20230313228117/salteado-lentejas-verduras-beicon-huevo/1-219-338/huevo-lentejas-age-z.jpg;4 COMENSALES;20min;Fácil;['4 ud de Huevo', '400 g de Lentejas cocidas en conserva', '1 unidad de Cebolla', '1 unidad de Tomate', '1 diente de Ajo', '150 g de Beicon en trocitos', '1 chorrito de Cerveza', 'Pimienta', 'Aceite de oliva virgen extra', 'Sal'];['Pela la cebolla, el ajo y el tomate y pica todo muy finito.', 'Pon las lentejas en un colador, pasa por agua fría y escurre bien.', 'Echa aceite en una sartén y rehoga a fuego medio el ajo y la cebolla.', 'Agrega el tomate y el beicon, salpimenta y rehoga unos minutos más.', 'Añade las lentejas y un chorrito de cerveza y rehoga unos minutos.', 'En otra sartén echa un poco de aceite y cocina los huevos a la plancha.', 'Sirve en la base de cada plato el salteado de lentejas y coloca encima el huevo.', 'Añade sobre el huevo un poco de sal y de pimienta.'];carnes
Tortilla de tomates cherry, queso y salchichas en microondas;https://images.hola.com/imagenes/cocina/recetas/20230313228115/tortilla-tomates-cherry-queso-tortilla-microondas/1-219-318/tortilla-taza-age-z.jpg;1 COMENSALES;5min;Fácil;['2 ud de Huevo', '1 unidad de Salchicha Frankfurt', '4 ud de Tomates cherry', '2 cc de Queso rallado', 'Sal', 'Pimienta', 'Hierbas aromáticas'];['Bate los huevos en un bol con sal y pimienta.', 'Lava los tomates cherry y córtalos en cuartos.', 'Corta en rodajas la salchicha.', 'Incorpora el huevo batido en una taza o en una cazuelita individual apta para el microondas.', 'Añade el tomate, la salchicha y el queso rallado.', 'Introduce 2 minutos en el microondas a máxima potencia.', 'Saca con cuidado ¡y listo para comer!'];carnes
Estofado de carne con patata y zanahoria;https://images.hola.com/imagenes/cocina/recetas/20230313228054/estofado-carne-patata-zanahoria/1-218-783/estofado-adobe-z.jpg;4 COMENSALES;55min;Fácil;['400 g de Ternera en dados', '4 ud de Zanahoria', '400 g de Patatas pequeñas', '2 dientes de Ajo', '1 vaso de Caldo de carne', '1 chorrito de Vino blanco', '1 hoja de Laurel', 'Perejil fresco', 'Sal', 'Pimienta', 'Aceite de oliva'];['Pelas las zanahorias y las patatas. Corta en rodajas las primeras y por la mitad las segundas.', 'Pela y pica la cebolla y los ajos.', 'Pon una cazuela en el fuego, añade un poco de aceite y pocha la cebolla y el ajo.', 'Salpimenta la carne y séllala en una sartén con aceite.', 'Agrega las zanahorias, las patatas, la hoja de laurel y el vino y deja que se evapore el alcohol.', 'Añade la carne, el caldo y agua hasta cubrir, tapa y cocina durante unos 35 minutos.', 'Deja que se enfríe para poder abrir la olla, sirve el estofado y termina con perejil fresco picado.'];carnes
'Pulled pork' o cerdo deshilachado;https://images.hola.com/imagenes/cocina/recetas/20230228227246/pulled-pork-o-cerdo-deshilachado/1-210-337/pulledpork-oberon-z.jpg;6 COMENSALES;2h 35min;Fácil;['1 pieza de Lomo de cerdo cabezada', '1 cucharadita de Tomillo', '2 cc de Ajo seco molido', '2 cc de Cebolla en polvo', '2 cc de Pimentón agridulce de La Vera', '2 cs de Salsa de soja', '1 cucharada de Salsa barbacoa', '1 cucharada de Tomate concentrado', '180 ml de Agua', 'Pimienta negra al gusto'];['Mezclamos las especias con las salsas con 80 ml de agua y embadurnamos la carne, que dejaremos macerar mínimo 1 hora, pero preferiblemente toda la noche. En nuestro caso, metemos todo en una bolsa de congelación de cierre zip para que quede lo más hermético posible.', 'Ponemos la carne con el macerado en la olla rápida y añadimos el resto de agua.', 'Cerramos, ponemos a fuego fuerte y esperamos a que alcance la presión 2.', 'Cuando alcance la presión, bajamos a fuego medio y cocinamos durante 1 hora y media.', 'Retiramos del fuego, dejamos que pierda la presión y abrimos la olla.'];carnes
Ramen en olla rápida;https://images.hola.com/imagenes/cocina/recetas/20230228227250/ramen-olla-rapida/1-210-434/ramen-olla-oberon-z.jpg;2 COMENSALES;2h 40min;Fácil;['2 cc de Aceite de oliva virgen extra', '2 ud de Hueso de cerdo', '200 g de Setas shiitake', '1 unidad de Puerro o cebolla', '3 ud de Zanahoria', '1 cucharada de Sal', '1 litro de Agua', '400 ml de Caldo de carne', '300 ml de Salsa de soja', '300 ml de Agua', '20 ml de Sake', '20 ml de Mirin', '2 hojas de Alga kombu', '4 ud de Setas shiitake', '2 ud de Huevos cocidos', '8 rodajas de Chashu carne para el ramen', '120 g de Fideos ramen', '1 trozo de Cebolleta china (el tallo)', 'Naruto pasta de pescado', '1 hoja de Alga nori'];"['Limpiamos y cortamos el puerro y las zanahorias en trozos.', 'Ponemos en la olla rápida los huesos con el aceite y los doramos a fuego fuerte. Cuanto más dorados, más oscuro será nuestro caldo.', 'Añadimos las setas, el puerro o la cebolla y las zanahorias cortadas en trozos, además de una cucharada de sal y el agua.', 'Cerramos la olla rápida y ponemos a fuego máximo. Cuando alcance la presión 2, bajamos a fuego medio-bajo y cocinamos durante 12 minutos.', 'Retiramos del fuego, esperamos a que pierda la presión y abrimos la olla.', 'Colamos, eliminamos las impurezas y desgrasamos si es necesario, y ya tenemos nuestro caldo de carne.', ""Empezamos elaborando el 'tare'', ya que dejaremos macerando los huevos en él un par de horas para que tengan un bonito color envejecido."", 'Para ello, en la olla rápida ponemos la salsa de soja, el agua, el sake y el mirin, y mezclamos bien. Añadimos las dos hojas de alga kombu limpias y las setas shiitake.', 'Cerramos la olla y ponemos a fuego fuerte, y cuando alcance la presión 1 bajamos a fuego medio y dejamos cocinar 5 minutos. Retiramos del fuego, esperamos a que pierda la presión y colamos.', ""Pelamos los huevos cocidos y los cubrimos con el 'tare' durante, mínimo, 2 horas."", 'Ponemos a calentar el caldo y lo mantenemos caliente.', 'Cocemos la pasta en agua siguiendo las instrucciones del paquete (serán unos 4 minutos), y la escurrimos.', ""Preparamos dos boles. Añadimos un cucharón del 'tare' en cada uno, 200 ml de caldo caliente, agregamos la mitad de los fideos y encima los toppings''. En un lado las tiras de 'chashu', unas rodajitas del tallo de una cebolleta, el huevo y unas rodajas de 'naruto'. Y acompañamos con dos trozos de alga nori.""]";carnes
Tortilla de pasta con chorizo y queso cheddar;https://images.hola.com/imagenes/cocina/recetas/20230223227009/tortilla-pasta-chorizo-queso-cheddar/1-208-516/coditos-chorizo-age-z.jpg;4 COMENSALES;30min;Fácil;['250 g de Coditos de pasta cocidos', '1 unidad de Pimiento rojo', '1 unidad de Pimiento amarillo', '1 unidad de Puerro', '5 ud de Huevo', '100 g de Queso cheddar rallado', '75 g de Chorizo troceado', 'Aceite de oliva', 'Perejil fresco', 'Sal'];['Limpia el puerro, quita los extremos y pícalo.', 'Lava, seca, quita los rabos y las semillas de los dos tipos de pimientos y trocéalos.', 'Echa un poco de aceite en una sartén grande y pocha a fuego medio el puerro y los pimientos con un poco de sal.', 'Bate los huevos en un bol y añade una pizca de sal.', 'Incorpora los coditos de pasta, las verduras, el chorizo y el queso cheddar y mezcla todo bien.', 'Añade un poco de aceite en una sartén y vuelca la mezcla anterior para cocinarla dando unas cuantas vueltas de forma que se cuaje el huevo.', 'Espolvorea un poco de perejil fresco picado ¡y ya tienes la tortilla lista para comer!'];carnes
'Tortilla vaga' carbonara;https://images.hola.com/imagenes/cocina/recetas/20230223227000/tortilla-vaga-carbonara/1-208-485/carbonara-adobe-z.jpg;4 COMENSALES;20min;Fácil;['250 g de Pasta a la carbonara', '1 brik 1/4 litro de Nata para cocinar', '1 unidad de Cebolla', '4 ud de Huevo', 'Aceite de oliva', 'Sal', 'Perejil fresco', 'Pimienta negra'];"[""Pela la cebolla y pícala en 'brunoise', o lo que es lo mismo, en daditos pequeños."", 'Echa un poco de aceite en una sartén y pocha la cebolla unos minutos.', 'Añade la pasta a la carbonara, la nata, sal y pimienta y deja cocinar todo unos 3-4 minutos.', 'Bate los huevos en un bol y salpimenta.', 'Incorpora la mezcla de pasta carbonara y mezcla bien.', 'Engrasa la sartén con una gota de aceite y vuelca la mezcla anterior.', 'Haz movimientos circulares para que se cuaje por abajo la tortilla.', 'Espolvorea con perejil fresco y lleva directamente a la mesa para servir.']";carnes
