titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
'Dark and stormy';https://images.hola.com/imagenes/cocina/recetas/20220815215282/dark-and-stormy/1-125-815/dark-z.jpg;1 COMENSALES;5min;Fácil;['100 ml de Ginger beer Seventeen', '60 ml de Ron negro', '15 ml de Zumo de lima', '1 rodaja de Lima', 'Hielo'];['En un vaso alto echa el ron y el ginger beer.', 'Añade el zumo de lima y hielo.', 'Remueve y decora con una rodaja de lima.'];cócteles
Tormenta Negra;https://images.hola.com/imagenes/cocina/recetas/20220815215281/coctel-tormenta-negra/1-125-814/tormenta-negra-z.jpg;1 COMENSALES;10min;Fácil;['50 ml de Ron', '0.5 unidad de Lima', '3 gotas de Angostura', '200 ml de Ginger beer', '1 rodaja de Naranja'];['Llena un vaso alto con hielo en cubos y exprime las rodajas de lima.', 'Vierte el ron y el ginger beer y añade la angostura.', 'Remueve suavemente antes de servir.', 'Decora con una rodaja de naranja.'];cócteles
'Mint julep' con ron;https://images.hola.com/imagenes/cocina/recetas/20220815215280/mint-julep-ron/1-125-813/mintjulep-age-z.jpg;1 COMENSALES;10min;Fácil;['75 ml de Ron añejo', '15 ml de Sirope de azúcar', '10 hojas de Menta fresca', 'Ginger Ale', 'Cubitos de hielo'];['En un vaso incorpora el sirope de azúcar y las hojas de menta.', 'Machaca con un mortero con cuidado.', 'Añade el ron añejo y un poco de ginger ale.', 'Mezcla, incorpora unos hielos y decora con más hojas de menta.'];cócteles
'Citrus rum cooler';https://images.hola.com/imagenes/cocina/recetas/20220815215279/citrus-rum-cooler/1-125-811/citrus-z.jpg;1 COMENSALES;10min;Fácil;['40 ml de Ron añejo', '15 ml de Triple seco', '15 ml de Zumo de lima', '15 ml de Jarabe de azúcar para coctelería', '30 ml de Soda (Sprite, 7Up, etc)', '1 rodaja de Limón', '1 rodaja de Lima', 'Hielo'];['Mezcla en una coctelera el ron añejo, el licor Triple Seco, el zumo de lima y el sirope de azúcar.', 'Sirve en un vaso alto.', 'Añade hielo, llena con la soda, remueve y decora con las rodajas de limón y lima.', '¡Listo para servir!'];cócteles
Daiquiri de limón;https://images.hola.com/imagenes/cocina/recetas/20220815215278/coctel-daiquiri-limon/1-125-810/daiquiri-adobe-z.jpg;1 COMENSALES;5min;Fácil;['50 ml de Ron blanco', '1 unidad de Limón', '1 cucharada de Azúcar blanca', 'Hielo pilé'];['Exprime el zumo de limón y cuélalo.', 'Introduce en la coctelera el zumo, el ron, el azúcar y el hielo.', 'Agita enérgicamente la coctelera unos minutos.', 'Sirve el daiquiri de limón en una copa y decora como más te guste.'];cócteles
Mojito de frambuesas;https://images.hola.com/imagenes/cocina/recetas/20220708213381/mojito-frambuesas/1-112-994/mojito-frambuesa-adob-c.jpg;1 PORCIONES;10min;Fácil;['0.5 Lima', '2 cs de Azúcar', 'Frambuesas', 'Hierbabuena', 'Hielo', '60 ml de Ron blanco', '120 ml de Soda'];['Cortamos la media lima en cuatro cuartos.', 'Introducimos los cachos de lima en el fondo del vaso donde vamos a presentar el mojito.', 'Sumamos el azúcar. Machacamos la lima con el azúcar (puedes ayudarte del pilón de un mortero).', 'Añadimos al vaso 7 u 8 frambuesas y volvemos a machacar.', 'Sumamos un ramito de hojas de hierbabuena y machacamos de nuevo, pero ahora con algo menos de intensidad para que las hojas no se rompan mucho.', 'Añadimos el ron. Llenamos el vaso con hielo hasta arriba (no tiene por qué se muy picado pero sí en trozos no excesivamente grandes).', 'Sumamos la soda.', 'Removemos cuidadosamente de abajo hacia arriba.', 'Finalmente introducimos unas frambuesas enteras y decoramos con unas hojas enteras de hierbabuena.'];cócteles
Cóctel 'Guacamolita';https://images.hola.com/imagenes/cocina/recetas/20220705213156/coctel-guacamolita/1-111-149/guacamolita-c.jpg;1 PORCIONES;15min;Fácil;['5 cl de Tequila blanco', '3 cl de Zumo de lima', '2 cl de Jarabe de azúcar', '0.25 Aguacate', '3 tallos de Cilantro', '8 gotas de Tabasco', '1 pizca de Sal', 'Cubitos de hielo'];"['Con una rodaja de lima, moja el borde del vaso de servir y pasa el borde del vaso por sal (opcional).', 'Cortar el aguacate, triturar una cuarta parte hasta que quede suave y combinarlo con el cilantro y el tequila en una coctelera.', 'A continuación, añade el jarabe de azúcar, el tabasco, el zumo de lima y el hielo y agita enérgicamente.', 'Llena el vaso con hielo fresco y pasa el cóctel por un colador.', 'Decora con una ramita de cilantro, una rodaja de lima y una rodaja de aguacate.', ""Tip: Puedes sustituir el tequila por la misma cantidad de agua para obtener un delicioso cóctel sin alcohol o, si prefieres tus cócteles congelados, combina todos los ingredientes en una licuadora para disfrutar de una 'Guacamolita' congelada.""]";cócteles
Cóctel de vermú y fresa;https://images.hola.com/imagenes/cocina/recetas/20220609211485/coctel-vermu-fresa/1-99-591/vermu-fresa-adobe-z.jpg;2 COMENSALES;5min;Fácil;['25 ml de Vermú', '60 ml de Ginebra', '20 ml de Sirope de fresa', 'Azúcar moreno', 'Fresas', 'Zumo de limón'];['Echa en la coctelera el vermú, la ginebra, el jarabe de fresa y unos cubitos de hielo.', 'Cierra la coctelera y agita unos segundos enérgicamente.', 'Moja los bordes de dos copas de cóctel en un plato en el que habrás puesto el zumo de limón y pasa por otro plato con el azúcar moreno.', 'Sirve el contenido de la cóctelera con un hielo y decora con unas fresas.'];cócteles
Cóctel de ron añejo y café;https://images.hola.com/imagenes/cocina/recetas/20220609211482/coctel-ron-anejo-cafe/1-99-583/roncafe-adobe-z.jpg;2 COMENSALES;10min;Fácil;['0.5 vaso de Café solo', '4 cs de Ron añejo', '2 cs de Leche condensada', '0.5 cucharadita de Canela molida', 'Cubitos de hielo'];['En una cóctelera mezcla el ron añejo, el café solo y unos cubitos de hielo.', 'Agita unos segundos fuertemente.', 'Abre la cóctelera, sirve en dos vasos con hielo y añade una cucharada de la leche condensada en cada uno.'];cócteles
Tequila Sunrise;https://images.hola.com/imagenes/cocina/recetas/20220609211481/coctel-tequila-sunrise/1-99-582/tequila-sunrise-adobe-z.jpg;2 COMENSALES;5min;Fácil;['100 ml de Tequila', '240 ml de Zumo de naranja', '40 ml de Granadina', '20 ml de Zumo de lima', 'Lima para decorar', 'Limón para decorar', 'Hielo'];['Llena un vaso alto con cubitos de hielo.', 'Añade el tequila, el zumo de naranja y el zumo de lima y remueve.', 'Para buscar el efecto del amanecer, ve echando poco a poco la granadina.', 'Decora con una rodaja de limón y una rodaja de lima.'];cócteles
Cóctel 'Agua de Valencia';https://images.hola.com/imagenes/cocina/recetas/20220316206416/agua-valencia-coctel/1-64-28/agua-valencia-adob-c.jpg;8 PORCIONES;10min;Fácil;['500 ml de Zumo de naranja valenciana recién exprimidas', '500 ml de Cava seco o brut (si es valenciano, mejor)', '250 ml de Vodka', '250 ml de Ginebra', 'Hielo', 'Azúcar (solo si las naranjas no estuvieran en su punto óptimo de maduración)'];['Preparar la jarra con abundante hielo. Remover los hielos en el interior para enfriarla.', 'Echar en la jarra 250 ml de vodka.', 'Añadir 250 ml de ginebra.', 'Verter a continuación 500 ml de zumo de naranja y remover con cuchara mezcladora.', 'Añadir 500 ml de cava.', 'Remover y servir bien frío en copa de cava.', 'Tip: puedes prepararla con antelación y dejarla enfriar en la nevera casi hasta escarchado. Antes de servir deberás remover con cuchara sin agitar.'];cócteles
San Francisco;https://images.hola.com/imagenes/cocina/recetas/20210804194107/coctel-san-francisco/0-982-233/san-francisco-age-z.jpg;4 COMENSALES;10min;Fácil;['80 ml de Zumo de naranja', '60 ml de Zumo de limón', '60 ml de Zumo de piña', '60 ml de Granadina', 'Hielo picado', 'Azúcar blanca'];['Mezcla 2 cucharadas de azúcar con un poco de granadina, luego metemos en esta mezcla los bordes de los vasos o las copas boca abajo y los dejamos boca abajo.', 'Mete en la coctelera hielo picado, el zumo de naranja, el zumo de piña y el zumo de limón.', 'Agita con energía la coctelera.', 'Sirve en los vasos o copas un poco de granadina en la base y añade el contenido de la coctelera.', 'Decora con rodajas de naranja, guindas, etc.'];cócteles
Black Russian;https://images.hola.com/imagenes/cocina/recetas/20210511189383/coctel-black-russian/0-950-953/black-russian-adobe-z.jpg;2 COMENSALES;5min;Fácil;['4 cl de Licor de cafe (Kahlúa)', '8 cl de Vodka', 'Cubitos de hielo'];['Este cóctel se prepara directamente en vasos anchos, así que echa en cada uno 2 ó 3 cubitos de hielo.', 'Incorpora en cada vaso la medida del licor de café.', 'Ahora añade en cada vaso la cantidad correspondiente de vodka.', 'Remueve bien con una cucharita de mango largo, la clásica de coctelería, para que se enfríe.', 'Disfruta de tu Black Russian.'];cócteles
Cóctel Gimlet;https://images.hola.com/imagenes/cocina/recetas/20210511189380/coctel-gimlet/0-950-940/ginlet-adobe-z.jpg;2 COMENSALES;20min;Fácil;['180 ml de Ginebra', '1.5 cl de Zumo de lima o de limón', '15 ml de Agua', '15 g de Azúcar blanca', 'Lima', 'Hielo picado'];['Ten la previsión de enfriar previamente la ginebra para que esté muy fría.', 'En un cazo pequeño echa el azúcar y el agua y espera hasta que llegue a ebullición. Remueve con la cuchara para que se disuelva el azúcar.', 'Retira del fuego y deja que este jarabe se enfríe por completo.', 'Una vez que esté frío el jarabe, añade a una coctelera la ginebra y el zumo de lima, cierra y agita enérgicamente.', 'Echa hielo picado en las copas, añade el Gimlet y decora con una rodajita de lima.'];cócteles
Dry Martini;https://images.hola.com/imagenes/cocina/recetas/20210511135065/coctel-dry-martini-cs/0-633-205/h_88154745-m.jpg;1 COMENSALES;5min;Fácil;['4 partes de Vermú blanco seco', '1 parte de Ginebra', '1 trozo de Piel de limón', '1 unidad de Aceitunas verdes'];['Ten la precaución de enfriar previamente la ginebra, el vermú y la coctelera antes de comenzar.', 'Una vez todo frío, llena la coctelera con hielo picado y las porciones correctas de ginebra y de vermú, y mezcla el combinado sin agitarlo para evitar que el hielo pierda consistencia.', 'Sírvelo en la copa, y exprime los aceites esenciales de una corteza de limón sobre la superficie y acompaña con una aceituna.', 'Ya tienes listo para tomar tu dry martini.'];cócteles
Kir Royal;https://images.hola.com/imagenes/cocina/recetas/20210511189374/coctel-kir-royal/0-950-913/kir-roya-adobe-z.jpg;2 COMENSALES;5min;Fácil;['300 ml de Champán', '4 cc de Cassis', 'Frambuesas'];"['Has de tener la precaución de tener el champán muy muy frío, así que si no lo está, mételo en una cubitera con agua y hielo.', ""Añade 1 cucharadita de crema de 'cassis' en cada copa de flauta."", 'Completa cada copa con el champán y remueve con una cuchara de mango largo.', 'Incorpora dos frambuesas ¡ y disfruta del kir royal!']";cócteles
Piña colada;https://images.hola.com/imagenes/cocina/recetas/20210511189372/coctel-pina-colada/0-950-908/colada-adobe-z.jpg;2 COMENSALES;10min;Fácil;['80 ml de Crema de coco', '120 ml de Ron', '160 ml de Zumo de piña', 'Hielo picado', 'Piña natural para decorar'];['Empieza preparando la coctelera y ten los ingredientes listos.', 'Echa en la coctelera el ron, la crema de coco, el zumo de piña y hielo picado en cantidad suficiente.', 'Cierra la coctelera y agítala enérgicamente para que se mezclen bien todos los ingredientes.', 'Sirve en copa o vaso ancho (con el hielo picado) y clava en los bordes unas cuñas de piña natural.', 'Introduce en cada piña colada una pajita.'];cócteles
