titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Pizza con base de zanahoria;https://images.hola.com/imagenes/cocina/recetas/20230313228087/pizza-base-zanahoria/1-219-127/tortipizza-c.jpg;6 PORCIONES;40min;Fácil;['400 g de Zanahoria', '70 g de Harina de avena o garbanzo', '1 cucharadita de Ajo en polvo', 'Orégano', '200 ml de Tomate triturado', '70 g de Queso mozzarella rallado', 'Tomates cherry', 'Albahaca fresca', 'Orégano'];['Pela y corta unas zanahorias a rodajas y cocínalas al vapor, asadas o cocidas. Si las cueces, es importante que retires el exceso de agua, ya que podría aportar demasiada humedad a la masa y no quedaría bien.', 'Aplástalas bien con un tenedor hasta hacerlas puré. Añade los demás ingredientes e integra todo bien.', 'Pon la masa sobre papel vegetal, cubre con otro, y estira con la ayuda de un rodillo dándole forma redonda o cuadrada, al gusto.', 'Precalienta el horno a 200 °C con calor arriba y abajo sin ventilador.', 'Hornea la base, sin los acompañamientos, durante unos 15 minutos, hasta que veas que los bordes se doran ligeramente.', 'Saca del horno y reparte por encima tus ingredientes favoritos. Vuelve a hornear 15 minutos más.', 'Retírala, déjala templar y ¡ya está lista para disfrutar!'];verduras
Berenjenas 'Orly';https://images.hola.com/imagenes/cocina/recetas/20230307227707/berenjenas-orly/1-215-130/berenjenas-fritas-adobe-z.jpg;4 COMENSALES;30min;Fácil;['2 ud de Berenjena', '125 g de Harina', '100 ml de Cerveza', '1 cucharadita de Levadura en polvo', '1 unidad de Huevo', 'Sal', 'Aceite de oliva'];['Lava, seca y corta las berenjenas en rodajas de grosor medio.', 'Echa la harina en un bol y añade la cerveza, el huevo, la levadura y sal y mezcla bien con una varilla.', 'Deja reposar 15 minutos.', 'Calienta aceite de oliva en una sartén y fríe las rodajas de berenjenas previamente pasadas por la pasta preparada.', 'Dora por ambos lados y saca sobre papel de cocina.', 'Sirve rápidamente y acompaña con la salsa que te apetezca.'];verduras
Mermelada de cebollas moradas;https://images.hola.com/imagenes/cocina/recetas/20230307227673/mermelada-cebollas-moradas/1-214-807/mermelada-cebolla-adobe-z.jpg;;3h 30min;Fácil;['1 kilogramo de Cebollas moradas', '200 ml de Vinagre de frambuesa', '400 g de Azúcar blanca'];['Pela las cebollas y corta en aros no muy finos.', 'Echa el vinagre en un recipient, mete las cebollas y déjalas unas 2 horas removiendo de vez en cuando.', 'Agrega el azúcar y deja que repose otra hora más.', 'Echa todo en una cazuela, pon al fuego y cocina a fuego medio durante unos 30 minutos dándole vueltas de vez en cuando.', 'Llena unos frascos esterilizados de vidrio con la mermelada, tapa y conserva en la despensa hasta su uso  -duran entre 6 y meses-.'];verduras
Crema de puerros y patata con chorizo de vela;https://images.hola.com/imagenes/cocina/recetas/20230222226923/crema-puerro-chorizo/1-207-968/puerro-chorizo-age-c.jpg;4 COMENSALES;40min;Fácil;['600 g de Patatas', '3 Puerros', '2 Cebolletas', '100 g de Chorizo de vela', '150 ml de Aceite de oliva para freír', 'Sal', 'Pimienta'];['Pelar las patatas, lavarlas y cortar en dados la mitad.', 'Cortar la mitad de las restantes en bastones gruesos y la otra mitad en rodajas de 5 mm de grosor.', 'Retirar las puntas y la última capa a los puerros y picarlos.', 'Calentar 4 cucharadas de aceite en una cazuela y sofreír 4 min el puerro picado.', 'Añadir los dados de patata, sazonar con sal y pimienta y saltear a fuego fuerte 2 min.', 'Cubrir de agua, llevar a ebullición y cocer 25 min a fuego bajo.', 'Freír el resto de patatas con el aceite restante hasta que se doren.  Escurrirlas y reservarlas.', 'Cortar el chorizo en rodajas de 3 mm de grosor y luego cada una en cuartos. Sofreírlas en 2 c.s. del aceite de freír las patatas, escurrirlas y reservarlas.', 'Retirar las puntas y la última capa a las cebolletas y cortarlas en trozos oblicuos.', 'Triturar en la batidora el contenido de la cazuela e incorporar las patatas fritas reservadas.', 'Repartir la sopa en platos hondos con las patatas y acompañar con el chorizo frito y los trozos de cebolleta. Espolvorear con pimienta recién molida y servir de inmediato.'];verduras
Sopa de calabaza ahumada con chorizo de León;https://images.hola.com/imagenes/cocina/recetas/20230222226921/sopa-calabaza-chorizo-leon/1-207-966/calabaza-chorizo-age-c.jpg;6 COMENSALES;1h 0min;Fácil;['800 g de Calabaza', '1 Chalota', '250 g de Chorizo de León', '250 ml de Leche de almendras', '1 cucharadita de Pimentón ahumado', '1 cucharadita de Jengibre molido', '4 cs de Aceite de oliva', 'Sal', 'Pimienta', 'Tomillo (hojitas para decorar)'];['Precalentar el horno a 180º.', 'Pelar la calabaza, retirar las semillas y trocearla.', 'Pelar y trocear la chalota.', 'Colocar una hoja de papel de aluminio sobre la bandeja de horno y disponer encima la calabaza y la chalota troceadas.', 'Añadir el pimentón, el jengibre y una pizca de sal y de pimienta, rociar con 2 c.s. de aceite, cubrir con otra hoja de papel de aluminio, doblar los bordes para sellar el interior y hornear 40 minutos a 180º.', 'Retirar del horno, verter en el vaso de la batidora con la leche de almendras, triturar y mantener al calor en una cazuela.', 'Cortar el chorizo en rodajas de 5 mm y freírlas en una sartén con el resto del aceite.', 'Repartir en cuencos la sopa de calabaza, acompañar con el chorizo y unas gotas del aceite de la sartén y decorar con unas hojitas de tomillo.', 'Tostar las semillas de la calabaza y añadirlas a la sopa con el chorizo.'];verduras
Tomatitos 'cherry' rellenos de queso y 'kikos';https://images.hola.com/imagenes/cocina/recetas/20230220226734/tomatitos-cherry-rellenos-queso-kikos/1-206-427/tomatitos-kikos-adob-c.jpg;10 PORCIONES;15min;Fácil;['10 Tomates cherry', 'Queso cremoso', '1 puñadito de Kikos', '1 puñadito de Avellanas picadas en cachitos (no muy pequeños)', 'Perejil picado'];"[""Lavar bien los tomatitos. Cortarles el 'sombrero' y vaciarlos de su pulpa con cuidado."", 'Rellenarlos con queso cremoso (puedes rebajarlo un poco previamente con un poquito de leche si está muy denso)', 'Dispone encima de cada tomatito algún kiko y cachitos de avellana.', 'Espolvorear perejil.', 'Presentar los tomatitos en una bandeja, algunos con el sombrerito, otros sin él.']";verduras
Tomatitos rellenos con crema de albahaca;https://images.hola.com/imagenes/cocina/recetas/20230220226737/tomatitos-rellenos-crema-albahaca/1-206-432/tomatitos-albahaca-age-c.jpg;10 PORCIONES;20min;Fácil;['10 Tomates cherry', '1 tarrina de Queso cremoso', '1 puñado de Albahaca (hojas frescas)', 'Leche', 'Aceite de oliva virgen extra'];['En un recipiente echar 5 o 6 cucharadas de queso cremoso, añadir un chorrito de leche y mezclar hasta que quede una textura cremosa.', 'Picar muy fino las hojas de albahaca. Añadirlas a la mezcla, sumar un chorrito y aceite y mezclar todo bien hasta que quede bien integrado.', 'Meterla mezcla en una manga pastelera y reservar en la nevera.', 'Lavar bien lo tomatitos, cortarte el sombrero y vaciarlos de su pulpa con cuidado.', 'Rellenarlos con la crema con la ayuda de la manga pastelera.', 'Taparlos con su sombrero. Espolvorear por encima de los tomates una pizca de pimienta y una gotas de aceite.'];verduras
Tomatitos rellenos de Morbier;https://images.hola.com/imagenes/cocina/recetas/20230220226735/tomatitos-rellenos-morbier/1-206-430/tomatitos-morbier-age-c.jpg;10 PORCIONES;15min;Fácil;['10 Tomates cherry', '1 cuña de Queso Morbier', 'Semillas de sésamo blanco', 'Aceite de oliva virgen extra'];"['Cortar el queso en dados de unos 2 cm.', ""Lavas bien los tomatitos, secarlos y cortarles el 'sombrero'. Vaciarlos de su pulpa con cuidado."", 'Untar con un poco de aceite la parte inferior de los tomates.', 'Disponer la semillas de sésamo en un platito. Pasar la parte inferior de los tomates por encima de las semillas, de forma que éstas queden adheridas.', ""Introducir un dado de queso en cada tomatito. Tapar con el 'sombrerito' (puede quedar en vertical, como en la imagen). Disponer en una bandeja.""]";verduras
Crema de zanahorias con jengibre y 'croutons';https://images.hola.com/imagenes/cocina/recetas/20230214226394/crema-zanahorias-jengibre-croutons/1-203-941/crema-zanahoria-adob-c.jpg;4 COMENSALES;50min;Fácil;['500 g de Zanahorias', '200 g de Calabaza', '1 Cebolla', '1 cucharada de Jengibre molido', '0.5 cucharadita de Nuez moscada rallada', 'Aceite de oliva virgen extra', 'Sal', 'Pimienta', 'Croûtons', 'Albahaca para decorar'];"['Precalentar el horno a 190º.', 'Pelar las zanahorias, retirar las puntas y trocearlas.', 'Desechar la piel y las semillas de la calabaza y trocearla.', 'Pelar la cebolla y cortarla en cuartos.', 'Poner todas las verduras en una fuente refractaria, salpimentar, rociar con el aceite y hornear 40 min a 190º.', 'Retirar del horno y triturar en el vaso de un robot de cocina con 400 ml de agua (o caldo de verduras) hasta obtener una crema lisa.', 'Añadir el jengibre y la nuez moscada, corregir de sal si es necesario y triturar de nuevo.', ""Servir la crema en cuencos, decorar con unos 'croûtons' y unas hojas de albahaca.""]";verduras
Gratinado de puerros con 'tahini' y queso;https://images.hola.com/imagenes/cocina/recetas/20230207225977/gratinado-puerros-tahini/1-200-691/graten-puerros-age-c.jpg;6 COMENSALES;30min;Fácil;['10 Puerros', '100 g de Queso de Mahón semicurado rallado', '2 cs de Tahini', '1 cucharada de Pan rallado', '30 g de Mantequilla', 'Sal', 'Pimienta'];"['Retirar las raíces y las puntas verdes de las hojas a los puerros y lavarlos.', 'Cortarlos en segmentos de 10 cm y cocerlos en agua salada durante 10 minutos.', 'Precalentar el horno a 190°.', ""Derretir la mantequilla con el queso y el 'tahini' en un cuenco al baño maría o en el microondas."", 'Escurrir los puerros y colocarlos en una fuente refractaria formando 2 capas.', 'Repartir por encima la mezcla de mantequilla, queso y tahini, espolvorearla con el pan rallado, salpimentar y meter la fuente al horno a 190° entre 12 y 15 minutos, hasta que se dore la superficie.', 'Dejar que se enfríe un poco, llevar la fuente a la mesa y repartir los puerros gratinados en los platos.']";verduras
