titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Torrijas tradicionales fáciles paso a paso;https://images.hola.com/imagenes/cocina/recetas/20230322228605/torrijas-tradicionales-de-semana-santa/1-223-420/torrijas-tradicionales-adobe-m.jpg;4 COMENSALES;40min;Fácil;['1 barra de Pan candeal (mejor del día anterior)', '1 litro de Leche entera', '200 g de Azúcar blanca', '1 unidad de Piel de naranja', '1 unidad de Piel de limón', '2 ud de Canela en rama', '2 ud de Huevo', '2 cs de Canela molida', 'Azúcar blanca para rebozar', 'Aceite de oliva'];['Lo primero que debes hacer es infusionar la leche para que absorba todos los aromas y sabores de los cítricos, la canela y el azúcar. Pon un cazo al fuego con la leche, la piel del limón, la piel de naranja -ambas sin la parte blanca para que no amargue- y las ramas de canela.', 'Añade 100 gramos de azúcar y cocina sin que llegue a hervir removiendo continuamente para que se disuelv (y si te gustan menos dulces, añade menos cantidad).', 'Una vez que la leche esté infusionada deja que se enfríe para que cuando remojes las rebanadas de pan no se rompa con el calor de la leche. Cuela la leche para quitarle las pieles de naranja y limón y la canela.', 'Corta la barra de pan en rebanadas y remójalas en la leche aromatizada por ambos lados para que se empapen bien (si puedes dejarlas al menos media hora mucho mejor). Puedes utilizar el pan que más te guste o el que tengas a mano pero lo ideal es utilizar un pan del día anterior, si es candeal mejor porque tiene la miga más prieta.', 'Bate los huevos, echa abundante aceite de oliva en una sartén y pon al fuego para calentar. El aceite de oliva le dará más sabor así que si lo prefieres utiliza aceite de girasol que es más neutro.', 'Pasa las rebanadas por huevo batido con cuidado para que no se rompan y fríe por los dos lados hasta que estén doradas. Sácalas sobre papel de cocina.', 'Echa 100 gramos de azúcar en una fuente, 3 cucharadas soperas de canela en polvo y mezcla bien.', 'Reboza las torrijas en la mezcla de azúcar y canela, deja que reposen ¡y a disfrutarlas!'];panes
Pincho de queso de cabra con anchoas, pimiento y aceituna negra;https://images.hola.com/imagenes/cocina/recetas/20230321228534/pincho-queso-cabra-anchoa-pimiento-aceituna/1-222-885/berenje-anchoa-adobe-z.jpg;4 COMENSALES;20min;Fácil;['4 rebanadas de Pan', '1 unidad de Pimiento rojo', '1 unidad de Cebolla', '4 cc de Queso crema de cabra', '8 ud de Anchoas', '4 ud de Aceitunas negras sin hueso', 'Aceite de oliva virgen extra', 'Rúcula'];"['Lava, seca, quita el rabito y las semillas del pimiento rojo y corta en daditos.', ""Pela y pica la cebolla también 'brunoise'."", 'Echa aceite en una sartén puesta al fuego, calienta y pocha el pimiento y la cebolla hasta que estén blandos. Escurre.', 'Echa la cebolla y el pimiento en un bol y añade las aceitunas negras y las anchoas, ambas picaditas.', 'Tuesta las rebanadas de pan y una sobre cada una una cucharada de la crema de queso de cabra.', 'Incorpora una cucharada de la mezcla de verdura y anchoas y termina con unas hojitas de rúcula.']";panes
Mini chapata de anchoas, queso manchego y tomate seco;https://images.hola.com/imagenes/cocina/recetas/20230321228526/mini-chapata-anchoas-queso-manchego-tomate-seco/1-222-832/anchoa-manchego-age-z.jpg;4 COMENSALES;10min;Fácil;['4 ud de Pan de chapata mini', '16 ud de Anchoas en aceite', '8 ud de Tomates secos', '1 unidad de Tomate', '16 cuñas de Queso manchego', '4 puñaditos de Rúcula', 'Aceite de oliva virgen extra', 'Aceite de oliva virgen extra'];['Pica los tomates secos en láminas.', 'Lava, seca y corta el tomate en rodajas muy finas.', 'Pica el perejil, échalo en un bol y añade aceite de oliva virgen extra.', 'Tuesta los panes abiertos por la mitad y en las partes de abajo coloca las rodajas de tomate.', 'Añade la rúcula, las cuñas de queso manchego y un poco de la mezcla de aceite y perejil.', 'Pon encima las anchoas y las tiras de tomate seco y acompaña con las tapas de las mini chapatas.'];panes
Bocadillo de jamón, pimientos verdes y anchoas en salazón;https://images.hola.com/imagenes/cocina/recetas/20230321228517/bocadillo-jamon-anchoa-pimientos-verdes/1-222-758/pimiento-jamon-adobe-z.jpg;2 COMENSALES;10min;Fácil;['2 barras de Pan individuales', '2 ud de Pimiento verde italiano', '4 lonchas de Jamón ibérico', '8 ud de Anchoas', 'Aceite de oliva virgen extra'];['Freímos los dos pimientos verdes en aceite caliente, sacamos, abrimos por la mitad y quitamos las semillas.', 'Abre las barritas de pan por la mitad y tuesta.', 'Coloca sobre las partes de abajo las lonchas de jamón, los pimientos verdes y las anchoas.'];panes
Pan de hogaza;https://images.hola.com/imagenes/cocina/recetas/20230316228285/pan-de-hogaza/1-220-804/hogaza-adobe-z.jpg;4 COMENSALES;2h 45min;Fácil;['500 g de Harina de fuerza', '250 ml de Agua tibia', '10 g de Levadura de panadería', '10 g de Sal', 'Aceite de oliva'];['Echa en un cuenco grande la harina y desmenuza la levadura.', 'Incorpora el agua y la sal, mezcla con la mano hasta que la masa empiece a formarse y amasa durante 5 minutos.', 'Añade un poco de aceite, tapa con un paño y deja que fermente durante una hora y media.', 'Precalienta el horno a la máxima temperatura.', 'Saca la masa, haz unos cortes en la parte superior, coloca en una bandeja de horno con papel y esplovorera con una pizca de harina.', 'Hornea con vapor durante 10 minutos, abre el horno, baja la temperatura del horno a 200º y hornea 25 minutos más.', 'Saca el pan del horno y deja que se enfríe.'];panes
Tortillas mexicanas integrales;https://images.hola.com/imagenes/cocina/recetas/20230316228283/tortillas-mexicanas-integrales/1-220-782/tortillas-integ-age-z.jpg;8 PORCIONES;1h 0min;Fácil;['250 g de Harina integral', '150 ml de Agua', '3 cs de Aceite de oliva', '1 pizca de Sal', 'Harina'];['Echa en un bol la harina integal, la sal, el aceite y el agua.', 'Mezcla bien todos los ingredientes.', 'Echa un poco de harina en la mesa de trabajo, vuelca la masa y trabaja durante unos minutos con las manos.', 'Devuelve al bol, tapa y deja reposar durante unos 30 minutos.', 'Amasa ligeramente, dale forma de rollo y divide en porciones.', 'Bolea sobre una superficie enharinada y aplasta con un rodillo hasta dejar lo más finas posibles cada pedazo de masa.', 'Pon una sartén a fuego fuerte y cocina las tortillas durante 1 minuto por cada lado.'];panes
Pan de 'baguette';https://images.hola.com/imagenes/cocina/recetas/20230315228278/pan-baguette/1-220-760/baguette-adobe-z.jpg;4 PORCIONES;3h 30min;Fácil;['375 g de Harina de fuerza', '12 g de Levadura fresca', '300 ml de Agua tibia', '10 g de Sal'];"['En un bol, añade la harina y la sal y mezcla.', 'Haz un agujero en el centro e incorpora la levadura desmigada y el agua tibia.', 'Mezcla con las manos hasta que se integren bien los ingredientes y quede una masa pejagosa.', 'Tapa y deja que fermente durante unas 2 horas.', 'Enharina la superficie de trabajo y pon la masa encima para amasar durante unos minutos.', 'Divide en 4- 6 porciones y dales forma alargada y coloca sobre una bandeja de horno y deja reposar unos 40-60 minutos más.', 'Precalienta el horno a máxima temperatura.', ""Haz unos cortes en la parte superior de cada 'baguette' con unas tijeras o un cuchillo."", 'Pon una placa con agua en la parte inferior del horno para que se haga vapor y se forme una costra crujiente y quede el interior esponjoso.', 'Cuece las baguettes en el horno durante 10 minutos y luego baja la temperatura a 200 grados para cocer durante 15 minutos más.', 'Saca con cuidado y deja enfriar.']";panes
'Cottage loaf' (pan rústico inglés);https://images.hola.com/imagenes/cocina/recetas/20230315228275/cottae-loaf-pan-rustico-ingles/1-220-750/cottage-loaf-age-z.jpg;;3h 0min;Fácil;['500 g de Harina de fuerza', '220 ml de Agua templada', '10 g de Levadura fresca', '1 cucharadita de Sal', '1 cucharadita de Azúcar blanca'];['Echa el agua tibia en un bol, añade la levadura y diluye.', 'Añade la harina, el azúcar y la sal y mezcla hasta integrar.', 'Saca la masa a la superficie de trabajo enharinada y amasa durante unos 10 minutos hasta obtener una textura suave y flexible.', 'Mete en un bol y tapa con papel film o un trapo para dejar que fermente durante 2 horas.', 'Saca, vuelve a amasar para quitar las burbujas de aire y trocea en dos partes más grandes y dos más pequeñas.', 'Dales forma redonda, colócalas en una bandeja de horno con papel, tapa y deja reposar durante 40 minutos.', 'Precalienta el horno a 220 grados y coloca las piezas más pequeñas sobre las más grandes presionando ligeramente para que se unan.', 'Haz en la parte superior unos cortes con un cuchillo y espolvorea con un poco de harina.', 'Introduce en el horno a una altura media y deja durante unos 35 minutos.', 'Saca con cuidado los panes y deja enfriar.'];panes
Pan de pita;https://images.hola.com/imagenes/cocina/recetas/20230315228273/pan-de-pita/1-220-744/pan-pitaadobe-z.jpg;;1h 30min;Fácil;['500 g de Harina de fuerza', '300 ml de Agua', '20 g de Levadura fresca', '30 ml de Aceite de oliva virgen extra', '1 cucharada de Sal'];['Calienta el agua y disuelve en ella la levadura.', 'Echa la harina en un bol grande, añade la sal, mezcla y haz un agujero en el centro.', 'Incorpora el agua con la levadura, mezcla con una espátula, añade el aceite y trabaja la masa con las manos. Saca a la mesa de trabajo y amasa unos minutos.', 'Vuelve a depositar la masa en el bol, tapa con papel film o con un trapo y deja fermentar 1 hora.', 'Echa un poco de harina en la mesa de trabajo, vuelca la masa y amasa un par de minutos.', 'Precalienta el horno a 220 grados.', 'Corta en trozos la masa, aplasta y extiende con el rodillo cada una para darles forma redonda y no muy gruesos.', 'Coloca en una bandeja con papel y hornea 5 minutos a temperatura máxima o hasta que se hinchen y tengan colorcito.'];panes
Pan de chapata;https://images.hola.com/imagenes/cocina/recetas/20230315228234/pan-de-chapata/1-220-375/chapata-adobe-z.jpg;4 COMENSALES;6h 30min;Medio;['400 g de Harina', '450 ml de Agua', '7 g de Levadura fresca', '900 g de Prefermento anterior', '300 g de Harina', '120 ml de Agua', '10 g de Sal', 'Aceite de oliva'];['Echa en un bol la el agua tibia y disuelve en ella la levadura.', 'Ve agregando la harina y mezclando hasta que obtengas una masa muy blanda.', 'Tapa con un paño y deja que fermente durante unas 4 horas.', 'Incorpora al prefermento la harina, el agua y la sal.', 'Amasa bien con máquina o a mano y pasa la masa a la mesa de trabajo.', 'Incorpora un chorrito de aceite, pon aceite en las manos y amasa durante unos minutos más.', 'Unta una bandeja con aceite, coloca encima la masa y pliégala hacia dentro -tanto por arriba como por abajo y por los lados, formando una especie de paquete, al que hay que dar la vuelta-.', 'Tapa nuevamente con el trapo y deja fermentar durante 30 minutos.', 'Repite la operación de plegar la masa nuevamente, tapa y espera 50 minutos más -con esto lograremos una miga aireada-.', 'Precalienta el horno a máxima temperatura con calor únicamente en la parte de abajo.', 'Enharina la mesa de trabajo y coloca la masa encima, divide en 3 porciones iguales y dales las forma rectangular típica de la chapata.', 'Cubre una bandeja de horno con papel y deposita las 3 masas de chapata.', 'Introduce la bandeja en la parte baja del horno y espera 10 minutos.', 'Saca con cuidado y vuelve a introducir la bandeja en la parte media del horno durante 25 minutos.'];panes
