titulo,imagen,comensales,duracion,dificultad,ingredientes,pasos
Receta de Torta de garbanzos,https://cdn0.recetasgratis.net/es/posts/1/9/4/torta_de_garbanzos_76491_600.jpg,4 comensales,30m,Dificultad baja,"['1 taza de agua templada', '4 cucharadas soperas de aceite de oliva', '1 taza de harina de garbanzos', '1 pizca de sal', '1 cucharadita de semillas de comino']","['Para hacer la receta de torta de garbanzos, pon en un bol la taza de agua templada con un poco de sal y dos cucharadas de aceite de oliva. Mezcla todo removiendo con una cuchara.', 'Ve añadiendo poco a poco la harina de garbanzos mientras vas removiendo con unas varillas manuales para dejar una preparación sin grumos.', 'Cubre el bol con papel film y deja reposar a temperatura ambiente durante 1 hora.', 'Pasado el tiempo de reposo, precalienta el horno a 200º C. Mete dentro del horno una tartera o una sartén apta para el horno vacía de unos 18-20 cm de diámetro para que se vaya calentando.', 'Mientras el horno se calienta, retira el papel film de la masa y añade las otras dos cucharadas de aceite de oliva y remueve bien para que se integre.', 'Retira el molde ya caliente del horno, añade unas gotitas de aceite de oliva y pincela toda la superficie con el aceite para que la torta con harina de garbanzos no se pegue al molde.', 'Vierte la masa para la torta de garbanzos en el molde y espolvorea con las semillas de comino. Vuelve a meter la tartera en el horno a 200 ºC con calor arriba y abajo durante 15 minutos o hasta que la torta quede bien doradita.', 'Truco: prueba también a añadir orégano o pimienta negra molida para darle diferente sabor. ', 'Sirve la torta de garbanzos tibia cortada en trozos. ¿Qué te ha parecido la receta? ¿Te ha resultado fácil? Cuéntanos tu experiencia con ella o envíanos una foto con el resultado final.', 'Espero que te haya gustado la receta y te invito a que visites mi blog Cakes para ti.', 'Truco: si lo deseas, también puedes hacer diferentes tortitas de garbanzos para preparar distintas elaboraciones.', 'Si te ha gustado la receta de Torta de garbanzos, te sugerimos que entres en nuestra categoría de Recetas de Garbanzos.', 'Sube la foto de tu Receta de Torta de garbanzos']"
Receta de Garbanzos con verduras y huevo,https://cdn0.recetasgratis.net/es/posts/4/2/3/garbanzos_con_verduras_y_huevo_76324_600.jpg,2 comensales,30m,Dificultad baja,"['1 bote de garbanzos cocidos', '2 calabacín', '2 zanahorias', '1 cebollas', '1 chorro de aceite de oliva', '1 pizca de pimienta', '1 pizca de sal', '1 huevo']","['Para empezar con la receta de garbanzos con huevo y verduras, primero prepara las verduras. Para ello, lávalas. Por otro lado, retira los garbanzos del bote ya cocidos, coloca en un colador y lava bajo el grifo, escurre bien. Reserva mientras se cocinan las verduras. Si quieres cocer en casa los garbanzos, coloca una cazuela amplia llena de agua, añade los garbanzos secos en la cazuela cubiertos de agua y un puñado de sal, mínimo 12 horas. Cuando pase el tiempo indicado, retira el agua y, en una olla, cuece un par de horas o hasta que queden cocidos. Si tienes olla express, el tiempo será más corto.', 'Pela y corta las verduras. Asimismo, corta el pimiento verde en trozos pequeños, la cebolla en tiras y la zanahoria en cuadraditos. Pela el calabacín y corta en cuadrados. Coloca una cazuela al fuego con un buen chorro de aceite de oliva, añade la cebolla, el pimiento y la zanahoria unos minutos. Después, añade el calabacín y deja que se poche durante 10 minutos.', 'Truco: si te gustan las verduras aldentes, déjalas menos tiempo de cocción, ya que luego saltearás los garbanzos de bote con las verduras.', 'Cuando tengas pochadas las verduras, pero aldentes, añade un poco de sal y pimienta. Mientras, coloca el agua para cocer el huevo y, cuando empiece a hervir, espera 10 minutos e introdúcelo.', 'Cuando tengas las verduras en su punto, añade los garbanzos y saltea con cuidado que no se deshagan. Prueba de sal y pimienta al gusto y sirve. Si lo deseas, puedes acompañar los garbanzos con un puñado de perejil, con un poco de pimentón dulce y/o un toque picante.', '¡Ya puedes comer los deliciosos garbanzos con calabacín y cebolla! Cuéntanos en los comentarios tu opinión y comparte con nosotros una fotografía del resultado final.', 'Si te ha gustado la receta de Garbanzos con verduras y huevo, te sugerimos que entres en nuestra categoría de Recetas de Garbanzos.', 'Sube la foto de tu Receta de Garbanzos con verduras y huevo']"
Receta de Fabada gallega,https://cdn0.recetasgratis.net/es/posts/7/2/4/fabada_gallega_76427_600.jpg,4 comensales,1h 30m,Dificultad baja,"['400 gramos de alubias blancas', 'panceta salada', '2 chorizo', '1 cebolla', '1 hoja de laurel', '2 dientes de ajos', 'sal']","['Para preparar la fabada gallega con chorizo y panceta, lo primero que debes hacer es poner las fabes en remojo en una olla cubierta de agua. Debes ponerla la noche anterior o unas 12 horas.', 'Prepara los ingredientes para hacer la fabada gallega casera. Pela la cebolla y corta por la mitad. Pela los dientes de ajos y deja enteros. Prepara también la hoja de laurel.', 'Pon una olla grande con agua fría, escurre bien las fabes que tienes en remojo y añade a la olla grande. Luego, añade la cebolla partida por la mitad, los dientes de ajos y la hoja de laurel. Deja a fuego medio hasta que empiece a hervir. Deja que se cocine unos 15 minutos.', 'Mientras se cocinan las fabes, prepara el resto de los ingredientes: la panceta y el chorizo. Corta todo en trozos medianos. La cantidad de chorizo y de panceta será al gusto.', 'Cuando hayan pasado los 15 minutos, retira la espuma que se forma en la superficie. Añade un vaso grande de agua fría para cortar la cocción y deja a fuego fuerte hasta que empiece a hervir otra vez. Baja el fuego a medio y añade la panceta y el chorizo. Deja que se cocine todo a fuego lento hasta que las fabes estén bien cocidas, unos 60 minutos, dependerá del tipo de fabes o del tamaño.', '\xa0', 'Cuando observes que las fabes de la fabada gallega tradicional están casi cocidas, añade la sal, deja que sigan cocinando y vuelve a probar hasta dejarlas a punto de sal.', 'Cuando estén bien cocidas, apaga y ya estarán listas para comer. Asimismo, si queda el caldo muy ligero, puedes coger un cucharón de fabes y chafarlas, añadirlas a la cazuela y dar otro hervor, así quedará más espesa la salsa. También hay quién liga la salsa con un poco de harina disuelta en agua. ', 'Si te ha gustado la receta de Fabada gallega, te sugerimos que entres en nuestra categoría de Recetas de Alubias.', 'Sube la foto de tu Receta de Fabada gallega']"
Receta de Salsa boloñesa de lentejas,https://cdn0.recetasgratis.net/es/posts/0/7/8/salsa_bolonesa_de_lentejas_75870_600.jpg,4 comensales,45m,Dificultad baja,"['500 gramos de lentejas cocidas', '1 pimiento verde', '1 pimiento rojo', '1 cebolla', '2 dientes de ajos', '1 zanahoria', '400 gramos de tomate triturado', '150 mililitros de vino blanco', '1 cucharada postre de albahaca', '1 cucharada sopera de orégano', '1 pizca de pimienta', '1 pizca de sal', '1 chorro de aceite de oliva']","['Para empezar con la receta de salsa boloñesa de lentejas, primero debes preparar las lentejas. Para ello, coloca una olla con sal y una hoja de laurel, incorpora las lentejas en la olla. Déjalas hasta que queden cocidas, pero enteras. A continuación, escurre bien y reserva. Por otra parte, también debes saber que las puedes comprar cocidas de bote, salen muy bien y de esta forma adelantas tiempo. Para ello, retíralas del bote, lávalas debajo del grifo, escúrrelas y resérvalas.', 'Luego, prepara las verduras. Para ello, pica la cebolla, el pimiento verde, el pimiento rojo, la zanahoria y los dientes de ajo, pica todas las verduras bien pequeñitas. A continuación, coloca una cazuela al fuego con un chorro de aceite y añade la cebolla, la zanahoria y los pimientos, deja que se cocine a fuego medio.', 'Cuando observes que están pochadas, añade los dientes de ajos picados y remueve.', 'Deja que el ajo se cocine con cuidado para que no se queme, y añade el vino blanco. Déjalo unos minutos para que se reduzca el alcohol.', 'Añade el tomate triturado, el orégano o albahaca, e incluso las dos cosas, un poco de pimienta y sal. Deja que se cocine todo, estará lista cuando la salsa de tomate reduzca y espese. Cuando esté la salsa boloñesa de lentejas, prueba por si necesita más sal o alguna hierba, según te guste.', 'Como estará muy espesa la salsa, puedes añadir un vasito de agua o de caldo de verduras. A continuación, incorpora las lentejas y déjalo todo junto unos 10 minutos para que adquiera los sabores. Si te gusta más suelto, puedes añadir más agua o caldo hasta que quede a tu gusto.', 'Cuando esté cocinada la boloñesa de lentejas, puedes comerla así tal cual o puedes triturarla.', 'Truco: puedes congelar en la nevera para futuras ocasiones.', '¡Lista para servir! ¿Qué te ha parecido la receta de boloñesa vegana de lentejas? Cuéntanos en los comentarios tu opinión y comparte con nosotros una fotografía del resultado final.', 'Si te ha gustado la receta de Salsa boloñesa de lentejas, te sugerimos que entres en nuestra categoría de Recetas de Lentejas.', 'Si quieres añadir esta salsa en las recetas, debes saber que la boloñesa de lentejas con pasta está exquisita. Es un plato muy completo que gustará a todos, además, es una combinación excelente para incorporar verduras y pasta al mismo tiempo. Te ofrecemos diferentes recetas para que incorpores esta deliciosa salsa en la elaboración que más te guste:', 'Sube la foto de tu Receta de Salsa boloñesa de lentejas']"
Receta de Enfrijoladas veganas,https://cdn0.recetasgratis.net/es/posts/6/0/7/enfrijoladas_veganas_75706_600.jpg,5 comensales,30m,Dificultad baja,"['1 taza de frijoles cocidos', '1 cucharadita de aceite de oliva', '2 hojas de epazote', '1 pizca de sal al gusto', '2 nopales medianos', '2 calabacitas', '20 tortillas de maiz', 'rebanadas de aguacate']","['Para hacer esta receta de enfrijoladas veganas fácil, primero prepara la salsa de frijol. Para ello, coloca en la licuadora los frijoles cocidos con su propia agua junto con un trozo de cebolla y una pizca de sal, licua por 3 minutos.', 'Calienta una cucharadita de aceite en una olla y vacía la salsa de frijol. Seguido, agrega 2 hojitas de epazote, un poco más de sal al gusto y deja cocinar hasta que hierva. Luego, reserva.', 'Para el relleno, pica los nopales y la calabacita. A continuación, cocina al vapor o en agua hasta que hayan ablandado.', 'En una sartén con un poco de aceite fríe ligeramente las tortillas de maíz. ¿Qué te está pareciendo esta receta de enfrijoladas veganas?', 'Para armar las enfrijoladas veganas, rellena una tortilla con los vegetales y enrolla o dobla, como prefieras.', 'Truco: prueba con tortilla de harina y enrolla como un burrito.', 'Luego, baña con la salsa de frijol hasta cubrir. Acompaña con una rebanada de aguacate y cebolla al gusto. ¿Qué te han parecido estas enfrijoladas veganas? Déjanos en los comentarios tu opinión.', 'Truco: también puedes añadir un poco de crema vegetal. ', 'Si te ha gustado la receta de Enfrijoladas veganas, te sugerimos que entres en nuestra categoría de Recetas de Frijoles. También puedes visitar una selección de las mejores recetas mexicanas.', 'Es muy sencilla preparar esta receta de enfrijoladas veganas. Como puedes observar, se necesitan muy pocos ingredientes y el relleno de verduras es muy versátil, para ello, prueba con las verduras que te mencionamos en esta receta. También puedes optar por otras, como por ejemplo: granos de elote, chayotes, zanahoria, papa, incluso un poco de tofu asado. Existen diversas opciones, así pues, la dieta vegana no será un impedimento para disfrutar de platillos exquisitos.', 'Si quieres conocer más recetas veganas, no te pierdas estas elaboraciones:', 'Sube la foto de tu Receta de Enfrijoladas veganas']"
Receta de Matambre vegano,https://cdn0.recetasgratis.net/es/posts/2/5/6/matambre_vegano_75652_600.jpg,4 comensales,2h 30m,Dificultad baja,"['1 taza de lentejas crudas', '6 tomates deshidratados', '100 gramos de espinaca', '⅓ taza de semillas de girasol', '1 cucharadita de jugo de limón', '1 cucharada postre de comino', '1 cucharada postre de pimentón ahumado', '½ cucharada postre de ajo en polvo', '¼ cucharada postre de ají molido', '3 cucharadas soperas de copos de avena', '1 cucharada sopera de aceite de oliva']","['Para empezar con la receta de matambre vegano, primero debes remojar las semillas de girasol y las lentejas por 8 y 12 horas respectivamente. Una vez pasado el tiempo, cambia el agua de remojo y cocina las lentejas en abundante agua hirviendo aproximadamente 30 minutos, hasta que estén tiernas. No te preocupes si se pasan de cocción, ya que las procesaremos. Reserva las semillas.', 'Una vez cocidas las lentejas, cuélalas asegurándote que retiras la humedad. Condiméntalas al gusto y procésalas hasta obtener una mezcla homogénea. Mientras, hidrata los tomates secos con agua caliente.', 'Truco: si no tienes mixer, puedes procesarlas con la licuadora o pisarlas con un pisa papa o con un tenedor.', 'Añade a la preparación los copos de avena y mezcla para obtener una masa maleable. La avena absorberá la humedad que le hayan quedado a las lentejas. Y, si no tienes avena, puedes reemplazarla por cualquier harina, por ejemplo, de garbanzos, de arroz o integral. Solo ten en cuenta que, si estás preparando esta receta para alguien con celiaquía, la harina que vas a utilizar no debe tener gluten, así como el resto de los ingredientes deben tener el logo correspondiente para asegurarte de que no están contaminados.', 'A continuación, prepara tu mesada con una hoja de film. Vuelca sobre ella la masa de lentejas y estírala con ayuda de tus manos y/o un palo de amasar con un grosor de aproximadamente medio centímetro. Resérvala.', 'Procesa las semillas de girasol que has remojado previamente con 1 cucharada sopera de aceite de oliva, 1 cucharadita de jugo de limón y condimentos al gusto. Te recomendamos comino, pimienta, ají molido y pimentón.', 'Úntalo sobre las lentejas que has estirado sobre el film.', 'Añade también las hojas de espinacas previamente lavadas. ¿Qué te está pareciendo esta receta de matambre vegano de lentejas?', 'Y, por último, agrega los tomates que has hidratado. Asegúrate de retirarles el cabo, si es que tienen.', 'Enrolla tu matambre vegano ayudándote con el papel film y con las manos. Haz algo de presión para que no quede aire, pero con cuidado de no romperlo.', 'Ciérralo cuidadosamente con el film y, si es necesario, agrega otra hoja más. Lleva este matambre a una olla con agua hirviendo y asegúrate de que no entra agua, así pues, brídalo con hilo de cocina para que mantenga su forma.', 'Cocina el matambre vegano en abundante agua hirviendo por aproximadamente 20 minutos. Pasado ese tiempo, dale la vuelta y cocínalo 20 minutos más. Retíralo con cuidado de no quemarte. Llévalo a la heladera y déjalo enfriar unas 2 horas, de esta manera, tendrá más firmeza.', 'Retira los hilos y el film. Corta y sirve el matambre vegetariano en rodajas, puedes acompañarlo con una abundante ensalada con una rica vinagreta de mango. Cuéntanos en los comentarios qué te ha parecido esta receta vegana.', 'Si te ha gustado la receta de Matambre vegano, te sugerimos que entres en nuestra categoría de Recetas de Lentejas.', 'Además de esta idea que te hemos propuesto para rellenar el matambre vegano, puedes utilizar otras variantes, como por ejemplo: puré de zapallo con ajo asado, tofu y ají morrón de los 3 colores (amarillo, rojo y verde), zanahoria, ají de rocoto, choclo y aceitunas, champiñones, espinaca y ajo, tofu, zanahoria, ají morrón rojo y arvejas, queso de girasol con ajo asado, láminas de berenjenas grilladas y tomates deshidratados.', 'Sube la foto de tu Receta de Matambre vegano']"
Receta de Frijoles de la olla,https://cdn0.recetasgratis.net/es/posts/7/4/4/frijoles_de_la_olla_75447_600.jpg,4 comensales,2h 30m,Dificultad baja,"['500 gramos de frijoles', '3 litros de agua', '1 trozo de cebolla', '2 dientes de ajo pelados', '1 pizca de sal al gusto', '1 rama de epazote fresco']","['Preparar esta receta de frijoles de la olla es muy sencillo, así que vamos allá. Primero debes enjuagar muy bien los frejoles con un chorro de agua, para reducir el tiempo de cocción de los frijoles te recomendamos poner a remojar durante una noche o un mínimo 1 hora. Puedes omitir este paso, solo ten cuenta que podría demorar un poco más la cocción. Señalamos que los dos tipos de frijoles, los frijoles de bote o los frijoles naturales son aptos para esta receta casera.', '¿Te preguntas cómo cocinar los frijoles? Pues bien, una vez remojados procede a pasarlos a la olla donde los cocinarás, retira el agua de los frijoles y vierte agua limpia. Señalamos que puedes usar una olla a presión, olla de barro u olla normal.', 'Agrega el trozo de cebolla, los dientes de ajo, la rama de epazote y una pizca de sal, tapa y deja cocinar. Si utilizas olla a presión en cuanto comience a soltar el vapor debes contar 30 minutos, y si utilizas olla normal deja cocinar aproximadamente 1 hora o hasta que estén blandos.', 'Pasado el tiempo de cocción, retira la cebolla, los dientes de ajo y las hojas de epazote, comprueba de sabor y si lo crees necesario añade un poco más de sal. Deja hervir solo aproximadamente unos 5 minutos más y estarán listos. Sirve los frijoles, puedes disfrutarlos solos en su propio caldo o servirlos como guarnición de algún platillo. ¡A comer!', 'Si te ha gustado la receta de Frijoles de la olla, te sugerimos que entres en nuestra categoría de Recetas de Frijoles. También puedes visitar una selección de las mejores recetas mexicanas.', 'Una forma sencilla de disfrutar esta rica receta es acompañar con queso fresco, unas rebanadas de aguacate y por supuesto unas deliciosas tortillas de maíz recién hechas.', 'Además de deliciosos, los frijoles tienen varios beneficios entre los que destacan los siguientes:', 'La cantidad de calorías al consumir frijoles depende mucho de como los prepares, ya que por ejemplo en esta receta no se añadió ningún tipo de grasa como aceite o manteca, de esta forma consumir una porción de media taza de frijoles de la olla aporta unas 120 o 150 calorías.', 'Y además, si quieres aprender a preparar otras elaboraciones con frijoles, no te pierdas estas recetas que mostramos a continuación:', 'Sube la foto de tu Receta de Frijoles de la olla']"
Receta de Tortilla vegana de tofu,https://cdn0.recetasgratis.net/es/posts/6/7/3/tortilla_vegana_de_tofu_75376_600.jpg,4 comensales,15m,Dificultad baja,"['200 gramos de tofu', '1 zanahoria', '1 papa', '1 cebollín', '100 gramos de harina de garbanzo', '1 cucharadita de polvos de hornear', 'agua', 'sal', 'pimienta', 'aceite vegetal']","['Para empezar a preparar la receta de tortilla vegana de tofu primero debes reunir todos los ingredientes necesarios. En la siguiente imagen puedes observar todos los ingredientes.', 'Lava las verduras y luego ralla la zanahoria. También debes cortar en diagonal el cebollín y picar en cubos la papa cocida. Reserva todos los ingredientes.', 'Con la ayuda de un tenedor pisa el tofu hasta conseguir una masa compacta.', 'Truco: podemos adicionar un chorro de salsa de soya para aportar sabor al tofu.', 'Calienta aceite en un sartén y saltea la zanahoria, el cebollín y la papa.', 'En un recipiente mezcla el tofu y las verduras salteadas, agrega sal y pimienta.', 'En un recipiente agrega la harina de garbanzo, la sal, la pimienta y un poco de agua hasta conseguir una mezcla homogénea.', 'En un sartén antiadherente calienta el aceite y agrega la mezcla previamente mezclada. Dora por ambos lados aproximadamente 3 minutos, ten cuidado de no romperla al momento de voltearla.', '¡Ya está lista para comer esta deliciosa tortilla vegana de tofu! ¿Qué te ha parecido esta receta fácil vegana? Cuéntanos tu experiencia en los comentarios.', 'Si te ha gustado la receta de Tortilla vegana de tofu, te sugerimos que entres en nuestra categoría de Recetas de Soja.', 'La tortilla vegana de tofu se puede servir como entrante o como guarnición acompañándola con arroz jazmín, papas asadas, espárragos, entre otros alimentos.', '¿Quieres aprender a hacer más recetas veganas? No te pierdas estas recetas totalmente saludables:', 'Sube la foto de tu Receta de Tortilla vegana de tofu']"
Receta de Hamburguesa de falafel,https://cdn0.recetasgratis.net/es/posts/3/5/3/hamburguesa_de_falafel_75353_600.jpg,4 comensales,45m,Dificultad baja,"['300 gramos de garbanzos', '150 gramos de cebolla', '3 dientes de ajo', '1 cucharada sopera de cilantro', '1 cucharada sopera de perejil', '100 gramos de harina de garbanzo', '1 cucharadita de polvos de hornear', 'comino', 'ajo', 'sal de Cahuil', '2 chorros de aceite vegetal']","['Para empezar con la receta de hamburguesa de falafel, primero debes dejar el día anterior los garbanzos en remojo, recomiendo hacerlo con agua caliente.', 'Reúne y limpia todos los ingredientes.', 'Truco: escurre los garbanzos que el día anterior dejaste hidratando y reserva un poco del líquido restante.', 'En un robot de cocina o licuadora tritura los garbanzos, la cebolla troceada, el ajo pelado y desvenado y las hojas de perejil y cilantro.', 'Y si además, quieres aprender a elaborar unas ricas hamburguesas veganas de algas, sigue leyendo.', 'Incorpora el comino, la harina de garbanzo, los polvos de hornear, la sal y la pimienta. Debes licuar hasta conseguir una mezcla homogénea.', 'Con las manos debes dar forma a las hamburguesas árabes y llevar al refrigerador aproximadamente unos 15 minutos. En este paso acostumbro a incluir un poco de avena entera para sustituir al panko y al pan rallado. ¡Ya casi están listas las hamburguesas vegetarianas!', 'Truco: la avena es un super alimento que aporta a nuestro organismo vitaminas, fibra, hidratos de carbono entre otros beneficios.', 'En un sartén fríe las hamburguesas que has preparado hasta dorarlas.', 'Sirve estas hamburguesas de falafel acompañadas de salsa mostaza agridulce. ¡A comer! ¿Qué te ha parecido esta receta de hamburguesas de falafel? Déjanos en los comentarios tu experiencia. Y si quieres complementar esta receta con un delicioso postre, no te pierdas esta receta de brownie vegano.', 'Si te ha gustado la receta de Hamburguesa de falafel, te sugerimos que entres en nuestra categoría de Recetas de Garbanzos.', 'Para acompañar estas deliciosas hamburguesas de garbanzos puedes complementar con platos simples y sabrosos como por ejemplo con humus de garbanzos o con kebab especiado. Además, de postre puedes disfrutar un pastel de pistacho y miel junto a un té servido en los típicos vasitos turcos con forma de tulipán. ¡Oriente medio en nuestra propia casa!', 'Sube la foto de tu Receta de Hamburguesa de falafel']"
Receta de Hamburguesas de lentejas y avena,https://cdn0.recetasgratis.net/es/posts/2/1/3/hamburguesas_de_lentejas_y_avena_75312_600.jpg,4 comensales,45m,Dificultad baja,"['200 gramos de lentejas', '100 gramos de avena en hojuela', '½ cebolla', 'sal y pimienta al gusto', '1 pieza de zanahoria rallada', '2 cucharaditas de chia', '4 cucharadas soperas de agua', '1 hoja de laurel', '1 rama de perejil', 'aceite']","['Para empezar la receta, lava muy bien las lentejas y luego colócalas en una olla con un litro de agua, cocina a fuego medio y cuando comience el punto de ebullición añade unas hojas de laurel y una pizca de sal. Tapa la olla y cocina aproximadamente unos 25 minutos o hasta que las lentejas se hayan suavizado. Luego, drena el agua, retira las hojas de laurel y deja enfriar.', 'Mientras se enfrían las lentejas cocidas, tritura la avena hasta obtener una especie de harina, no es necesario que quede muy fina, ayúdate con un procesador de alimentos o una licuadora.', 'Para formar la mezcla para las hamburguesas vegetarianas, en un recipiente mezcla la cebolla picada finamente, la zanahoria picada, el perejil fresco, sal y pimienta, 2 cda de chia y 4 cucharadas de agua. Debes mezclar muy bien todos los ingredientes y dejar reposar aproximadamente 10 minutos.', 'En otro recipiente junto con un machacador aplasta las lentejas hasta que se haga una pasta, luego mezcla con la harina de avena y posteriormente agrega la mezcla de verduras sazonadas. Debes mezclar hasta conseguir una textura homogénea.', '¿Quieres aprender a hacer nuggets vegetarianos? ¡Sigue leyendo!', 'Una vez lista la mezcla, comprueba que no quede muy líquida, ya que si es así debes agregar más harina de avena hasta que se pueda manipular fácilmente con las manos. Comienza a formar las hamburguesas caseras.', 'Coloca las hamburguesas en una charola con papel para hornear y un poco de aceite en spray, luego hornea a 180°C aproximadamente 15 minutos o hasta que estén doradas. Puedes hacer las hamburguesas a la parrilla o sartén dejando cocinar por cada lado alrededor de 6 minutos dando vuelta constantemente para evitar que se quemen.', 'Pasado el tiempo de horneado o asado ya puedes disfrutar de las hamburguesas. Puedes acompañarlas junto con una ensalada fresca o si lo prefieres puedes armar una con pan. ¡Listos y a comer!', 'Y además, si quieres acompañar esta receta de un delicioso brownie vegano, no te pierdas esta receta.', 'Si te ha gustado la receta de Hamburguesas de lentejas y avena, te sugerimos que entres en nuestra categoría de Recetas de Lentejas.', 'Cada vez hay más recetas que pueden sustituirse por alimentos más saludables, como por ejemplo esta receta de hamburguesa de lentejas y avena, el sabor si bien no compite con una hamburguesa de carne, pero de igual forma es una excelente alternativa con un rico sabor.', 'Como has podido observar, no se ha utilizado ningún ingrediente de origen animal, pero si lo prefieres puedes sustituir la chia por huevo y el agua por leche. Además, si quieres que la textura de tus hamburguesas sea crujiente por fuera, añade un poco de panko y verás lo crujiente y doradas que quedan.', 'Sube la foto de tu Receta de Hamburguesas de lentejas y avena']"
