titulo,imagen,comensales,duracion,dificultad,ingredientes,pasos
Receta de Pepián de arroz,https://cdn0.recetasgratis.net/es/posts/2/9/4/pepian_de_arroz_76492_600.jpg,4 comensales,45m,Dificultad baja,"['1 taza de arroz blanco', '1 kilogramo de pavita, pollo o gallina', '1 cebolla roja grande', '2 cucharadas soperas de ajo', '2 cucharadas soperas de ají amarillo o mirasol', '1 cucharada sopera de ají panca', 'sal al gusto', '1 pizca de pimienta', '1 pizca de paprika', '1 pizca de comino', '1 pizca de orégano', '1 litro de caldo de huesos pavita, pollo o gallina', '1 chorro de aceite', 'culantro picado al gusto']","['Empieza remojando el arroz el día anterior. A la mañana siguiente cuélalo, sécalo y aplástalo con un rodillo. Para simplificar un poco estos pasos, también puedes lavar el arroz, colocarlo en la licuadora con agua o caldo de ave y tritura hasta que veas que el arroz está partido, pero sin llegar a molerse. Debes saber que ambas maneras tendrán la misma textura.', 'Aparte, en una olla grande y muy caliente, vierte un chorro de aceite y haz un aderezo con la cebolla, el ajo, los ajíes, la sal y las especias; es decir, comienza por sofreír la cebolla hasta que se vea traslúcida, luego agrega el ajo molido o de preferencia picado, continúa removiendo hasta que tenga la consistencia de una mermelada.', 'Añade el ají amarillo y/o el ají panca así como la sal, pimienta, comino, orégano y paprika (si solo usaste ají amarillo). Sigue moviendo de vez en cuando hasta que se veas que el aceite se está separando ligeramente del aderezo.', 'Incorpora los trozos de pavita o pollo limpios, sin grasa ni pellejo y séllalos dentro del aderezo.', 'Cuando las presas estén ligeramente doradas, vierte el arroz triturado con todo el líquido dentro de la olla y aumenta más caldo de ave caliente o, en su defecto, agua hasta que duplique el volumen del arroz. Mueve constantemente hasta que rompa hervor y empiece a espesar.', 'Truco: es importante remover el arroz especialmente en los primeros minutos que comienza a espesar para que el almidón de arroz no se apelmace.', 'Mantén en fuego bajo, moviendo suavemente hasta que el arroz y las presas estén completamente cocidos, te tomara alrededor de 20 minutos. Ve agregando más caldo de ave o agua a medida que el arroz vaya absorbiendo líquido.', 'Retire del fuego cuando el arroz esté completamente cocido y tenga una consistencia cremosa. Por último, agrega el culantro picado. ', 'Sirve en un plato ligeramente hondo y acompaña de una presa de pavita o pollo. ¡A disfrutar! Cuéntanos en los comentarios tu opinión y comparte con nosotros una fotografía del resultado final.', 'Si te ha gustado la receta de Pepián de arroz, te sugerimos que entres en nuestra categoría de Recetas de Guiso. También puedes visitar una selección de las mejores recetas peruanas.', 'El pepián de arroz se suele acompañar con unas tajadas de yuca sancochada, una clásica salsa criolla que lleva cebolla, tomate en juliana, perejil, ají limo picado y jugo de limón. También puedes servir con una ensalada verde o ensalada de verduras cocidas como zanahorias y vainitas. Asimismo, también te ofrecemos la elaboración de pepián de choclo para que la incorpores en tu menú semanal.', 'Sube la foto de tu Receta de Pepián de arroz']"
Receta de Seco de res con frejoles,https://cdn0.recetasgratis.net/es/posts/0/8/4/seco_de_res_con_frejoles_76480_600.jpg,4 comensales,1h 30m,Dificultad baja,"['8 trozos de carne de res para guiso', '2 cebolla roja picada', '2 cucharadas soperas de ajo molido', '½ taza de culantro', '3 cucharadas soperas de ají amarillo molido', '1 litro de caldo de res o agua', '2 zanahorias cortadas', '1 puñado de alverjas', '1 chorro de aceite', 'sal al gusto', 'pimienta al gusto', '1 pizca de oregano molido', '70 mililitros de chicha de jora', '200 mililitros de agua para licuar el culantro', '½ kilogramo de frejol canario remojado el dia anterior']","['¿Te preguntas cómo preparar seco de res? Pues bien, comienza colocando las ramas de culantro y el agua en la licuadora, licúa muy bien hasta tener una pasta líquida.', 'Aparte, corta la carne en trozos grandes y dóralos en una olla bien caliente con un chorro de aceite. Luego, retíralos y reserva.', 'En la misma olla vierte otro chorro de aceite, deja calentar nuevamente y agrega la cebolla picada, revuelve ocasionalmente hasta que esté vea translúcida. Seguidamente, añade el ajo molido o preferentemente ajo fresco picado y continúa moviendo hasta que este aderezo adquiera la consistencia de una mermelada.', 'Incorpora la pasta de ají amarillo, pimienta negra, orégano molido y una pizca de sal. Mantén en el fuego hasta que el ají esté bien cocido, lo notarás cuando el aceite comience a separarse levemente.', 'Luego, agrega la mitad del culantro licuado, la chicha de jora, la carne sellada y cubre con caldo de res o agua caliente. Deja cocinar a fuego medio durante 1 hora o dependiendo del tipo de corte de la carne. Pasado el tiempo de cocción, la carne debe estar muy tierna, así que añade las zanahorias y las alverjas. Para finalizar con el guiso, ratifica el sabor agregando el resto de culantro licuado, un chorrito de chicha de jora y sal al gusto.', 'Para los frejoles, pon al fuego una olla con abundante agua caliente (puede ser en una olla a presión), agrega el frejol canario remojado desde la noche anterior, deja que rompa hervor y retira la espuma blanca que se va formando en la superficie. Cuando los frejoles ya no formen más espuma, tapa la olla y deja que los frejoles se cocinen por 1 hora aproximadamente. Transcurrido el tiempo de cocción, los frejoles deben estar perfectamente cocidos e incluso a punto de deshacerse. Si tienen mucho líquido, cuélalos y reserva un poco de este líquido.', 'Aparte, en una sartén y a fuego lento, coloca el tocino y deja que suelte su propia grasa mientras se fríe. Retira el tocino y vuélcalo en la olla de frejoles. En la misma sartén y con la grasa del tocino, vuelve a hacer otro aderezo con la cebolla picada, ajo, sal y pimienta. Vierte este aderezo a la olla de frejoles y deja dar un hervor. Para darle una consistencia cremosa, separa un tercio, licúalo, retórnalo la olla con el resto de los frejoles y mezcla bien.', 'Sirve los frejoles en la base del plato, coloca un trozo de carne encima y cubre con bastante jugo. ¡Listo los frejoles con seco! Ahora puedes degustar este delicioso potaje.', 'Si te ha gustado la receta de Seco de res con frejoles, te sugerimos que entres en nuestra categoría de Recetas de Guiso. También puedes visitar una selección de las mejores recetas peruanas.', 'Tradicionalmente, este plato se acompaña con una buena porción de arroz blanco suelto, yuca, camote al horno o papa y, para darle frescura, una clásica salsa criolla que lleva cebolla en juliana, perejil y ají limo picado.', 'Sube la foto de tu Receta de Seco de res con frejoles']"
Receta de Cau cau de pollo,https://cdn0.recetasgratis.net/es/posts/7/7/4/cau_cau_de_pollo_76477_600.jpg,4 comensales,45m,Dificultad baja,"['1 pechuga de pollo', '½ kilogramo de papa blanca yungay', '4 cucharadas soperas de ají amarillo en pasta', '1 cebolla roja grande picada', '1 cucharada sopera de ajo molido o picado', '½ cucharadita de comino', '1 pizca de pimienta negra', 'sal al gusto', '1 cucharadita de cúrcuma/palillo', '2 ramas de hierba buena', '1 rama de perejil', '1 puñado de vainitas (opcional)', 'aceite c/n']","['Comienza pelando y cortando las papas en cubos medianos. Reserva en agua fría para evitar que se oxiden. Por otro lado, puedes preparar una pasta con el ají amarillo o comprarla ya lista. Si deseas hacer una pasta casera con ají fresco, comienza cortándolos por la mitad y retira las semillas y el tallo. Continúa lavando los ajíes y, cuando estén limpios, colócalos en una olla con abundante agua y deja hervir hasta que la piel se desprenda fácilmente. Retira los ajíes del agua, pélalos y licua esta pulpa. Reserva esta pasta. Igualmente, corta la pechuga de pollo en cubos medianos. Calienta una olla a fuego alto y vierte un chorro de aceite, ahí sella los cubos de pollo sin que se cocinen demasiado. Reserva.', 'En la misma olla donde se selló el pollo, vierte otro chorro de aceite, deja que se caliente y agrega la cebolla picada, remueve de vez en cuando hasta que se vea transparente. Continúa añadiendo el ajo molido o de preferencia ajo fresco picado y sigue moviendo hasta que este aderezo obtenga la consistencia de una mermelada.', 'Incorpora la pasta de ají amarillo, comino, sal, pimienta negra y una pizca de cúrcuma para realzar el color amarillo característico de este plato, sigue mezclando. El aderezo estará listo cuando el aceite se empiece a separar ligeramente.', 'Truco: si el aderezo, en algún momento, empieza a dorarse o quemarse, agrega un chorrito de agua y continúa removiendo. Puedes agregar agua las veces que sea necesario hasta que el sofrito esté listo.', 'Agrega el pollo previamente sellado, las papas cortadas en cubos y una rama de hierba buena. Cubre con caldo de pollo o agua al ras sin excederte para evitar obtener una sopa.', 'Deja hervir durante 15 minutos y, 3 minutos antes de finalizar la cocción, agrega las alverjas. Pasado el tiempo de cocción, la papa se debe haber deshecho un poco, esto le dará al estofado una consistencia más espesa pero aún debe mantenerse jugoso.', 'Para finalizar, apaga el fuego, agrega la hierbabuena y el perejil picado.', 'Ya está listo el delicioso cau cau de pollo. ¡Buen provecho! Cuéntanos en los comentarios tu opinión y comparte con nosotros una fotografía del resultado final.', 'Si te ha gustado la receta de Cau cau de pollo, te sugerimos que entres en nuestra categoría de Recetas de Guiso. También puedes visitar una selección de las mejores recetas peruanas.', 'Si lo deseas, puedes acompañar el cau cau de pollo con una generosa ración de arroz blanco suelto o plátano frito. Además, si lo prefieres también puedes servirlo con láminas de cebolla por encima.', 'Sube la foto de tu Receta de Cau cau de pollo']"
Receta de Patatas guisadas con carne de la abuela,https://cdn0.recetasgratis.net/es/posts/0/1/4/patatas_guisadas_con_carne_de_la_abuela_76410_600.jpg,4 comensales,1h 30m,Dificultad baja,"['1 kilogramo de patatas', '500 gramos de carne de ternera para guisar', '1 cebolla', '2 tomates rallados o tomate triturado', '2 cucharadas soperas de harina', '150 mililitros de vino blanco', '500 mililitros de agua o caldo', 'aceite de oliva', 'sal', 'pimienta']","['Para preparar las patatas guisadas con carne de la abuela, empieza preparando la carne. Para ello, limpia la carne de grasa o telillas, corta en trozos y seca con papel de cocina. En un plato coloca la harina y reboza un poco toda la carne, añade sal y pimienta.', 'Truco: la carne puede ser de ternera, pollo, cerdo o cordero, solo cambiarán los tiempos de cocinado. La carne te la pueden limpiar y cortar en la carnicería', 'Coloca una cazuela, añade un chorro de aceite y pon a fuego fuerte, dora la carne. Pela y corta la cebolla en trozos pequeños y, una vez dorada la carne, baja un poco el fuego y añade la cebolla que se vaya dorando con la carne.', 'Cuando esté pochada la cebolla, añade el tomate natural o triturado. Remueve todo junto y deja unos minutos que se cocine todo junto.', 'Añade el vino blanco y deja unos 3 minutos o hasta que el alcohol se evapore. A continuación, añade el agua o el caldo, puede ser mitad y mitad. Deja que se cocine la carne unos 30-40 minutos o hasta que esté tierna, puede variar el tiempo según el tipo de carne y el grosor. También puedes elaborar el caldo con una pastilla para caldo.', 'Pela y corta las patatas chascándolas. Luego, añádelas a la cazuela junto con la carne estofada. Prueba la salsa y añade un poco de sal y pimienta. Deja se cocine todo hasta que las patatas queden bien tiernas, unos 20 minutos.', 'Cuando tengas las patatas cocidas, ya estará lista la receta de patatas con carne estofada. ¡A comer! Cuéntanos en los comentarios tu opinión y comparte con nosotros una fotografía del resultado final.', 'Si te ha gustado la receta de Patatas guisadas con carne de la abuela, te sugerimos que entres en nuestra categoría de Recetas de Guiso.', 'Sube la foto de tu Receta de Patatas guisadas con carne de la abuela']"
"Receta de Plokkfiskur, guiso de bacalao",https://cdn0.recetasgratis.net/es/posts/3/7/9/plokkfiskur_guiso_de_bacalao_75973_600.jpg,4 comensales,45m,Dificultad baja,"['400 gramos de bacalao', '400 gramos de patatas', '1 cebolla', '40 gramos de mantequilla', '40 gramos de harina', '150 mililitros de leche', '1 vaso de agua para cocer el bacalao', '1 pizca de sal', '1 pizca de pimienta negra', '1 mililitro de perejil']","['Para empezar con la receta de plokkfiskur, guiso de bacalao, primero debes desalar el bacalao durante 48 horas, cambiando el agua cada 8 horas. Para ello, coloca un cazo con agua a calentar y, cuando empiece a hervir, apaga. A continuación, incorpora el bacalao y déjalo reposar unos 10 minutos. Cuando haya reposado, retíralo y deja que se enfríe. Reserva el agua del bacalao.', 'Pon a cocer las patatas enteras con piel hasta que queden cocidas. Cuando estén cocidas, retíralas y escúrrelas bien. Seguido, deja que se enfríen un poco para poder quitar bien la piel.', 'Pica la 1/2 cebolla muy picadita y, a continuación, coloca una cazuela con mantequilla. Cuando esté deshecha, añade la cebolla y déjala pochar. Cuando observes que está la cebolla, añade la harina, remueve y deja que se cocine durante 1 minuto.', 'Añade la leche poco a poco y también el agua de cocer el bacalao. El fuego debe estar al medio para que se vaya espesando y resulte una bechamel espesa sin grumos. Luego, añade un poco de sal y pimienta.', 'Pela las patatas, córtalas en trozos y añádelas en la bechamel en trozos pequeños. Por otro lado, limpia el bacalao de piel y espinas y añádelo a la mezcla. Remueve y mezcla todo, deja cocinar durante 5 minutos. A continuación, pica un poco de perejil y añádelo.', '¡Ya puedes servir el delicioso plokkfiskur, guiso de bacalao! Cuéntanos en los comentarios tu opinión y comparte con nosotros una fotografía del resultado final.', 'Si te ha gustado la receta de Plokkfiskur, guiso de bacalao, te sugerimos que entres en nuestra categoría de Recetas de Guiso.', 'Además del bacalao, se puede elaborar esta receta con otros pescados o mariscos, aunque con bacalao es el plato tradicional. Además, si quieres saber con qué acompañar esta receta de guiso de bacalao, es importante que sepas que, generalmente, se acompaña con unas buenas tostadas de pan. Asimismo, en RecetasGratis te ofrecemos diferentes elaboraciones de panes para que escojas la que más te guste:', 'Sube la foto de tu Receta de Plokkfiskur, guiso de bacalao']"
Receta de Cocido de la abuela,https://cdn0.recetasgratis.net/es/posts/5/5/8/cocido_de_la_abuela_75855_600.jpg,5 comensales,3h,Dificultad media,"['500 gramos de garbanzos', '1 trozo de ternera para el caldo', '1 hueso de caña', '1 hueso de jamón', '1 trozo de tocino ibérico salado', '1 cuarto de gallina o pollo', '1 hueso de ternera salado', '1 trozo de de espinazo', '2 chorizos', '2,3 morcillas', '3 patatas', '2 zanahorias']","['Para hacer la receta de cocido de la abuela primero debes dejar en remojo los garbanzos durante un día, deben estar cubiertos con agua y con una pizca de sal. Al día siguiente, cuando empieces a elaborar el cocido madrileño auténtico, debes escurrir bien los garbanzos y lavarlos.', 'Coge una olla amplia y añade toda la carne que previamente habrás lavado. A continuación, colócala en la olla y cubre con agua. Luego, añade los garbanzos remojados, los chorizos y la morcilla. Coloca la olla a fuego fuerte. Reserva las patatas.', 'Deja en el fuego hasta que empiece a hervir el cocido madrileño fácil. A continuación, debes retirar la espuma con una espumadera, se forma en la superficie del caldo. Déjalo a fuego medio durante 2 horas sin tocar la carne ni los garbanzos. Si observas que se reduce mucho el caldo, añade más agua.', 'Truco: si dispones de olla exprés, se puede reducir el tiempo en 40-50 minutos.', 'Cuando pasen las 2 horas, observa cómo están los garbanzos y la carne. Mientras, pela, lava y corta las patatas por la mitad, añádelas a la olla. Limpia y corta las zanahorias también, introdúcelas en la olla. Deja que se cocine unos 20-30 minutos más hasta que estén las patatas y las zanahorias tiernas.', 'Cuando ya esté todo cocido, retira la carne. Puedes pasar a otra olla la cantidad de caldo, los garbanzos y las patatas, añade también el chorizo troceado y la morcilla.', 'Truco: la morcilla la añadimos entera para que no se deshaga. El chorizo lo puedes cocer un poco antes para que no suelte tanta grasa.', 'A la hora de servir, coloca la carne en una fuente.', 'Prueba de sal el cocido madrileño tradicional y, si es necesario, rectifica. Debes saber que es contundente, pues no necesitará mucha sal. Cuando hayas cocido el chorizo y la morcilla, apaga y sirve por un lado los garbanzos y, por otro, la carne. ¿Qué te ha parecido esta receta tradicional de cocido madrileño? Cuéntanos en los comentarios tu opinión y comparte con nosotros una fotografía del resultado final.', 'Si te ha gustado la receta de Cocido de la abuela, te sugerimos que entres en nuestra categoría de Recetas de Cocido.', 'Si te sobra carne del caldo y quieres aprovecharla, no dudes en cocinar unas deliciosas croquetas de pollo caseras de la abuela o un exquisito caldo de pollo de la abuela. De esta manera, podrás aprovechar los ingredientes sobrantes y elaborar otros platos iguales de exquisito, ya que los sabores con el paso de los días se habrán adherido completamente.', 'Sube la foto de tu Receta de Cocido de la abuela']"
Receta de Picante de quinua,https://cdn0.recetasgratis.net/es/posts/1/8/7/picante_de_quinua_75781_600.jpg,4 comensales,30m,Dificultad baja,"['250 gramos de quinua blanca', '3 cucharadas soperas de pasta de ají panca', '2 cucharadas de postre de ajo molido', '1 cebolla roja', '½ zanahoria', '1 puñado de alverjitas', '2 papas amarillas', '100 gramos de queso fresco', '1 chorro de aceite vegeta', '1 rama de perejil', '1 puñado de habas', 'sal, pimienta y comino']","['Para empezar con la receta de picante de quinua fácil, primero debes dejar en remojo la quinua un par de horas y, luego, lavarla hasta que deje de salir una especie de espuma.', 'Truco: este paso hará que elimines la saponina que contiene la quinua, esta es una toxina de sabor amargo.', 'La clave de este plato está en hacer un buen aderezo. Por ello, calienta en una olla el chorro de aceite y sofríe la cebolla roja previamente picada en cuadraditos por 2 minutos. Luego, agrega el ajo molido y sofríe por 2 minutos más.', 'Agrega toda la pasta de ají panca y deja cocinar 4 minutos a fuego medio sin dejar de remover. Y, si ves que se seca el aderezo, puedes verter poco a poco agua o caldo de pollo o de carne.', 'Agrega la quinua previamente lavada y echa también agua (o en el mejor de los casos, agrega caldo de pollo o de carne). Además, añade también la zanahoria picada en cuadritos, las habas peladas y las alverjitas. A continuación, agrega una pizca de sal, pimienta y comino, deja cocinar aproximadamente 15 minutos.', 'Truco: la cantidad de agua o de caldo deberá ser la necesaria para cubrir la quinua. Y, si ves que se seca la preparación, puedes agregar más líquido poco a poco.', 'Agrega las papas amarillas peladas y cortadas en pequeños cubos. Deja cocinar aproximadamente unos 8 minutos más.', 'Una vez que el picante de quinua haya tomado una textura cremosa, pero no tan espesa, estás cerca a terminar. Solo hará falta rectificar la sal y agregar el perejil finamente picado.', 'Este delicioso picante de carne puede servirse con el infaltable arroz blanco suelto. Para decorar, coloca trocitos de queso fresco sobre la quinua y listo. ¡Buen provecho! ¿Qué te ha parecido esta receta de quinua? Déjanos en los comentarios tu opinión.', 'Si te ha gustado la receta de Picante de quinua, te sugerimos que entres en nuestra categoría de Recetas de Guiso.', 'El guiso de quinua es prácticamente hermano del picante. Quizás una de las diferencias es que mientras que el primero suele llevar alguna proteína, como pollo o carne, el segundo reúne más verduras. Además, el guiso de quinua lleva como base el ají amarillo y suele tener un toque más cremoso, ya que incluye un buen chorro de leche.De todas formas, la quinua es una excelente opción para incluir en distintos platos dentro de nuestro menú diario. De hecho, este producto es considerado como un superalimento, teniendo como principales virtudes que es un alimento alto en fibra, es una buena fuente de fósforo, hierro y zinc. Aporta también importantes vitaminas y un tiene un contenido notable de proteínas a diferencia de otros granos. Señalamos que el guiso de quinoa con pollo o el guiso de quinua con queso están deliciosos.', 'En RecetasGratis te ofrecemos más recetas con quinoa:', 'Sube la foto de tu Receta de Picante de quinua']"
Receta de Sopa seca cañetana,https://cdn0.recetasgratis.net/es/posts/9/0/7/sopa_seca_canetana_75709_600.jpg,6 comensales,1h 30m,Dificultad media,"['2 cebollas morada medianas', '2 cucharadas soperas de ajo molido', '1 tomate rojo mediano', '1 zanahoria mediana', '2 manzanas de agua', '2 ramas de apio', '1 cucharada sopera de ají panca', '1 hoja de laurel', '3 ramas de albahaca', '3 ramas de perejil', '3 cucharadas de postre de azucar rubia', '2 tazas de vino tinto', '1 pizca de sal', '1 pizca de comino', '1 pizca de pimienta negra', '250 gramos de spaguetti', '6 trozos de pollo (pecho, pierna y muslo)', '100 gramos de aceitunas negras']","['¿Cómo se prepara la sopa seca? Para empezar con esta receta de sopa seca cañetana fácil, corta la cebolla en cubos pequeños. Seguido, corta el ajo finamente y reserva en un recipiente. A continuación, pela y retira las semillas de tomate, córtalo en cuadrados pequeños. En el caso de la zanahoria, con ayuda de un pelador, retira la piel y rállala. Por último, corta el apio en trozos irregulares. Señalamos que estos ingredientes son para el aderezo.', 'Repite el mismo procedimiento con las manzanas. Recuerda que es importante retirar las semillas. Seguido, en una licuadora, tritura la albahaca y el perejil con un chorro de agua.', 'En una olla mediana a fuego alto, agrega un chorro de aceite y añade la cebolla con una pizca de sal. Cuando se encuentre transparente, incorpora el ajo y el tomate en cuadrados. Añade también el ají panca en pasta.', 'Si quieres aprender a hacer pasta de ají panca, no te pierdas esta receta.', 'Incorpora el licuado de albahaca y culantro. No olvides las hojas de laurel.', 'Coloca la manzana rallada en la elaboración y mueve constantemente.', 'Añade el vino tinto y el azúcar, mueve hasta que el azúcar se disuelva totalmente. Cuando se evapore el alcohol del vino, añade los pedazos de pollo y cocina a fuego medio aproximadamente 15 minutos. Agrega también la zanahoria rallada. ¿Qué te está pareciendo esta sopa seca fácil?', 'Cuando el pollo se encuentre cocido, retíralo de la olla con ayuda de unas pinzas. Seguido, agrega en la olla una taza de agua, sal, pimienta y comino. Y, cuando rompa el hervor, añade el espagueti y cocina 10-12 minutos.', 'Decora con aceitunas. ¡Sirve caliente la sopa seca cañetana! Señalamos que la carapulcra con sopa seca está deliciosa. También puedes acompañar con pan tostado.', 'Si te ha gustado la receta de Sopa seca cañetana, te sugerimos que entres en nuestra categoría de Recetas de Potajes.', 'Para los cañetanos es muy importante esta receta, ya que se rinde homenaje a la patrona de Cañete, Sra. De Caños Santos. Además, también se celebra con danzas tradicionales, pasacalles y con paseos cargando la patrona por los fieles seguidores. También queremos señalar que la gastronomía de cañete es muy importante sobre todo durante la tercera semana de septiembre de cada año, ya que se celebra esta fiesta y se elabora la sopa seca en gran cantidad para la población de esta región. Así reciben todos los años esta festividad y los turistas que llegan durante estas fechas.', 'En RecetasGratis también te ofrecemos más recetas de sopas secas peruanas:', 'Sube la foto de tu Receta de Sopa seca cañetana']"
Receta de Matasquita de carne,https://cdn0.recetasgratis.net/es/posts/8/5/6/matasquita_de_carne_75658_600.jpg,4 comensales,45m,Dificultad baja,"['½ kilogramo de carne de res (guiso)', '3 papas blancas medianas', '1 cebolla morada mediana', '2 cucharadas soperas de pasta de aji panca', '1 cucharada sopera de pasta de ajo', '½ taza de arvejas peladas', '1 pizca de sal']","['Para empezar con la receta de matasquita de carne, primero debes cortar la carne del guiso en cuadrados medianos. La cebolla morada en cuadrados pequeños, pelar y cortar las papas en cuadrados medianos, y lo mismo con la zanahoria.', 'Truco: para evitar la oxidación de las papas, agrega agua. ', 'Sella la carne en una olla mediana con un chorro de aceite.', 'En una olla mediana, agrega un chorro de aceite y añade la cebolla morada en cuadrados.', 'Truco: una pizca de sal ayudará a deshidratar la cebolla. ', 'Cuando la cebolla se encuentre transparente, incorpora la pasta de ají panca y el ajo molido.', 'Cuando el aderezo se encuentre listo, añade la carne de res previamente sellada. ¿Qué te está pareciendo esta matasquita peruana?', 'Agrega las verduras picadas y el fondo de res. Salpimienta y dejar cocinar a fuego medio aproximadamente 20 minutos.', 'Ya puedes servir la matasquita de carne arequipeña con arroz y acompañar con pan tostado. Cuéntanos en los comentarios qué te ha parecido esta receta.', 'Si te ha gustado la receta de Matasquita de carne, te sugerimos que entres en nuestra categoría de Recetas de Guiso.', 'Otros ingredientes para incorporar en la matasquita de carne son: choclos, habas o frijoles. En el caso de la carne, puede ser reemplazada por pollo, carne de cerdo o pescado. Señalamos que este platillo es muy flexible y permite variar los ingredientes sin alterar su sabor tradicional, esto se debe al aderezo con pasta de ají panca. En algunos lugares también suelen agregar una cucharada de pasta de ají amarillo.', 'Si quieres conocer más recetas peruanas, no te pierdas estas elaboraciones:', 'Sube la foto de tu Receta de Matasquita de carne']"
Receta de Picante de carne peruano,https://cdn0.recetasgratis.net/es/posts/9/0/6/picante_de_carne_peruano_75609_600.jpg,4 comensales,1h 30m,Dificultad baja,"['400 gramos de carne de guiso o bistec', '1 chorro de aceite vegetal', '1 cucharada sopera de ajo molido', '1 cebolla morada mediana', '3 cucharadas soperas de pasta de aji panca', '1 cucharada sopera de pasta de tomate', '1 cucharada sopera de pasta de ají amarillo', '1 zanahoria mediana', '2 choclo', '½ taza de arvejas frescas', '4 papas blancas', '1 hoja de laurel', '1 pizca de comino']","['Para empezar con la receta de picante peruano, primero corta la carne de res en cuadrados pequeños. Asimismo, con la ayuda de un pelador, retira la piel de la zanahoria y córtala en cuadrados pequeños. En el caso de la cebolla, pica en cuadrados pequeños para el aderezo. Finalmente, pela las papas blancas y córtalas en cubos medianos, es importante reservarlas en agua para evitar la oxidación.', 'En una olla a fuego alto, añade un chorro de aceite y dora la carne de res. Resérvala en un recipiente.', 'En la misma olla, agrega un chorro de aceite e incorpora la cebolla y mueve con la ayuda de una cuchara. No olvides agregar el comino.', 'Truco: agrega una pizca de sal para que la cebolla se deshidrate más rápido.', 'Añade la pasta de ají panca, el ají amarillo y el ajo molido. Sigue moviendo hasta que se forme una pasta compacta. Después de unos minutos, añade la pasta de tomate y cocina 3 minutos a fuego bajo.', 'Incorpora la carne previamente dorada y añade una taza y media de agua o fondo de carne. Deja cocinar por unos minutos, aproximadamente 10. Señalamos que el picante de pollo peruano también está delicioso, en general, los platos peruanos con carne están exquisitos.', 'Truco: en este paso puedes añadir una hoja de laurel para darle un mejor sabor. ', 'Después de este tiempo, añade las papas blancas cortadas y deja cocinar 5 minutos.', 'Pasado el tiempo, añade el choclo y salpimienta. ¡Ya casi está el guiso de carne peruano!', 'Finalmente, añade la zanahoria y las arvejas. Cuando se encuentren cocidas, el picante de carne ya estará listo.', 'Sirve el picante de carne peruano con arroz blanco. Puedes decorarlo con perejil picado finamente. ¡Disfruta de este guiso de carne peruano y cuéntanos en los comentarios qué te ha parecido esta receta típica de Perú!', 'Si te ha gustado la receta de Picante de carne peruano, te sugerimos que entres en nuestra categoría de Recetas de Guiso.', 'Cada 100 gramos de picante de carne contiene: 407 kcal, 4 g de grasas, 35 g de proteínas y 66 gramos de carbohidratos. Este platillo contiene verduras saludables, como por ejemplo, la zanahoria, contiene calcio, potasio y hierro. Por otro lado, la arveja previene y mejora la apariencia de las varices, controla los niveles de azúcar y colesterol en la sangre y, además, mejora la digestión.', 'Acompaña la receta de picante de carne con estas elaboraciones peruanas:', 'Y, si quieres conocer otras comidas peruanas con carne, no te pierdas estas receta fáciles:', 'Sube la foto de tu Receta de Picante de carne peruano']"
